Date,Change in private inventories,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,"Entertainment, literary, and artistic originals",Equipment,Exports,Farm,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Fixed investment,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross investment,Gross output of nonprofit institutions,Gross private domestic investment,Health care,Household consumption expenditures (for services),Housing and utilities,Imports,Industrial equipment,Information processing equipment,Intellectual property products,Less: Receipts from sales of goods and services by nonprofit institutions,Motor vehicles and parts,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonfarm,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1985-10-01,1.41,0.17,0.3,0.10000000000000002,-1.25,0.06,0.53,0.78,-0.31,0.02,0.0,0.01,1.4,0.3,-0.05,0.18,-0.02,-0.5066666666666667,0.35,0.013333333333333334,0.24,2.81,0.36,1.15,0.64,-1.45,0.2,0.38,0.26,0.24,-1.81,0.21,-0.67,-0.18,0.61,1.71,1.0,0.08,0.1,0.12,0.15,-0.04,0.52,0.13,0.28,0.12,0.4,0.45999999999999996,0.08,0.32,0.22,-0.17,0.1
1986-01-01,-0.17,0.35,0.17,0.13666666666666666,0.7,0.06,-0.28,0.83,-0.19,-0.12,0.24,0.12,0.21,0.26,0.29,0.2,0.2,0.62,0.66,0.08333333333333333,0.31,0.04,0.14,0.36,-0.22,0.1,-0.13,0.17,0.17,0.07,0.22,-0.15,0.93,0.03,0.87,0.02,-0.55,0.0,0.08,-0.02,0.05,-0.12,2.16,0.04,0.19,0.05,0.76,0.4033333333333333,0.06,0.78,-0.44,-0.31,0.1
1986-04-01,-1.3,0.44,0.14,0.4266666666666667,1.22,0.07,0.34,0.27,-0.54,1.33,0.29,0.1,0.0,-0.12,0.16,0.12,0.19,0.10666666666666669,1.75,0.15666666666666665,0.29,-1.3,0.03,0.58,0.34,-1.6,-0.1,0.27,0.15,0.0,0.81,1.2,-1.33,0.13,0.6,-0.76,-1.12,0.12,0.07,-0.01,0.08,-0.1,2.7,0.03,0.22,0.0,1.12,0.35333333333333333,0.09,0.42,-1.61,0.18,0.01
1986-07-01,-1.63,0.07,-0.22,0.30666666666666664,3.06,0.02,-0.17,0.62,0.34,1.47,0.09,0.07,-0.34,-0.23,0.06,0.25,0.12,0.9633333333333334,1.87,0.31666666666666665,0.07,-1.97,0.2,1.14,0.39,-1.07,0.1,-0.16,0.1,-0.02,2.2,1.18,-0.45,0.3,0.14,-1.97,-0.63,0.05,0.11,-0.19,0.18,0.23,4.43,0.07,0.51,0.03,0.28,0.36333333333333334,0.04,0.4,-0.55,0.08,0.12
1986-10-01,-0.29,0.01,0.09,-0.03666666666666668,-0.61,0.01,0.3,1.03,0.33,-0.48,0.06,0.27,0.54,0.21,0.22,0.08,0.09,0.24,-0.34,-0.07333333333333332,0.15,0.24,0.29,1.55,0.39,-0.32,-0.02,0.4,0.1,0.08,-1.55,-0.77,0.71,0.29,0.54,-0.62,0.48,0.3,0.41,0.12,0.23,0.19,1.55,0.16,0.45,0.04,0.05,0.5066666666666667,0.05,0.14,0.08,-0.19,0.03
1987-01-01,3.29,0.23,0.38,0.06999999999999999,-2.24,-0.03,-0.97,0.03,-0.71,0.3,0.06,0.7,-1.3,-0.16,0.31,0.07,-0.11,-0.5966666666666667,0.53,0.11,0.21,1.99,0.35,2.34,0.08,0.2,-0.16,-0.25,0.07,0.15,-2.04,0.52,0.23,-0.21,0.09,4.0,-1.26,-0.63,-0.23,-0.07,0.14,0.75,0.25,0.05,-0.04,0.02,-0.04,0.7566666666666667,0.07,0.23,-0.35,-0.5,0.09
1987-04-01,-1.0,0.06,0.19,0.09000000000000001,1.46,-0.03,0.76,1.18,-0.32,0.6,0.07,-0.05,1.07,-0.04,0.2,0.05,0.21,0.7633333333333333,0.7,0.1466666666666667,0.25,0.08,0.36,1.42,0.44,-1.05,-0.08,0.17,0.08,0.19,1.16,0.68,0.14,-0.08,0.52,-0.67,1.0,-0.02,0.02,0.14,0.29,0.27,3.47,0.05,0.23,0.01,0.07,0.44333333333333336,0.1,0.1,0.16,0.53,0.14
1987-07-01,-1.2,0.21,0.24,-0.05666666666666667,1.51,-0.03,0.7,1.29,0.63,-0.02,0.11,-0.05,1.23,0.01,0.07,0.11,-0.2,0.6066666666666668,0.13,0.09666666666666668,0.28,0.03,0.42,1.23,0.41,-0.84,0.13,0.43,0.11,0.17,1.26,0.36,0.45,-0.38,0.06,-1.83,1.4,0.19,-0.05,0.25,0.04,0.21,2.91,0.08,0.19,0.04,-0.17,0.5133333333333333,0.1,0.15,0.58,-0.1,0.09
1987-10-01,4.97,-0.11,0.02,0.41333333333333333,-1.0,-0.01,-0.48,1.16,-0.08,0.75,0.08,-0.04,-0.01,0.0,0.44,0.02,0.12,-0.22666666666666668,1.33,0.03,0.17,4.96,0.24,1.42,0.39,-0.98,-0.05,-0.09,0.16,0.09,-1.03,0.11,0.18,0.64,0.08,5.05,-0.05,-0.11,0.05,0.03,0.08,0.2,0.57,0.14,-0.04,0.07,0.04,0.4766666666666666,0.1,0.58,0.28,-0.37,0.05
1988-01-01,-3.69,0.19,0.03,0.003333333333333336,1.69,0.05,0.82,1.75,-0.11,-1.14,0.25,0.19,0.06,0.39,0.01,0.09,0.08,1.3366666666666667,-0.67,-0.22333333333333336,0.36,-3.64,0.36,1.8,0.52,0.2,0.01,0.23,0.15,0.11,1.22,-0.44,1.94,-0.7,0.71,-3.59,0.41,0.2,0.09,0.05,0.05,0.36,4.45,0.21,0.29,0.03,-0.36,0.7966666666666665,0.06,0.48,-0.55,0.53,0.15
1988-04-01,0.33,-0.08,0.17,0.016666666666666663,0.02,-0.04,0.67,0.94,-0.42,-0.26,0.19,0.04,1.39,0.32,0.39,0.1,0.11,0.54,0.29,0.08,0.26,1.73,0.24,1.17,0.19,0.51,0.26,0.44,0.18,0.08,-0.35,-0.15,1.44,-0.11,0.53,0.76,1.15,0.27,0.03,-0.03,0.17,-0.08,1.9,0.23,0.24,0.13,0.25,0.5766666666666667,0.09,0.55,0.3,0.0,0.15
1988-07-01,0.05,0.31,0.11,0.04666666666666667,-0.47,-0.02,0.29,0.67,0.26,-0.16,0.2,0.24,0.33,0.05,0.43,0.04,0.0,-0.15666666666666665,0.03,-0.036666666666666674,0.35,0.38,0.3,2.07,0.5,-0.97,0.21,0.14,0.22,0.15,-0.62,-0.22,-0.31,0.06,0.45,-0.2,0.32,0.04,0.0,0.08,0.1,0.27,2.25,0.19,0.1,0.12,0.01,0.8033333333333333,0.12,0.2,-0.19,-0.14,0.14
1988-10-01,0.28,0.31,0.04,0.4533333333333333,0.93,0.13,0.35,1.05,-0.42,1.09,0.15,0.07,0.84,0.11,0.24,0.21,0.09,0.48666666666666664,1.62,0.08333333333333333,0.13,1.12,0.1,1.14,0.3,-1.25,0.02,0.07,0.4,-0.02,0.42,0.6,-0.21,0.49,0.69,0.7,0.71,0.03,0.06,0.03,0.18,0.15,2.91,0.14,0.24,0.13,0.13,0.41333333333333333,0.14,0.52,-0.03,0.22,0.14
1989-01-01,1.8,0.04,0.18,-0.08999999999999998,-0.16,-0.02,0.32,1.03,1.65,-0.69,0.05,0.49,0.62,0.11,-0.07,0.15,0.01,0.20000000000000004,-0.34,-0.02333333333333333,0.08,2.43,0.08,0.99,0.27,-0.17,0.22,0.24,0.27,0.03,-0.01,-0.79,0.86,0.09,0.3,0.16,0.81,0.06,-0.07,0.36,0.14,0.13,1.19,0.12,-0.23,0.1,-0.19,0.48333333333333334,0.19,0.35,0.22,-0.5,-0.02
1989-04-01,-0.8,0.18,0.31,0.3833333333333333,0.47,0.02,0.57,1.53,-0.22,0.78,0.24,0.19,0.09,-0.16,-0.04,0.13,-0.04,0.6133333333333333,1.26,0.03666666666666667,0.19,-0.71,-0.11,0.37,0.05,-0.18,0.06,0.42,0.27,-0.05,0.04,0.48,1.35,0.3,0.1,-0.57,0.68,0.11,0.05,0.14,0.12,0.2,1.19,0.07,0.25,0.06,-0.59,0.22999999999999998,0.2,0.48,-0.16,-0.05,0.0
1989-07-01,-1.84,0.3,0.08,0.11,0.8,0.01,0.52,0.37,-0.58,0.32,0.25,0.06,1.2,0.18,0.15,-0.04,-0.02,0.6366666666666666,0.75,0.13666666666666666,0.23,-0.64,0.01,0.75,0.29,0.07,0.1,0.19,0.29,-0.02,0.67,0.28,0.44,0.04,0.66,-1.26,1.28,0.11,0.02,0.24,0.2,0.17,2.46,0.06,0.14,0.07,-0.08,0.33,0.21,0.42,0.47,-0.01,0.02
1989-10-01,0.37,0.05,0.03,0.13333333333333333,-1.08,0.03,-0.74,0.54,-0.05,-0.17,0.22,0.04,-0.91,0.23,0.06,0.02,0.23,-0.25666666666666665,0.42,0.003333333333333336,0.3,-0.54,0.31,1.22,0.75,-0.74,-0.19,-0.01,0.3,0.07,-1.21,-0.35,-0.2,0.18,0.74,0.42,-0.53,-0.04,0.09,-0.11,0.23,0.07,1.11,0.01,0.02,0.1,-0.38,0.5599999999999999,0.17,0.59,-0.09,-0.43,-0.02
1990-01-01,-0.1,-0.11,-0.03,0.23,1.45,0.02,0.11,1.56,0.51,0.63,0.13,0.05,0.8,0.03,0.39,0.12,-0.24,0.5366666666666667,1.33,0.21,0.3,0.7,0.41,0.68,-0.51,-1.31,-0.04,0.03,0.23,0.17,1.23,0.33,0.25,0.3,-0.08,-0.61,0.64,0.07,0.03,-0.14,0.23,0.17,2.17,0.15,0.07,0.12,0.16,0.27,0.1,0.69,0.3,0.26,0.02
1990-04-01,1.38,-0.2,-0.12,0.056666666666666664,-1.16,0.0,-0.79,0.46,-0.22,0.05,0.35,0.02,-1.35,0.4,0.14,-0.23,-0.04,-0.23,0.13,-0.013333333333333336,0.46,0.03,0.4,1.51,0.64,0.07,-0.28,-0.18,0.19,0.11,-0.75,-0.16,0.52,0.21,0.07,1.6,-0.67,-0.05,-0.13,-0.12,-0.09,0.15,0.77,0.14,-0.04,0.11,-0.69,0.6633333333333334,0.08,0.08,-0.07,-0.21,0.02
1990-07-01,-0.74,-0.03,-0.13,0.020000000000000007,-0.34,0.02,0.34,0.28,0.43,-0.17,0.37,0.1,-0.56,0.01,0.12,-0.11,0.07,0.08333333333333333,0.13,0.02,0.45,-1.29,0.31,0.87,0.33,0.16,0.02,-0.13,0.05,0.08,-0.22,-0.3,0.44,0.14,0.1,-1.16,0.33,0.0,0.01,-0.01,0.05,0.01,1.0,0.03,-0.02,0.07,-0.89,0.38999999999999996,-0.04,0.3,-0.05,0.46,-0.03
1990-10-01,-1.97,-0.16,0.16,0.14666666666666667,-0.9,0.02,-0.38,0.33,0.17,0.05,0.15,0.13,-1.69,-0.15,-0.25,-0.09,-0.32,-0.18333333333333335,0.55,0.036666666666666674,0.08,-3.66,0.08,-0.53,0.08,1.14,-0.19,0.12,0.2,-0.07,-0.75,0.17,1.47,-0.12,-0.68,-2.14,-0.79,-0.05,-0.04,-0.11,-0.05,-0.53,-1.96,0.04,-0.02,0.05,-0.9,0.020000000000000004,0.13,0.51,-0.62,-0.19,-0.09
1991-01-01,-0.26,0.14,-0.08,0.27999999999999997,-0.88,-0.02,-0.9,0.24,-0.32,0.43,0.09,0.64,-1.78,-0.06,-0.14,0.0,-0.01,0.003333333333333318,0.49,-0.11333333333333333,0.04,-2.04,-0.03,-0.23,0.03,0.45,-0.1,-0.22,0.18,-0.06,-0.93,0.41,0.69,0.02,0.02,0.06,-1.0,-0.15,-0.04,-0.55,-0.05,-0.29,-1.0,-0.15,0.09,0.16,-0.78,-0.11,0.05,0.07,-0.28,-0.03,-0.28
1991-04-01,-0.12,0.19,0.09,0.023333333333333327,0.16,0.0,-0.17,1.38,-0.04,0.16,0.08,0.43,0.17,0.11,0.34,0.08,0.14,0.19666666666666666,0.35,0.09333333333333334,0.23,0.05,0.21,1.49,0.68,-0.73,-0.09,0.22,0.26,0.15,-0.08,0.02,0.65,0.14,0.39,-0.08,-0.26,0.13,0.0,-0.09,-0.06,-0.09,2.11,-0.04,0.15,0.2,0.43,0.7200000000000001,0.06,0.19,-0.35,-0.21,-0.05
1991-07-01,1.16,-0.04,0.21,-0.05000000000000001,0.48,0.02,0.33,0.91,-0.73,-0.5,0.19,0.17,0.05,0.06,-0.03,-0.11,0.09,-0.013333333333333345,-0.23,-0.02666666666666666,0.27,1.21,0.25,0.5,0.16,-1.13,0.0,0.3,0.04,0.08,0.57,-0.57,-0.21,0.07,0.11,1.89,-0.43,0.08,-0.16,-0.1,0.0,-0.03,1.27,0.03,0.17,-0.03,0.48,0.3633333333333333,0.04,0.27,-0.8,0.14,-0.05
1991-10-01,1.91,-0.27,0.28,-0.1366666666666667,-0.51,0.03,-0.13,0.87,1.06,-0.94,0.19,0.17,0.24,-0.31,0.01,-0.04,-0.07,-0.41,-0.61,-0.06333333333333334,0.37,2.15,0.38,0.76,0.05,-0.89,-0.1,0.23,0.31,0.18,-0.28,-1.15,-0.02,0.21,-0.57,0.85,-0.05,-0.05,-0.09,-0.02,0.08,0.0,-0.12,0.1,-0.1,0.18,0.29,0.36666666666666664,0.11,0.33,-0.23,-0.23,0.04
1992-01-01,-1.81,0.52,0.05,0.10333333333333332,1.2,0.03,-0.2,0.72,0.23,0.15,0.36,0.6,0.64,0.09,0.45,0.19,0.12,0.7966666666666667,0.77,0.15,0.36,-1.16,0.31,2.29,0.09,-0.28,-0.02,0.08,0.15,0.01,0.66,-0.13,0.44,0.29,0.98,-2.03,-0.2,0.04,0.16,-0.02,0.24,0.38,4.83,0.29,0.2,-0.01,0.84,0.96,0.13,0.61,-0.14,-0.24,0.16
1992-04-01,1.44,0.21,0.4,0.033333333333333326,0.22,0.02,1.29,0.03,0.05,-0.07,0.3,0.05,1.96,-0.08,-0.38,0.05,0.17,-0.10333333333333335,-0.14,-0.07666666666666667,0.33,3.4,0.31,0.98,0.45,-0.66,0.12,0.47,0.14,0.04,0.15,-0.11,-0.63,0.04,0.28,1.38,1.44,0.07,0.02,-0.01,-0.02,0.32,1.78,0.1,0.0,-0.01,0.53,0.49,0.13,-0.06,0.0,0.71,0.13
1992-07-01,-0.19,0.26,0.23,0.26333333333333336,0.66,0.01,0.52,0.83,-0.33,0.52,0.24,0.18,0.7,0.01,0.11,0.15,0.02,0.4066666666666667,0.55,-0.08,0.31,0.5,0.21,1.48,0.24,-0.64,0.14,0.5,0.07,0.08,0.17,0.43,0.19,0.09,0.39,0.14,0.69,0.27,0.09,0.18,0.1,0.33,2.77,0.11,0.25,-0.06,0.01,0.5766666666666667,0.12,0.03,0.1,-0.29,0.3
1992-10-01,0.14,0.16,0.07,0.049999999999999996,0.62,0.03,0.85,0.2,-0.12,0.04,0.21,0.27,1.78,0.17,0.61,0.1,0.04,0.20666666666666667,0.01,-0.04666666666666666,0.14,1.92,-0.04,1.6,0.48,-0.97,0.23,0.04,0.19,-0.07,0.25,-0.26,-0.77,0.3,0.65,0.26,1.18,-0.03,0.04,0.06,0.27,0.11,3.08,0.18,0.23,0.01,0.6,0.5633333333333334,0.16,-0.03,0.14,0.52,-0.02
1993-01-01,1.04,-0.05,0.23,-0.19666666666666668,0.3,0.04,0.44,0.09,-0.32,-1.17,-0.02,0.53,0.46,-0.03,-0.17,0.11,-0.02,-0.22,-1.01,-0.14333333333333334,0.1,1.49,0.06,0.64,0.22,-0.88,0.05,0.25,0.15,0.12,-0.17,-0.96,-0.79,-0.21,0.07,1.35,0.45,0.03,0.03,0.19,0.15,-0.16,0.98,0.12,0.33,0.03,0.01,0.27999999999999997,0.07,0.16,-0.14,-0.05,0.04
1993-04-01,-0.72,0.24,0.08,-0.06666666666666667,1.02,0.02,0.95,0.46,0.03,-0.36,0.02,0.29,1.11,0.02,0.11,0.09,0.08,0.3666666666666667,0.01,0.06999999999999999,0.07,0.39,-0.06,0.81,0.1,-0.86,0.03,0.17,0.12,0.05,0.58,-0.31,-0.4,-0.05,0.51,-0.75,0.89,0.09,0.06,0.05,0.16,0.1,2.35,0.13,0.28,0.01,0.22,0.2833333333333333,0.08,0.37,-0.17,0.69,0.15
1993-07-01,-1.38,0.13,0.26,0.10666666666666667,0.36,0.02,0.26,-0.1,-0.81,-0.13,0.14,0.29,0.96,0.13,0.16,0.09,0.13,0.10999999999999999,0.11,-0.06666666666666667,0.2,-0.42,0.04,1.76,0.63,-0.56,0.08,0.54,0.07,0.06,-0.05,-0.11,-0.66,-0.02,0.63,-0.57,0.35,0.27,0.12,0.04,0.24,0.28,2.88,0.2,0.19,-0.04,0.61,0.6333333333333333,0.08,0.24,0.03,-0.39,0.15
1993-10-01,0.87,0.15,0.05,0.04666666666666667,0.78,0.02,1.34,1.22,0.9,0.07,0.07,0.34,2.52,0.12,-0.09,0.01,-0.03,0.3133333333333333,0.3,0.05000000000000001,0.04,3.4,0.02,1.02,0.32,-1.67,0.36,0.14,0.0,-0.03,0.55,0.07,-0.45,0.0,0.44,-0.03,1.66,0.09,-0.02,0.14,0.2,0.2,2.31,0.02,0.25,-0.08,0.87,0.3066666666666667,0.06,0.23,0.31,0.7,0.2
1994-01-01,1.83,0.3,0.18,-0.08666666666666667,0.78,0.02,0.69,0.38,1.21,-1.16,0.13,0.16,0.73,0.22,-0.01,0.06,0.09,0.2566666666666667,-0.97,-0.23666666666666666,0.11,2.56,0.07,1.23,0.47,-1.0,0.04,0.26,0.11,-0.03,0.42,-1.09,-0.63,-0.07,0.84,0.62,0.47,0.08,0.06,0.11,0.23,0.24,2.98,0.09,0.24,-0.01,0.26,0.53,0.09,0.19,-0.33,0.28,0.21
1994-04-01,2.09,-0.03,0.13,0.05000000000000001,0.36,0.03,0.13,1.3,0.09,-0.13,0.14,-0.18,1.29,0.27,0.21,0.18,-0.04,0.1233333333333333,0.4,0.08333333333333333,0.18,3.39,0.12,1.05,0.46,-1.59,0.05,0.2,0.16,0.04,-0.23,0.0,-0.3,-0.13,0.5,2.0,0.72,0.07,0.03,0.08,0.29,0.08,2.05,0.15,0.39,0.06,0.58,0.4633333333333333,0.07,0.52,0.42,-0.2,0.2
1994-07-01,-1.66,0.19,0.14,0.25,0.35,0.04,0.64,1.46,-0.48,0.76,0.14,-0.12,0.52,0.04,0.13,0.15,0.02,0.36000000000000004,1.3,0.18000000000000002,0.2,-1.14,0.13,0.95,0.18,-1.24,0.17,0.26,0.21,0.06,-0.09,0.67,0.22,0.09,0.54,-1.17,0.78,0.12,0.06,0.06,0.29,0.27,1.98,0.17,0.23,0.1,-0.27,0.3766666666666667,0.07,0.53,-0.07,0.15,0.2
1994-10-01,1.24,0.33,0.32,-0.15,1.18,0.04,1.54,0.93,-0.36,-0.83,0.06,0.11,1.57,0.19,0.02,0.21,-0.07,0.4033333333333333,-0.66,-0.06666666666666667,0.14,2.81,0.2,0.93,0.25,-1.25,0.18,0.48,0.16,0.08,0.4,-1.05,-0.32,0.22,0.67,1.6,1.84,0.16,0.1,0.11,0.22,0.07,2.83,0.07,0.47,0.06,-0.27,0.43333333333333335,0.05,0.17,0.15,0.76,0.21
1995-01-01,-0.7,-0.04,0.32,0.033333333333333326,-0.7,0.05,1.35,0.78,-0.46,-0.08,0.03,0.25,1.39,-0.04,-0.12,-0.06,0.17,-0.15,0.28,0.056666666666666664,-0.06,0.69,0.24,1.1,0.28,-0.98,0.28,0.53,0.14,-0.09,-0.61,-0.04,-0.2,-0.04,0.23,-0.24,1.79,0.22,-0.06,0.14,0.14,0.12,0.66,0.22,0.03,0.04,-0.4,0.3033333333333333,0.05,0.36,0.29,0.39,0.11
1995-04-01,-1.44,0.13,0.49,0.06999999999999999,0.34,0.05,-0.06,0.58,-0.39,-0.1,0.05,0.31,-0.06,-0.11,0.03,0.07,0.06,0.17333333333333334,0.26,0.02333333333333333,0.08,-1.5,0.17,1.58,0.64,-0.43,0.1,0.53,0.27,0.03,-0.01,-0.03,0.15,-0.07,0.31,-1.05,0.46,0.04,0.04,-0.04,0.23,0.1,2.28,0.24,0.24,0.13,-0.53,0.6366666666666666,0.09,0.36,0.26,-0.66,0.09
1995-07-01,-1.33,0.22,0.27,0.023333333333333334,0.93,0.04,0.03,1.83,-0.53,-0.24,0.03,0.17,0.92,0.01,0.02,0.11,-0.08,0.7933333333333333,-0.19,-0.08333333333333333,0.08,-0.41,0.23,1.19,0.53,-0.15,0.05,0.13,0.24,0.06,0.33,-0.28,1.67,0.04,0.22,-0.8,0.3,-0.14,0.02,-0.02,0.08,-0.09,2.38,0.14,0.47,0.09,0.61,0.5533333333333333,0.12,0.05,0.04,-0.13,0.19
1995-10-01,0.41,0.01,0.51,-0.2233333333333333,0.58,0.01,0.74,0.62,0.84,-1.02,0.1,0.09,1.28,0.1,-0.03,0.09,0.01,0.28,-0.78,-0.036666666666666674,0.16,1.69,0.18,0.82,0.08,-0.61,-0.06,0.61,0.3,0.06,0.23,-0.64,0.02,-0.38,0.32,-0.43,0.95,0.09,0.05,0.05,0.19,0.15,1.82,0.15,0.21,0.17,0.33,0.3333333333333333,0.12,0.24,-0.09,0.15,0.2
1996-01-01,-0.58,0.08,0.3,0.02666666666666667,0.36,0.07,0.66,0.53,0.25,0.59,0.18,0.33,1.7,0.1,0.0,-0.06,0.09,-0.016666666666666607,0.51,0.14,0.09,1.12,0.02,1.47,0.5,-1.54,0.16,0.54,0.39,-0.08,0.14,0.38,-1.01,0.21,0.4,-0.83,1.25,0.24,0.08,0.04,0.12,0.35,2.41,0.03,0.2,0.18,0.45,0.48333333333333334,0.13,-0.08,0.2,-0.08,0.24
1996-04-01,1.26,0.3,0.27,0.25666666666666665,1.07,0.04,0.79,0.73,0.55,0.3,0.06,0.05,2.12,0.11,0.08,0.27,0.05,0.4266666666666667,0.96,0.06333333333333334,0.27,3.37,0.37,0.91,0.1,-1.06,0.13,0.42,0.31,0.2,0.22,0.24,-0.33,0.05,0.8,0.7,1.34,0.15,0.13,0.07,0.35,0.06,2.85,0.1,0.45,0.12,0.77,0.41333333333333333,0.15,0.66,0.24,0.18,0.14
1996-07-01,1.66,0.2,0.31,-0.043333333333333335,0.24,0.04,1.09,0.35,0.89,-0.38,0.03,-0.03,1.55,-0.04,0.02,0.0,0.0,0.003333333333333336,0.01,0.043333333333333335,0.14,3.21,0.14,0.87,-0.11,-1.52,-0.07,0.48,0.36,0.11,-0.03,-0.32,-1.17,-0.06,0.44,0.78,1.59,0.17,0.03,0.13,0.28,0.55,1.58,0.15,0.23,0.16,-0.04,0.1366666666666667,0.16,0.39,0.13,0.55,0.16
1996-10-01,-1.18,0.07,0.22,0.12666666666666668,0.65,-0.01,0.33,2.63,-1.0,-0.13,-0.16,0.19,1.1,0.07,0.14,0.17,-0.02,0.6366666666666666,0.52,0.04666666666666667,0.25,-0.09,0.47,1.09,0.4,-0.92,0.08,0.24,0.38,0.4,0.11,-0.2,1.71,0.07,0.5,-0.19,1.3,0.02,0.08,0.05,0.37,-0.32,2.08,0.02,0.29,0.16,-0.2,0.6266666666666667,0.23,0.65,0.59,-0.03,0.19
1997-01-01,0.14,0.01,0.39,-0.026666666666666655,0.9,-0.01,0.53,0.83,-0.56,-0.39,-0.32,0.36,1.29,0.16,0.16,0.03,0.05,0.18666666666666668,-0.38,-0.10333333333333333,-0.17,1.43,0.2,1.79,0.13,-2.01,-0.03,0.44,0.6,0.14,0.6,-0.57,-1.18,0.17,0.37,0.7,1.2,0.06,0.02,0.12,0.16,0.57,2.74,0.1,0.25,0.17,0.09,0.33666666666666667,0.44,0.01,0.07,0.0,0.28
1997-04-01,3.14,-0.1,0.42,0.27666666666666667,-0.1,0.04,0.92,1.77,0.72,0.62,-0.05,0.23,1.34,-0.12,-0.01,0.03,0.1,0.019999999999999945,0.96,0.04666666666666667,0.06,4.48,0.2,1.32,0.4,-1.59,0.13,0.58,0.28,0.1,-0.47,0.5,0.19,0.11,0.03,2.42,1.09,0.16,0.0,0.09,0.15,0.31,1.21,0.07,0.34,0.02,0.25,0.44,0.22,0.34,-0.1,0.13,0.11
1997-07-01,-1.41,0.38,0.47,0.010000000000000009,1.46,0.01,1.48,1.05,0.05,-0.11,-0.01,0.54,2.47,0.13,0.17,0.17,0.03,0.6233333333333334,0.34,0.10666666666666667,0.2,1.06,0.38,1.99,0.29,-1.76,0.04,0.81,0.34,0.21,0.86,-0.17,-0.72,0.06,0.96,-1.46,2.3,0.33,0.1,0.32,0.42,0.42,4.4,0.04,0.33,0.07,0.17,0.6033333333333334,0.26,0.46,0.48,0.32,0.15
1997-10-01,0.62,0.15,0.19,0.13666666666666666,0.85,0.05,-0.11,-0.05,-0.12,-0.04,0.07,0.26,0.49,0.0,-0.11,0.1,0.03,0.10999999999999999,0.37,-0.01,0.23,1.11,0.35,1.75,0.65,-1.05,0.02,0.24,0.35,0.16,0.37,0.1,-1.1,-0.14,0.42,0.74,0.3,0.05,0.11,0.06,0.24,0.47,3.09,0.1,0.28,0.03,0.19,0.5466666666666667,0.26,0.41,0.07,-0.43,0.04
1998-01-01,1.24,0.24,0.53,-0.08333333333333331,0.27,-0.02,1.42,0.22,0.04,-0.66,0.17,0.34,2.06,0.0,0.18,0.2,0.04,-0.20000000000000004,-0.25,-6.3606527452482924e-18,0.44,3.31,0.46,1.75,0.1,-1.83,0.33,0.77,0.36,0.27,-0.4,-0.89,-1.61,0.23,0.43,1.21,1.7,0.24,0.09,0.22,0.15,0.44,2.63,0.11,0.39,0.21,0.37,0.5366666666666666,0.17,0.41,-0.09,0.1,0.11
1998-04-01,-2.88,0.19,0.36,0.27999999999999997,1.68,0.06,0.79,-0.47,-0.32,0.51,0.17,0.64,2.41,0.2,0.2,0.12,0.07,0.19333333333333333,1.25,0.14,0.23,-0.46,0.18,1.99,0.59,-1.12,-0.06,0.43,0.36,0.06,1.02,0.47,-1.59,0.04,0.72,-2.56,1.79,0.07,0.14,0.16,0.26,0.23,4.56,0.0,0.39,0.13,0.62,0.7966666666666667,0.17,0.74,0.65,0.26,0.14
1998-07-01,0.6,-0.08,0.21,0.010000000000000009,0.98,0.03,0.4,-0.18,0.2,-0.09,0.21,0.45,1.38,0.16,0.06,0.18,0.04,0.3233333333333333,0.56,0.17333333333333334,0.33,1.98,0.17,1.8,0.37,-0.65,-0.13,0.2,0.45,0.11,0.2,0.29,-0.83,-0.38,0.43,0.4,0.84,-0.01,0.08,-0.03,0.31,0.5,3.42,0.12,0.52,0.17,0.54,0.5366666666666666,0.25,0.65,-0.02,0.36,0.12
1998-10-01,0.32,0.26,0.4,0.24333333333333332,2.04,0.02,1.24,1.53,-0.06,0.18,0.21,0.28,2.03,0.16,0.23,0.25,0.01,0.9,0.45,-0.09333333333333334,0.25,2.35,0.03,0.75,-0.04,-1.54,0.03,0.59,0.36,0.04,1.32,-0.26,-0.01,0.44,0.81,0.38,1.58,0.19,0.09,-0.09,0.37,0.03,3.81,0.08,0.38,0.03,0.45,0.36666666666666664,0.31,0.27,-0.02,0.71,0.14
1999-01-01,0.83,0.41,0.51,0.08,0.08,0.0,0.81,-0.14,-0.13,-0.03,0.05,0.48,1.27,0.26,-0.05,0.23,0.03,-0.19333333333333336,0.52,0.09000000000000001,0.16,2.1,0.08,1.47,0.49,-1.36,-0.01,0.56,0.4,0.11,-0.7,-0.08,-1.5,0.05,1.09,0.96,1.19,0.05,0.17,0.19,0.39,0.24,2.69,0.08,0.38,0.14,0.08,0.59,0.27,0.55,-0.02,0.07,0.14
