Date,Business current transfer payments (net),Capital consumption adjustment,Compensation of employees,Consumption of fixed capital,Corporate profits with IVA,Corporate profits with IVA and CCAdj,Current surplus of government enterprises,Employer contributions for employee pension and insurance funds,Employer contributions for government social insurance,Farm,Government,Inventory valuation adjustment,Less: Capital transfers paid (net),Less: Subsidies,National income,Net cash flow with IVA,Net dividends,Net interest and miscellaneous payments,Nonfarm,Other,Profits after tax (without IVA and CCAdj),Profits after tax with IVA and CCAdj,Profits before tax (without IVA and CCAdj),Proprietors' income (without IVA and CCAdj),Proprietors' income with IVA,Proprietors' income with IVA and CCAdj,Rental income of persons (without CCAdj),Rental income of persons with CCAdj,Supplements to wages and salaries,Taxes on corporate income,Taxes on production and imports,To government (net),To persons (net),To the rest of the world (net),Undistributed profits (without IVA and CCAdj),Undistributed profits with IVA and CCAdj,Wages and salaries
1983-01-01,20301.0,2845.25,1947207.0,281277.0,226470.0,242393.0,-2587.0,208393.0,116365.0,12877.0,318701.0,1006.0,-64.0,19900.0,2924568.0,380096.0,93398.0,277448.0,170385.0,1303749.0,173982.0,192153.0,224222.0,161778.0,19946.0,183262.0,32094.0,25780.0,324758.0,50240.0,250664.0,7521.0,12780.0,,80584.0,98755.0,1622449.0
1983-04-01,20905.0,4821.5,1986295.0,283969.0,251567.0,272625.0,-2075.0,213210.0,118414.0,7855.0,322582.0,-3954.0,-40.0,21584.0,3004298.0,396128.0,95174.0,279512.0,174781.0,1332089.0,193299.0,207293.0,258631.0,164092.0,14846.0,182636.0,31057.0,24745.0,331623.0,65332.0,261239.0,7733.0,13172.0,,98124.0,112119.0,1654672.0
1983-07-01,21883.0,6699.0,2029635.0,287222.0,263549.0,289441.0,-1704.0,217504.0,120726.0,192.0,326744.0,-7826.0,-36.0,22196.0,3085286.0,405016.0,97700.0,293186.0,183613.0,1364660.0,204717.0,215457.0,278701.0,169957.0,7115.0,183805.0,30071.0,23742.0,338230.0,73984.0,267494.0,7903.0,13980.0,,107017.0,117757.0,1691405.0
1983-10-01,23636.0,8463.25,2086815.0,291035.0,276727.0,307152.0,-1170.0,221265.0,124024.0,3770.0,331153.0,-5148.0,-12.0,21536.0,3192437.0,422788.0,99292.0,305035.0,191531.0,1410373.0,210419.0,231032.0,286539.0,175359.0,10635.0,195301.0,29841.0,23478.0,345289.0,76120.0,273727.0,8384.0,15252.0,,111127.0,131740.0,1741526.0
1984-01-01,26685.0,10085.0,2143849.0,295409.0,301085.0,335741.0,-1639.0,224734.0,135106.0,19531.0,337815.0,-3404.0,-20.0,21224.0,3320932.0,442354.0,100381.0,310766.0,202387.0,1446194.0,219241.0,247305.0,307677.0,183684.0,26349.0,221918.0,29609.0,23192.0,359840.0,88436.0,281644.0,9076.0,17608.0,,118860.0,146924.0,1784009.0
1984-04-01,28648.0,11999.75,2195159.0,300262.0,297742.0,337676.0,-1110.0,228912.0,138105.0,21282.0,344770.0,-5318.0,-4.0,20996.0,3408894.0,449049.0,101749.0,328278.0,210493.0,1483372.0,220406.0,250532.0,307550.0,190059.0,28021.0,231775.0,28173.0,21715.0,367017.0,87144.0,287748.0,9399.0,19248.0,,118657.0,148783.0,1828142.0
1984-07-01,30141.0,14188.5,2241610.0,305595.0,286870.0,333129.0,-772.0,234013.0,140547.0,20432.0,351877.0,-8.0,-4.0,20880.0,3474577.0,462028.0,101955.0,342361.0,211934.0,1515172.0,211838.0,258385.0,286582.0,188630.0,27059.0,232366.0,30935.0,24449.0,374560.0,74744.0,292172.0,9572.0,20568.0,,109883.0,156430.0,1867050.0
1984-10-01,31162.0,16645.75,2282869.0,311406.0,288895.0,342526.0,54.0,240017.0,142394.0,22513.0,358090.0,-32.0,-4.0,21160.0,3531951.0,474325.0,104027.0,342779.0,204423.0,1542367.0,213115.0,266942.0,288699.0,178744.0,28997.0,226936.0,35760.0,29257.0,382411.0,75584.0,297528.0,9677.0,21484.0,,109087.0,162915.0,1900457.0
1985-01-01,32203.0,19351.5,2323513.0,317696.0,284906.0,346957.0,778.0,247001.0,144365.0,22833.0,363915.0,372.0,0.0,21119.0,3593064.0,475307.0,108834.0,342140.0,217834.0,1568233.0,203842.0,266445.0,284354.0,189472.0,29140.0,240667.0,33386.0,26878.0,391365.0,80512.0,301047.0,10255.0,21948.0,,95008.0,157611.0,1932147.0
1985-04-01,38146.0,21030.0,2363643.0,323880.0,283747.0,350273.0,2107.0,253792.0,146225.0,20433.0,370431.0,96.0,-16.0,20994.0,3641457.0,484237.0,111120.0,338776.0,218044.0,1593195.0,204591.0,271461.0,283403.0,187882.0,26617.0,238477.0,31863.0,25327.0,400018.0,78812.0,305701.0,15998.0,22148.0,,93472.0,160341.0,1963626.0
1985-07-01,32787.0,21650.25,2406422.0,329956.0,300222.0,367277.0,2409.0,260445.0,148561.0,19287.0,378125.0,3644.0,0.0,21333.0,3703138.0,499896.0,112597.0,335935.0,221450.0,1619291.0,208314.0,282537.0,293054.0,189083.0,25401.0,240737.0,33642.0,27054.0,409005.0,84740.0,311851.0,10455.0,22332.0,,95717.0,169940.0,1997416.0
1985-10-01,33104.0,21194.5,2455720.0,335924.0,284165.0,347805.0,2189.0,266925.0,151785.0,21368.0,382982.0,-4442.0,0.0,21994.0,3742872.0,486920.0,114433.0,342238.0,222956.0,1654029.0,209769.0,265429.0,292145.0,189962.0,27463.0,244323.0,32217.0,25553.0,418710.0,82376.0,313933.0,10492.0,22612.0,,95335.0,150996.0,2037011.0
1986-01-01,42051.0,19815.5,2491109.0,341785.0,282245.0,338526.0,2460.0,273056.0,154516.0,18262.0,387941.0,10278.0,0.0,23105.0,3793562.0,471879.0,120592.0,357385.0,227366.0,1675596.0,174669.0,250686.0,262509.0,190670.0,24392.0,245628.0,28777.0,22012.0,427572.0,87840.0,317495.0,18711.0,23340.0,,54077.0,130094.0,2063537.0
1986-04-01,34517.0,18657.75,2517187.0,347363.0,273555.0,324827.0,2518.0,279091.0,156292.0,19647.0,393550.0,7032.0,0.0,24187.0,3804355.0,461097.0,122689.0,357309.0,231984.0,1688254.0,171227.0,236423.0,259631.0,195487.0,25781.0,251631.0,27943.0,21078.0,435383.0,88404.0,319475.0,11060.0,23457.0,,48538.0,113734.0,2081804.0
1986-07-01,33248.0,17890.75,2555233.0,352657.0,266344.0,314959.0,2534.0,284868.0,158897.0,26626.0,399446.0,2636.0,0.0,25451.0,3842462.0,455842.0,121769.0,354777.0,237789.0,1712022.0,170904.0,224955.0,260908.0,201934.0,32733.0,264416.0,23556.0,16592.0,443764.0,90004.0,326155.0,10241.0,23008.0,,49135.0,103186.0,2111468.0
1986-10-01,34027.0,17531.0,2604724.0,357667.0,267639.0,315948.0,2652.0,290422.0,161771.0,26643.0,407943.0,-5900.0,0.0,26837.0,3885407.0,453129.0,119250.0,346895.0,237597.0,1744588.0,177255.0,214712.0,278491.0,203617.0,32693.0,264240.0,20455.0,13391.0,452193.0,101236.0,330367.0,12039.0,21988.0,,58005.0,95462.0,2152531.0
1987-01-01,34011.0,17309.25,2647757.0,362393.0,279353.0,329707.0,3067.0,292382.0,162723.0,27263.0,413548.0,-7232.0,0.0,28281.0,3954227.0,473943.0,116615.0,342006.0,248176.0,1779104.0,191686.0,228165.0,293229.0,216755.0,33224.0,275438.0,21650.0,14487.0,455105.0,101542.0,336035.0,12737.0,21274.0,,75071.0,111550.0,2192652.0
1987-04-01,34350.0,17264.0,2692023.0,367843.0,316564.0,368167.0,2845.0,297497.0,164636.0,29039.0,419936.0,-10158.0,0.0,30443.0,4053754.0,504593.0,116296.0,346001.0,253269.0,1809954.0,220614.0,253045.0,335736.0,223822.0,34926.0,282308.0,21384.0,14133.0,462133.0,115122.0,344369.0,13790.0,20560.0,,104318.0,136750.0,2229890.0
1987-07-01,32481.0,17122.0,2740263.0,374017.0,339870.0,391926.0,2571.0,302425.0,167053.0,28840.0,425088.0,-8318.0,0.0,31306.0,4146839.0,525816.0,120243.0,351554.0,260655.0,1845697.0,235711.0,272042.0,355594.0,231980.0,34666.0,289495.0,24804.0,17477.0,469478.0,119884.0,352378.0,12751.0,19729.0,,115468.0,151799.0,2270785.0
1987-10-01,32327.0,16898.5,2809576.0,380914.0,341737.0,393448.0,2511.0,307209.0,170628.0,30433.0,433896.0,-8392.0,0.0,31098.0,4240030.0,533784.0,126318.0,356950.0,268197.0,1897843.0,243661.0,279188.0,357921.0,239744.0,36212.0,298630.0,27677.0,20287.0,477837.0,114260.0,357398.0,12979.0,19348.0,,117343.0,152870.0,2331739.0
1988-01-01,31117.0,16593.25,2857560.0,388835.0,346511.0,396780.0,2215.0,312143.0,179234.0,33303.0,441734.0,-9542.0,0.0,30364.0,4329402.0,539540.0,133484.0,366664.0,285857.0,1924448.0,252224.0,284190.0,364815.0,257346.0,39048.0,319160.0,28493.0,21050.0,491377.0,112591.0,365220.0,11515.0,19600.0,,118740.0,150705.0,2366183.0
1988-04-01,31675.0,16257.75,2923125.0,396411.0,361144.0,410038.0,6155.0,318560.0,183032.0,27411.0,448505.0,-13146.0,0.0,29842.0,4421566.0,545478.0,140969.0,365134.0,295089.0,1973029.0,266622.0,290036.0,386624.0,266541.0,33136.0,322499.0,27779.0,20281.0,501592.0,120002.0,372500.0,11564.0,20110.0,,125652.0,149067.0,2421533.0
1988-07-01,33166.0,15976.5,2975841.0,403644.0,368851.0,416437.0,6585.0,326764.0,186222.0,28765.0,454519.0,-13916.0,0.0,29237.0,4514327.0,540952.0,150009.0,379210.0,304832.0,2008336.0,265879.0,287316.0,394999.0,276920.0,34483.0,333596.0,28761.0,21203.0,512987.0,129120.0,377526.0,12403.0,20762.0,,115870.0,137308.0,2462854.0
1988-10-01,35066.0,15717.5,3035418.0,410534.0,395374.0,441716.0,7273.0,336815.0,190044.0,17680.0,463390.0,-10144.0,0.0,28565.0,4621801.0,559318.0,157582.0,394011.0,309161.0,2045168.0,278787.0,306366.0,414138.0,280816.0,23403.0,326841.0,35049.0,27429.0,526860.0,135351.0,382612.0,13153.0,21911.0,,121205.0,148784.0,2508558.0
1989-01-01,37233.0,15703.0,3079060.0,417079.0,382044.0,427210.0,7115.0,348147.0,190107.0,36718.0,469462.0,-17852.0,0.0,27952.0,4697880.0,538141.0,168978.0,413029.0,311381.0,2071344.0,278613.0,290039.0,415784.0,282271.0,42459.0,348099.0,30766.0,23078.0,538254.0,137171.0,391008.0,13961.0,23271.0,,109636.0,121062.0,2540806.0
1989-04-01,37665.0,15011.25,3114552.0,423725.0,377237.0,420362.0,7048.0,358775.0,192310.0,32571.0,476887.0,-10364.0,0.0,27389.0,4732517.0,543828.0,177295.0,422105.0,306948.0,2086580.0,273165.0,297398.0,396129.0,278373.0,38319.0,339519.0,28914.0,21171.0,551085.0,122964.0,397485.0,14533.0,23131.0,,95870.0,120103.0,2563467.0
1989-07-01,39130.0,13887.0,3155045.0,430471.0,381335.0,421556.0,7259.0,368208.0,194586.0,30307.0,485119.0,-454.0,6241.0,27096.0,4785611.0,544741.0,182111.0,428613.0,306850.0,2107132.0,262833.0,302622.0,381767.0,278466.0,36052.0,337157.0,27797.0,20009.0,562794.0,118934.0,403939.0,15936.0,23193.0,,80722.0,120511.0,2592251.0
1989-10-01,39039.0,12342.25,3209749.0,437317.0,369292.0,405744.0,7614.0,376379.0,197689.0,32502.0,492956.0,-6666.0,1800.0,27275.0,4825125.0,533789.0,188852.0,425647.0,307240.0,2142724.0,263000.0,287124.0,381620.0,281776.0,38232.0,339742.0,29654.0,21833.0,574069.0,118619.0,403033.0,15950.0,23088.0,,74148.0,98272.0,2635680.0
1990-01-01,39375.0,10064.5,3272763.0,444264.0,385982.0,417801.0,5179.0,386280.0,202049.0,34471.0,503499.0,-2158.0,0.0,27125.0,4927329.0,552128.0,193183.0,431047.0,311134.0,2180934.0,272800.0,301048.0,389554.0,289891.0,40176.0,345605.0,30981.0,23137.0,588330.0,116753.0,419548.0,16094.0,23280.0,,79617.0,107865.0,2684433.0
1990-04-01,38970.0,8385.0,3334711.0,451212.0,408710.0,436576.0,3515.0,390255.0,205624.0,32701.0,518736.0,762.0,0.0,26950.0,5014294.0,572120.0,194001.0,430251.0,318417.0,2220096.0,285023.0,314909.0,406690.0,299693.0,38389.0,351118.0,34513.0,26654.0,595879.0,121667.0,419450.0,16026.0,22943.0,,91022.0,120908.0,2738832.0
1990-07-01,38873.0,6999.25,3372521.0,458162.0,384119.0,408711.0,3377.0,394710.0,208501.0,31785.0,523852.0,-15890.0,0.0,26930.0,5043115.0,545950.0,195784.0,429273.0,327154.0,2245458.0,289176.0,283573.0,414315.0,311784.0,37464.0,358938.0,39469.0,31600.0,603211.0,125139.0,426751.0,17000.0,21872.0,,93392.0,87788.0,2769310.0
1990-10-01,39502.0,5941.75,3381496.0,465114.0,392232.0,414230.0,2842.0,399648.0,209629.0,29669.0,530109.0,-10734.0,0.0,26967.0,5071059.0,564352.0,191287.0,437521.0,327283.0,2242111.0,288348.0,290525.0,412052.0,313612.0,35348.0,356952.0,39145.0,31273.0,609277.0,123705.0,434210.0,18824.0,20677.0,,97060.0,99238.0,2772219.0
1991-01-01,39753.0,5324.0,3387532.0,472068.0,431091.0,451174.0,5871.0,405230.0,210574.0,26173.0,539641.0,5864.0,0.0,27137.0,5093564.0,605348.0,197737.0,411934.0,321286.0,2232087.0,299498.0,331017.0,419655.0,306226.0,31860.0,347459.0,40837.0,32969.0,615804.0,120157.0,444009.0,20598.0,19154.0,,101761.0,133280.0,2771729.0
1991-04-01,38655.0,4842.0,3427613.0,477874.0,429189.0,447811.0,8088.0,413608.0,213860.0,27850.0,546042.0,4362.0,0.0,27213.0,5134104.0,607826.0,201862.0,399091.0,325165.0,2254103.0,304593.0,331815.0,420589.0,310752.0,33538.0,353015.0,43346.0,35492.0,627468.0,115996.0,451552.0,20722.0,17932.0,,102731.0,129953.0,2800145.0
1991-07-01,38483.0,4587.25,3469924.0,482531.0,428727.0,446342.0,8663.0,425076.0,216766.0,24482.0,551625.0,482.0,0.0,27504.0,5185511.0,607534.0,204422.0,395278.0,329138.0,2276457.0,310435.0,329425.0,427351.0,315301.0,30167.0,353620.0,47266.0,39437.0,641841.0,116916.0,461270.0,21456.0,17026.0,,106013.0,125003.0,2828083.0
1991-10-01,38666.0,4550.5,3516988.0,486039.0,432580.0,449641.0,10249.0,439706.0,219328.0,28637.0,557752.0,-1094.0,5136.0,28098.0,5245267.0,607863.0,204498.0,377322.0,333918.0,2300203.0,316101.0,331458.0,434284.0,319791.0,34313.0,362555.0,54205.0,46412.0,659034.0,118183.0,471532.0,22236.0,16430.0,,111602.0,126960.0,2857955.0
1992-01-01,38625.0,4748.75,3595670.0,488400.0,462450.0,479412.0,9779.0,456800.0,226014.0,32900.0,564195.0,1076.0,0.0,28575.0,5369263.0,634029.0,203352.0,369233.0,345812.0,2348661.0,329803.0,348981.0,460234.0,330435.0,38560.0,378711.0,57748.0,50002.0,682814.0,130432.0,476405.0,22370.0,16501.0,-248.0,126451.0,145629.0,2912856.0
1992-04-01,38363.0,4947.0,3651900.0,491723.0,466330.0,483440.0,10454.0,470953.0,228965.0,35359.0,569823.0,-5778.0,0.0,29224.0,5452208.0,636980.0,205812.0,363582.0,359847.0,2382160.0,344556.0,351069.0,476926.0,344745.0,40997.0,395206.0,65012.0,57266.0,699918.0,132371.0,481220.0,22029.0,16460.0,-128.0,138744.0,145257.0,2951982.0
