Date,Capital transfer payments,Capital transfer receipts,Consumption expenditures,Contributions for government social insurance,Current expenditures,Current receipts,Current surplus of government enterprises,Current tax receipts,Current transfer payments,Current transfer payments to the rest of the world,Current transfer receipts,Dividends,Excise taxes,Federal grants-in-aid,From business (net),From persons,From the rest of the world,Government social benefit payments to persons,Gross government investment,Income receipts on assets,Income taxes,Interest payments,Interest receipts,Less: Consumption of fixed capital,Net lending or net borrowing (-),Net purchases of nonproduced assets,Net state and local government saving,Other,Personal current taxes,Property taxes,Rents and royalties,Sales taxes,Social insurance funds,Subsidies,Taxes on corporate income,Taxes on production and imports,To persons and business,To the rest of the world,Total expenditures,Total receipts
1967-10-01,,5667.0,63973.0,900.0,82026.0,85984.0,1529.0,66956.0,10088.0,,13285.0,,11184.0,11856.0,461.0,968.0,,10088.0,26112.0,3314.0,6462.0,7938.0,2678.0,8051.0,-9841.0,1405.0,3957.0,3597.6666666666665,9010.0,28115.0,636.0,11477.0,138.0,28.0,2744.0,55202.0,7938.0,,101492.0,91651.0
1968-01-01,,6712.0,66330.0,916.0,84814.0,88329.0,1499.0,70187.0,10616.0,,12381.0,,11534.0,10920.0,485.0,976.0,,10616.0,27010.0,3345.0,7130.0,7840.0,2628.0,8329.0,-9942.0,1488.0,3515.0,3494.3333333333335,9732.0,28851.0,717.0,12313.0,147.0,28.0,3244.0,57211.0,7840.0,,104983.0,95041.0
1968-04-01,,6296.0,68246.0,924.0,87728.0,92026.0,1484.0,72297.0,11364.0,,13934.0,,11691.0,12460.0,484.0,990.0,,11364.0,28237.0,3387.0,7608.0,8089.0,2670.0,8507.0,-10600.0,1465.0,4299.0,3803.0,10273.0,29566.0,717.0,12886.0,132.0,28.0,3304.0,58720.0,8089.0,,108922.0,98322.0
1968-07-01,,7165.0,70418.0,952.0,90478.0,93710.0,1476.0,74582.0,11680.0,,13204.0,,12198.0,11716.0,484.0,1004.0,,11680.0,28414.0,3497.0,8100.0,8353.0,2780.0,8628.0,-10792.0,1402.0,3232.0,3482.3333333333335,10845.0,30253.0,717.0,13366.0,142.0,28.0,3308.0,60429.0,8353.0,,111667.0,100875.0
1968-10-01,,7191.0,72746.0,976.0,93556.0,96382.0,1451.0,76522.0,12124.0,,13757.0,,12337.0,12256.0,483.0,1018.0,,12124.0,28852.0,3675.0,8526.0,8662.0,2958.0,8935.0,-11201.0,1301.0,2826.0,3376.3333333333335,11358.0,30914.0,717.0,13903.0,155.0,24.0,3384.0,61780.0,8662.0,,114774.0,103573.0
1969-01-01,,6918.0,75059.0,980.0,96355.0,99162.0,1426.0,78975.0,12616.0,,13795.0,,12931.0,12228.0,532.0,1035.0,,12616.0,29037.0,3986.0,8940.0,8656.0,3219.0,9203.0,-11200.0,1091.0,2807.0,3419.3333333333335,11858.0,31551.0,767.0,14164.0,130.0,24.0,3808.0,63309.0,8656.0,,117280.0,106080.0
1969-04-01,,6872.0,77614.0,1016.0,99432.0,102409.0,1424.0,81065.0,12832.0,,14677.0,,13228.0,13092.0,531.0,1054.0,,12832.0,29462.0,4227.0,9316.0,8962.0,3460.0,9532.0,-11072.0,991.0,2977.0,3506.3333333333335,12324.0,32291.0,767.0,14867.0,153.0,24.0,3668.0,65073.0,8962.0,,120353.0,109281.0
1969-07-01,,6605.0,80270.0,1040.0,103020.0,106574.0,1422.0,83868.0,13404.0,,15781.0,,13672.0,14176.0,529.0,1076.0,,13404.0,28874.0,4463.0,10287.0,9323.0,3696.0,9750.0,-9895.0,929.0,3553.0,3731.0,13363.0,33132.0,767.0,15453.0,168.0,24.0,3516.0,66989.0,9323.0,,123073.0,113179.0
1969-10-01,,6977.0,82950.0,1068.0,106734.0,109894.0,1431.0,85932.0,14016.0,,16775.0,,13965.0,15144.0,528.0,1103.0,,14016.0,27898.0,4688.0,10533.0,9740.0,3921.0,10094.0,-8579.0,913.0,3160.0,3638.3333333333335,13679.0,34078.0,767.0,15968.0,185.0,28.0,3448.0,68805.0,9740.0,,125450.0,116871.0
1970-01-01,,6592.0,86160.0,1072.0,111144.0,114150.0,1461.0,88383.0,14704.0,,18283.0,,14348.0,16584.0,565.0,1134.0,,14704.0,28169.0,4951.0,10770.0,10256.0,4130.0,10401.0,-9126.0,956.0,3006.0,3657.3333333333335,14017.0,35129.0,821.0,16239.0,175.0,24.0,3756.0,70610.0,10256.0,,129869.0,120742.0
1970-04-01,,6312.0,88878.0,1080.0,115305.0,117569.0,1461.0,90315.0,15636.0,,19594.0,,14525.0,17860.0,563.0,1171.0,,15636.0,28506.0,5119.0,10853.0,10767.0,4298.0,10761.0,-10197.0,1029.0,2264.0,3438.0,14148.0,36166.0,821.0,16811.0,174.0,24.0,3736.0,72431.0,10767.0,,134078.0,123881.0
1970-07-01,,5940.0,91929.0,1092.0,119817.0,121182.0,1433.0,92473.0,16552.0,,20944.0,,14886.0,19172.0,561.0,1211.0,,16552.0,30295.0,5240.0,10979.0,11311.0,4419.0,11103.0,-13022.0,1136.0,1365.0,3185.6666666666665,14317.0,37193.0,821.0,17213.0,178.0,24.0,3832.0,74324.0,11311.0,,140144.0,127122.0
1970-10-01,,6004.0,94796.0,1112.0,124211.0,123346.0,1372.0,93985.0,17512.0,,21559.0,,14981.0,19752.0,551.0,1256.0,,17512.0,30372.0,5318.0,11010.0,11879.0,4497.0,11517.0,-14988.0,1271.0,-866.0,2504.6666666666665,14386.0,38208.0,821.0,17577.0,193.0,24.0,3636.0,75963.0,11879.0,,144338.0,129350.0
1971-01-01,,6634.0,98208.0,1132.0,129120.0,127343.0,1298.0,97051.0,18324.0,,22422.0,,15775.0,20512.0,611.0,1299.0,,18324.0,30350.0,5440.0,11301.0,12560.0,4535.0,11814.0,-15170.0,1490.0,-1777.0,2305.0,14711.0,39207.0,905.0,17782.0,206.0,28.0,4088.0,78252.0,12560.0,,149146.0,133977.0
1971-04-01,,7507.0,101044.0,1164.0,133227.0,131945.0,1253.0,100049.0,19060.0,,24006.0,,15983.0,22052.0,600.0,1354.0,,19060.0,30823.0,5472.0,12164.0,13091.0,4567.0,12105.0,-14103.0,1609.0,-1282.0,2520.6666666666665,15606.0,40102.0,905.0,18512.0,228.0,32.0,4216.0,80227.0,13091.0,,153554.0,139452.0
1971-07-01,,7070.0,103850.0,1184.0,137181.0,135495.0,1251.0,103193.0,19644.0,,24364.0,,16442.0,22352.0,593.0,1419.0,,19644.0,30329.0,5503.0,12539.0,13650.0,4598.0,12339.0,-14294.0,1688.0,-1686.0,2442.6666666666665,16015.0,40893.0,905.0,19697.0,236.0,36.0,4372.0,82806.0,13650.0,,156859.0,142565.0
1971-10-01,,6801.0,106014.0,1216.0,140596.0,140202.0,1270.0,106455.0,20300.0,,25728.0,,16852.0,23652.0,588.0,1488.0,,20300.0,31341.0,5533.0,13756.0,14242.0,4628.0,12651.0,-14009.0,1725.0,-394.0,2920.0,17276.0,41578.0,905.0,20413.0,242.0,40.0,4460.0,84719.0,14242.0,,161012.0,147003.0
1972-01-01,,7005.0,109343.0,1256.0,145443.0,145812.0,1346.0,110861.0,21208.0,,26705.0,,17271.0,24440.0,680.0,1585.0,,21208.0,31468.0,5644.0,15911.0,14845.0,4657.0,12919.0,-12834.0,1660.0,369.0,3281.6666666666665,19501.0,42158.0,987.0,20804.0,249.0,47.0,4992.0,86368.0,14845.0,,165652.0,152817.0
1972-04-01,,6628.0,111858.0,1308.0,149010.0,158062.0,1426.0,114536.0,21620.0,,35028.0,,17827.0,32708.0,679.0,1641.0,,21620.0,30371.0,5764.0,17317.0,15481.0,4777.0,13130.0,-3216.0,1655.0,9052.0,6256.333333333333,20966.0,42818.0,987.0,21542.0,271.0,51.0,5044.0,88526.0,15481.0,,167906.0,164690.0
1972-07-01,,8167.0,114678.0,1336.0,153400.0,153572.0,1485.0,116791.0,22516.0,,27977.0,,18190.0,25616.0,682.0,1679.0,,22516.0,30874.0,5983.0,17496.0,16151.0,4996.0,13424.0,-10763.0,1652.0,172.0,3372.6666666666665,21217.0,43557.0,987.0,22122.0,256.0,55.0,5224.0,90350.0,16151.0,,172502.0,161739.0
1972-10-01,,7280.0,116926.0,1380.0,156311.0,171007.0,1508.0,120140.0,22468.0,,41674.0,,18580.0,39288.0,687.0,1699.0,,22468.0,32655.0,6305.0,18064.0,16858.0,5318.0,13782.0,1445.0,1657.0,14695.0,8312.0,21848.0,44375.0,987.0,22868.0,264.0,59.0,5748.0,92544.0,16858.0,,176842.0,178287.0
1973-01-01,,7332.0,119793.0,1424.0,160742.0,169727.0,1501.0,122995.0,23248.0,,36879.0,24.0,19238.0,34348.0,856.0,1675.0,,23248.0,33424.0,6928.0,18026.0,17633.0,5770.0,14168.0,-4619.0,1681.0,8985.0,6475.666666666667,21899.0,45273.0,1134.0,23713.0,267.0,68.0,6036.0,95060.0,17633.0,,181678.0,177059.0
1973-04-01,,7644.0,122865.0,1468.0,165251.0,171071.0,1470.0,124722.0,23960.0,,35965.0,28.0,19385.0,33408.0,869.0,1688.0,,23960.0,33327.0,7446.0,18393.0,18350.0,6284.0,14589.0,-6978.0,1704.0,5820.0,5457.666666666667,22317.0,46065.0,1134.0,23947.0,307.0,76.0,6072.0,96333.0,18350.0,,185693.0,178715.0
1973-07-01,,6844.0,126077.0,1520.0,169381.0,173790.0,1411.0,127638.0,24172.0,,35203.0,28.0,19671.0,32604.0,887.0,1712.0,,24172.0,33871.0,8018.0,19099.0,19047.0,6856.0,15018.0,-9335.0,1735.0,4409.0,5032.333333333333,23113.0,46751.0,1134.0,25254.0,319.0,85.0,5856.0,98669.0,19047.0,,189969.0,180634.0
1973-10-01,,7428.0,129631.0,1556.0,174408.0,177539.0,1325.0,129745.0,24956.0,,36257.0,28.0,19866.0,33596.0,908.0,1753.0,,24956.0,35332.0,8656.0,19938.0,19726.0,7494.0,15585.0,-10960.0,1772.0,3131.0,4670.666666666667,23975.0,47331.0,1134.0,25246.0,335.0,95.0,6148.0,99622.0,19726.0,,195927.0,184967.0
1974-01-01,,9240.0,134223.0,1596.0,178140.0,179020.0,1164.0,130614.0,23428.0,,36214.0,28.0,19722.0,33312.0,1070.0,1832.0,,23428.0,37676.0,9432.0,19166.0,20385.0,8149.0,16514.0,-12862.0,1820.0,880.0,4045.0,23264.0,47805.0,1255.0,25986.0,352.0,104.0,6328.0,101022.0,20385.0,,201122.0,188260.0
1974-04-01,,10092.0,139202.0,1644.0,185146.0,184409.0,938.0,134706.0,24720.0,,37097.0,32.0,19949.0,34108.0,1086.0,1903.0,,24720.0,40878.0,10023.0,19938.0,21112.0,8736.0,17765.0,-15619.0,1860.0,-738.0,3573.6666666666665,24082.0,48465.0,1255.0,27896.0,367.0,112.0,6632.0,103992.0,21112.0,,210120.0,194501.0
1974-07-01,,8024.0,144587.0,1684.0,192465.0,190578.0,643.0,139277.0,25852.0,,38484.0,32.0,20364.0,35404.0,1092.0,1988.0,,25852.0,41719.0,10489.0,20965.0,21906.0,9202.0,19084.0,-18395.0,1897.0,-1887.0,3240.0,25163.0,49310.0,1255.0,29369.0,382.0,120.0,7280.0,106834.0,21906.0,,216997.0,198602.0
1974-10-01,,9324.0,150130.0,1736.0,200127.0,192577.0,465.0,139563.0,27104.0,,39985.0,36.0,20713.0,36808.0,1088.0,2089.0,,27104.0,41728.0,10827.0,21335.0,22765.0,9536.0,20047.0,-21834.0,1927.0,-7551.0,1366.6666666666667,25583.0,50340.0,1255.0,28641.0,407.0,128.0,6476.0,107504.0,22765.0,,223735.0,201901.0
1975-01-01,,10124.0,156150.0,1752.0,209197.0,196858.0,345.0,140857.0,29216.0,,42672.0,36.0,20695.0,39256.0,1232.0,2184.0,,29216.0,45354.0,11232.0,21430.0,23691.0,9866.0,20608.0,-28922.0,1961.0,-12339.0,-177.66666666666666,25724.0,51554.0,1330.0,28839.0,421.0,140.0,6112.0,109021.0,23691.0,,235904.0,206982.0
1975-04-01,,9337.0,161680.0,1800.0,216868.0,206053.0,325.0,144775.0,30476.0,,47865.0,36.0,21137.0,44344.0,1217.0,2304.0,,30476.0,42336.0,11288.0,22075.0,24560.0,9922.0,20855.0,-24921.0,1963.0,-10815.0,390.6666666666667,26456.0,52772.0,1330.0,29705.0,463.0,152.0,6636.0,111683.0,24560.0,,240311.0,215390.0
1975-07-01,,12345.0,165546.0,1868.0,222032.0,212287.0,338.0,150262.0,30952.0,,48604.0,40.0,21699.0,44972.0,1204.0,2428.0,,30952.0,43730.0,11215.0,22707.0,25370.0,9845.0,21076.0,-21998.0,1945.0,-9745.0,843.6666666666666,27167.0,53993.0,1330.0,30909.0,482.0,164.0,8196.0,114899.0,25370.0,,246630.0,224632.0
1975-10-01,,12090.0,168018.0,1952.0,226881.0,216882.0,384.0,153862.0,32564.0,,49679.0,40.0,22037.0,45932.0,1191.0,2556.0,,32564.0,46781.0,11005.0,23600.0,26124.0,9635.0,21366.0,-25232.0,1907.0,-9999.0,758.6666666666666,28161.0,55217.0,1330.0,31791.0,498.0,176.0,8444.0,117257.0,26124.0,,254204.0,228972.0
1976-01-01,,11598.0,170413.0,2036.0,230795.0,224158.0,482.0,160014.0,33384.0,,51117.0,40.0,22881.0,47048.0,1377.0,2692.0,,33384.0,49278.0,10509.0,24775.0,26819.0,9124.0,21659.0,-24500.0,1842.0,-6637.0,2011.3333333333333,29468.0,56442.0,1345.0,33034.0,535.0,180.0,9676.0,120870.0,26819.0,,260256.0,235756.0
1976-04-01,,11329.0,172899.0,2132.0,233998.0,228731.0,514.0,163742.0,33416.0,,52001.0,44.0,23194.0,47816.0,1370.0,2815.0,,33416.0,45584.0,10342.0,25816.0,27500.0,8952.0,21968.0,-19333.0,1779.0,-5267.0,2535.6666666666665,30598.0,57655.0,1346.0,33995.0,580.0,184.0,9628.0,123516.0,27500.0,,259393.0,240060.0
1976-07-01,,12273.0,175552.0,2236.0,238641.0,233429.0,552.0,167286.0,34724.0,,53016.0,44.0,23200.0,48724.0,1358.0,2934.0,,34724.0,43091.0,10339.0,26730.0,28170.0,8949.0,22140.0,-15603.0,1713.0,-5212.0,2747.3333333333335,31601.0,58853.0,1346.0,34766.0,623.0,196.0,9660.0,126025.0,28170.0,,261306.0,245702.0
1976-10-01,,12884.0,178983.0,2344.0,243031.0,242378.0,532.0,171854.0,35028.0,,57122.0,44.0,23977.0,52720.0,1355.0,3047.0,,35028.0,41612.0,10526.0,27715.0,28824.0,9135.0,22408.0,-8623.0,1650.0,-653.0,4405.333333333333,32629.0,60038.0,1347.0,35993.0,682.0,196.0,9580.0,129645.0,28824.0,,263885.0,255262.0
1977-01-01,,12850.0,183468.0,2512.0,248828.0,246287.0,480.0,176926.0,35692.0,,55459.0,44.0,24519.0,50724.0,1584.0,3151.0,,35692.0,43505.0,10910.0,28644.0,29460.0,9616.0,22845.0,-11915.0,1566.0,-2540.0,3688.3333333333335,33530.0,61543.0,1250.0,37325.0,774.0,208.0,10516.0,132880.0,29460.0,,271053.0,259137.0
1977-04-01,,13038.0,187558.0,2704.0,255383.0,254692.0,462.0,181607.0,37492.0,,58560.0,44.0,24685.0,53724.0,1583.0,3253.0,,37492.0,44874.0,11359.0,29799.0,30130.0,10065.0,23211.0,-10857.0,1540.0,-692.0,4292.666666666667,34719.0,62817.0,1250.0,38431.0,917.0,204.0,11388.0,135500.0,30130.0,,278586.0,267730.0
1977-07-01,,13769.0,192314.0,2856.0,260610.0,263515.0,436.0,186107.0,37264.0,,62221.0,48.0,25269.0,57292.0,1581.0,3348.0,,37264.0,43801.0,11895.0,30931.0,30824.0,10597.0,23641.0,-5030.0,1545.0,2905.0,5555.0,35927.0,63841.0,1250.0,39406.0,1052.0,208.0,11848.0,138332.0,30824.0,,282315.0,277284.0
1977-10-01,,12691.0,196791.0,3028.0,266271.0,268654.0,506.0,190304.0,37708.0,,62320.0,48.0,25691.0,57300.0,1580.0,3440.0,,37708.0,43659.0,12496.0,32166.0,31552.0,11198.0,24047.0,-6119.0,1581.0,2383.0,5440.0,37288.0,64599.0,1250.0,40746.0,1201.0,220.0,11964.0,141052.0,31552.0,,287464.0,281345.0
1978-01-01,,12840.0,200744.0,3184.0,272313.0,276019.0,605.0,192112.0,39168.0,,66893.0,52.0,25971.0,61508.0,1860.0,3525.0,,39168.0,43050.0,13225.0,33365.0,32182.0,11850.0,24488.0,-3688.0,1671.0,3705.0,6017.0,38636.0,65275.0,1323.0,41320.0,1319.0,220.0,10516.0,142960.0,32182.0,,292547.0,288859.0
1978-04-01,,13480.0,204092.0,3348.0,278185.0,287776.0,575.0,200207.0,40972.0,,69572.0,64.0,26694.0,64092.0,1862.0,3618.0,,40972.0,51192.0,14074.0,34715.0,32894.0,12688.0,25097.0,-4776.0,1752.0,9591.0,8150.333333333333,40140.0,66057.0,1322.0,44078.0,1431.0,228.0,12372.0,147695.0,32894.0,,306033.0,301256.0
1978-07-01,,13964.0,208528.0,3484.0,283728.0,285698.0,497.0,197637.0,41268.0,,69003.0,68.0,27095.0,63416.0,1867.0,3720.0,,41268.0,53628.0,15077.0,35391.0,33692.0,13687.0,25724.0,-13792.0,1823.0,1971.0,5627.666666666667,40922.0,61336.0,1322.0,44878.0,1545.0,240.0,12480.0,144235.0,33692.0,,313454.0,299662.0
1978-10-01,,14556.0,212994.0,3624.0,289491.0,293634.0,394.0,202748.0,41660.0,,70616.0,76.0,27416.0,64912.0,1875.0,3829.0,,41660.0,55428.0,16252.0,36453.0,34569.0,14855.0,26344.0,-12268.0,1882.0,4143.0,6480.333333333333,42102.0,62324.0,1321.0,46548.0,1653.0,268.0,13056.0,147590.0,34569.0,,320457.0,308190.0
1979-01-01,,15632.0,218650.0,3768.0,296866.0,296766.0,235.0,206311.0,42384.0,,68229.0,80.0,27801.0,62112.0,2158.0,3959.0,,42384.0,51487.0,18222.0,36332.0,35533.0,16210.0,27095.0,-10784.0,1923.0,-100.0,5316.0,42034.0,63164.0,1932.0,47592.0,1682.0,300.0,13692.0,150585.0,35533.0,,323182.0,312398.0
1979-04-01,,15016.0,221983.0,3856.0,302317.0,300756.0,56.0,208412.0,43504.0,,68886.0,84.0,27537.0,62640.0,2167.0,4079.0,,43504.0,56946.0,19546.0,36313.0,36507.0,17530.0,28027.0,-17434.0,1970.0,-1561.0,4906.333333333333,42063.0,63992.0,1932.0,48716.0,1782.0,324.0,13792.0,152557.0,36507.0,,333206.0,315772.0
1979-07-01,,16356.0,228702.0,3932.0,311053.0,310772.0,-130.0,214558.0,44520.0,,71612.0,84.0,27772.0,65236.0,2174.0,4202.0,,44520.0,60710.0,20800.0,39551.0,37490.0,18784.0,29032.0,-17623.0,2020.0,-280.0,5527.666666666667,45392.0,64816.0,1932.0,50134.0,1814.0,340.0,13608.0,155558.0,37490.0,,344751.0,327128.0
1979-10-01,,17868.0,234153.0,3964.0,319837.0,316904.0,-283.0,218787.0,46856.0,,72441.0,84.0,28046.0,65932.0,2177.0,4332.0,,46856.0,64280.0,21995.0,40660.0,38484.0,19979.0,30081.0,-21339.0,2075.0,-2933.0,4997.333333333333,46639.0,65640.0,1932.0,51526.0,1810.0,344.0,13180.0,158968.0,38484.0,,356111.0,334772.0
1980-01-01,,18396.0,240262.0,3608.0,329194.0,325665.0,-393.0,224521.0,49092.0,,73581.0,88.0,28572.0,66692.0,2459.0,4430.0,,49092.0,67456.0,24347.0,40437.0,39493.0,21147.0,31199.0,-23509.0,2120.0,-3529.0,5125.666666666667,46552.0,66516.0,3112.0,52592.0,1430.0,348.0,16068.0,161901.0,39493.0,,367570.0,344061.0
1980-04-01,,18768.0,246302.0,2916.0,336201.0,327218.0,-604.0,224101.0,48960.0,,75246.0,92.0,28872.0,68184.0,2460.0,4602.0,,48960.0,65731.0,25559.0,41734.0,40591.0,22355.0,32384.0,-25729.0,2166.0,-8983.0,3766.0,48001.0,67796.0,3112.0,51975.0,687.0,348.0,12756.0,163344.0,40591.0,,371715.0,345986.0
1980-07-01,,18248.0,251995.0,3812.0,346551.0,339228.0,-972.0,231508.0,52424.0,,78008.0,100.0,29332.0,70744.0,2457.0,4807.0,,52424.0,64088.0,26872.0,43049.0,41776.0,23660.0,33701.0,-21664.0,2203.0,-7323.0,4243.333333333333,49406.0,69464.0,3112.0,54125.0,1533.0,356.0,13952.0,168150.0,41776.0,,379140.0,357476.0
1980-10-01,,18984.0,257559.0,3952.0,355298.0,351448.0,-1393.0,239966.0,54328.0,,80633.0,108.0,30192.0,73140.0,2452.0,5041.0,,54328.0,65520.0,28290.0,45156.0,43047.0,25070.0,34958.0,-17650.0,2223.0,-3849.0,5586.333333333333,51605.0,71528.0,3112.0,55772.0,1622.0,364.0,15088.0,173273.0,43047.0,,388083.0,370432.0
1981-01-01,,18396.0,265109.0,3744.0,365502.0,361027.0,-1886.0,249533.0,55600.0,,79690.0,116.0,31351.0,71465.0,2865.0,5360.0,,55600.0,71023.0,29946.0,45985.0,44413.0,26494.0,36198.0,-23151.0,2248.0,-4475.0,5829.666666666667,52535.0,73892.0,3336.0,58203.0,1322.0,380.0,16816.0,180182.0,44413.0,,402574.0,379423.0
1981-04-01,,18116.0,270974.0,3828.0,374599.0,365366.0,-2170.0,252505.0,57372.0,,79833.0,124.0,31211.0,71370.0,2863.0,5600.0,,57372.0,65789.0,31371.0,47018.0,45857.0,27912.0,37320.0,-21832.0,2246.0,-9233.0,4663.333333333333,53673.0,76248.0,3335.0,58341.0,1300.0,396.0,15164.0,183668.0,45857.0,,405314.0,383482.0
1981-07-01,,17212.0,276271.0,3908.0,381771.0,371290.0,-2271.0,259466.0,57704.0,,77498.0,128.0,32345.0,68818.0,2869.0,5811.0,,57704.0,64055.0,32688.0,48761.0,47388.0,29225.0,38308.0,-21261.0,2244.0,-10481.0,4497.0,55488.0,78020.0,3335.0,59409.0,1303.0,408.0,15656.0,188322.0,47388.0,,409762.0,388502.0
1981-10-01,,17408.0,281585.0,3960.0,388690.0,372216.0,-2086.0,261584.0,57684.0,,74861.0,136.0,32945.0,65985.0,2879.0,5997.0,,57684.0,66799.0,33897.0,49884.0,48998.0,30427.0,39279.0,-28829.0,2242.0,-16474.0,2505.0,56764.0,80160.0,3334.0,59183.0,1291.0,424.0,14132.0,190688.0,48998.0,,418453.0,389624.0
1982-01-01,,16300.0,287922.0,4012.0,398092.0,378124.0,-1667.0,265371.0,59036.0,,75184.0,144.0,32807.0,65837.0,3232.0,6115.0,,59036.0,65326.0,35224.0,50246.0,50690.0,31591.0,40099.0,-31122.0,2228.0,-19967.0,1450.6666666666667,57302.0,82440.0,3489.0,60142.0,1277.0,444.0,14140.0,193929.0,50690.0,,425546.0,394424.0
1982-04-01,,17132.0,293896.0,4036.0,407852.0,386377.0,-1414.0,270632.0,61016.0,,76854.0,152.0,34132.0,67331.0,3247.0,6276.0,,61016.0,66276.0,36269.0,50866.0,52488.0,32628.0,40976.0,-31864.0,2221.0,-21475.0,926.6666666666666,58066.0,84492.0,3489.0,61382.0,1237.0,452.0,14268.0,198298.0,52488.0,,435373.0,403509.0
1982-07-01,,17220.0,298658.0,4056.0,415643.0,391914.0,-1183.0,276513.0,62144.0,,75279.0,156.0,34655.0,65576.0,3256.0,6447.0,,62144.0,67177.0,37249.0,53064.0,54382.0,33604.0,41665.0,-34232.0,2211.0,-23730.0,254.66666666666666,60412.0,86328.0,3489.0,62386.0,1206.0,460.0,14380.0,201721.0,54382.0,,443366.0,409134.0
1982-10-01,,17132.0,304099.0,4068.0,423527.0,397658.0,-849.0,280116.0,62592.0,,76186.0,164.0,35162.0,66299.0,3261.0,6626.0,,62592.0,69193.0,38137.0,53372.0,56376.0,34484.0,42029.0,-38099.0,2197.0,-25870.0,-294.0,60808.0,87940.0,3489.0,64130.0,1176.0,460.0,13348.0,205960.0,56376.0,,452888.0,414790.0
1983-01-01,,18628.0,309570.0,4036.0,434273.0,404504.0,-457.0,283719.0,65772.0,,77675.0,172.0,35666.0,67223.0,3628.0,6824.0,,65772.0,67781.0,39530.0,53693.0,58475.0,35400.0,42327.0,-38775.0,2180.0,-29769.0,-1498.6666666666667,61335.0,89325.0,3958.0,65826.0,1152.0,456.0,12784.0,209600.0,58475.0,,461907.0,423132.0
1983-04-01,,16828.0,313490.0,4056.0,440591.0,420389.0,-50.0,295918.0,66332.0,,79773.0,176.0,36771.0,69160.0,3581.0,7032.0,,66332.0,67249.0,40693.0,56542.0,60322.0,36353.0,42529.0,-30284.0,2191.0,-20202.0,1751.0,64271.0,90901.0,4164.0,69428.0,1157.0,448.0,15664.0,215983.0,60322.0,,467502.0,437217.0
1983-07-01,,18320.0,317435.0,4148.0,446987.0,433271.0,296.0,307524.0,67196.0,,79280.0,180.0,38201.0,68404.0,3623.0,7253.0,,67196.0,70334.0,42022.0,60204.0,61916.0,37477.0,42847.0,-25110.0,2227.0,-13716.0,4162.333333333333,68090.0,92665.0,4365.0,71650.0,1209.0,440.0,17392.0,222042.0,61916.0,,476701.0,451591.0
1983-10-01,,18064.0,320997.0,4320.0,453006.0,442945.0,453.0,316435.0,68324.0,,78211.0,176.0,38490.0,66972.0,3748.0,7491.0,,68324.0,69943.0,43527.0,62701.0,63262.0,38798.0,43147.0,-21087.0,2294.0,-10061.0,5645.333333333333,70724.0,94617.0,4553.0,74568.0,1318.0,424.0,17744.0,227967.0,63262.0,,482096.0,461009.0
1984-01-01,,18936.0,328297.0,4520.0,462971.0,461498.0,966.0,328026.0,69912.0,,83067.0,172.0,39083.0,71308.0,4004.0,7755.0,,69912.0,73320.0,44919.0,65049.0,64351.0,40019.0,43538.0,-14712.0,2393.0,-1473.0,8828.666666666666,73286.0,96757.0,4728.0,77704.0,1406.0,412.0,20068.0,234672.0,64351.0,,495146.0,480434.0
1984-04-01,,19552.0,334754.0,4672.0,471326.0,474064.0,1454.0,335988.0,70636.0,,85263.0,164.0,39593.0,73097.0,4155.0,8011.0,,70636.0,76079.0,46687.0,67393.0,65544.0,41650.0,44035.0,-12256.0,2502.0,2738.0,10446.333333333334,75848.0,98793.0,4873.0,80278.0,1470.0,392.0,19860.0,240280.0,65544.0,,505872.0,493616.0
1984-07-01,,20376.0,342021.0,4752.0,480528.0,477546.0,1997.0,339038.0,71300.0,,83204.0,160.0,41153.0,70670.0,4268.0,8266.0,,71300.0,79713.0,48556.0,68102.0,66831.0,43399.0,44561.0,-20373.0,2615.0,-2982.0,8748.333333333334,76770.0,100717.0,4997.0,80840.0,1455.0,376.0,17544.0,244724.0,66831.0,,518294.0,497922.0
1984-10-01,,21404.0,348997.0,4764.0,490407.0,491404.0,2856.0,346128.0,72828.0,,87122.0,160.0,41891.0,74281.0,4313.0,8528.0,,72828.0,81242.0,50534.0,69340.0,68222.0,45272.0,45049.0,-16526.0,2734.0,997.0,10267.333333333334,78188.0,102533.0,5102.0,83458.0,1377.0,360.0,17724.0,250216.0,68222.0,,529334.0,512808.0
1985-01-01,,19430.0,357684.0,4724.0,502521.0,503119.0,3239.0,353914.0,74888.0,,87874.0,160.0,42083.0,74804.0,4323.0,8747.0,,74888.0,83130.0,53368.0,70249.0,69606.0,48125.0,45759.0,-20194.0,2852.0,598.0,10426.666666666666,79267.0,104469.0,5083.0,85189.0,1278.0,343.0,19964.0,254683.0,69606.0,,542743.0,522549.0
1985-04-01,,21921.0,365580.0,4760.0,513421.0,512676.0,3540.0,360619.0,76320.0,,88751.0,156.0,43330.0,75337.0,4362.0,9052.0,,76320.0,87641.0,55006.0,71769.0,71192.0,49619.0,46378.0,-23074.0,2987.0,-745.0,10076.0,80942.0,106454.0,5231.0,87231.0,1234.0,330.0,19628.0,260049.0,71192.0,,557671.0,534597.0
