Date,Air,All other electric,Alternative electric,Amusement and recreation,Brokers' commissions and other ownership transfer costs,Brokers' commissions on sale of structures,Commercial and health care,Communication,Dormitories,Educational and vocational,Electric,Farm,Food and beverage establishments,Health care,Hospitals,Hospitals and special care,Improvements,Land,Lodging,Manufactured homes,Manufacturing,Medical buildings,Mining,"Mining exploration, shafts, and wells",Multifamily structures,Multimerchandise shopping,Nonresidential,Nonresidential structures,Office,Other,Other commercial,Other power,Other structures,Permanent site,Petroleum and natural gas,Power,Power and communication,Private fixed investment in new structures,Private fixed investment in structures,Religious,Residential,Residential structures,Single-family structures,Special care,Transportation,Warehouses
1997-01-01,2.0,,,6.9,10.0,8.4,10.5,2.8,33.7,24.6,-4.4,1.1,11.6,13.5,16.2,11.4,1.8,11.6,14.6,3.4,-4.5,21.2,-7.2,17.6,7.7,-11.1,7.3,6.9,16.9,-13.3,14.7,-15.4,9.15,0.5,19.9,-8.0,-3.6,3.6,4.4,23.4,2.5,1.1,-0.3,-0.6,9.9,7.0
1998-01-01,11.6,,,-2.6,17.5,49.6,6.2,0.5,18.0,6.4,12.4,8.3,2.7,-1.6,-8.5,-1.7,1.2,15.8,11.2,4.6,3.4,-1.4,-26.2,-12.5,-1.1,5.2,5.5,5.5,17.1,1.0,-1.2,70.8,7.300000000000001,9.5,-11.7,30.1,17.4,6.2,7.4,10.7,8.7,6.8,10.9,18.2,15.1,-2.4
1999-01-01,11.1,,,6.6,7.0,30.9,3.6,49.5,27.6,-8.2,18.6,13.3,-11.6,-0.6,-3.8,-5.4,4.2,-16.7,3.3,-5.2,-16.6,15.7,-12.5,-15.4,7.9,11.9,0.4,0.1,6.3,-13.1,2.0,-27.7,3.1,7.4,-15.5,0.1,18.0,3.4,3.9,7.7,6.2,6.0,7.4,-8.9,-12.2,5.0
2000-01-01,39.3,,,-12.1,-1.6,28.5,6.7,0.1,1.7,16.9,44.2,13.3,3.3,1.3,2.7,2.2,3.3,-7.2,-2.1,-24.4,3.1,-1.2,28.4,24.8,-1.7,-4.8,8.1,7.8,11.6,17.5,11.1,-11.9,2.35,0.8,24.6,27.9,15.3,3.7,3.5,4.9,0.6,0.5,1.1,1.0,2.6,5.3
2001-01-01,5.9,,,-14.5,2.9,11.2,-4.8,1.2,9.2,5.5,5.4,-17.9,-2.9,-4.0,6.4,-1.1,2.2,-4.2,-14.7,-20.1,-2.8,-12.4,-8.8,17.9,4.3,6.9,-1.3,-2.4,-7.9,-26.7,-12.0,0.3,-1.0499999999999998,0.6,19.4,4.4,3.2,-0.8,0.0,0.6,0.9,0.5,0.1,-19.1,-1.3,3.0
2002-01-01,-34.5,,,-6.2,13.0,-1.0,-15.3,-7.6,-4.4,-0.4,-3.3,7.3,-11.7,12.7,20.9,15.3,6.5,6.9,-29.2,4.7,-41.6,4.2,76.4,-26.9,5.3,-7.0,-17.4,-16.8,-30.7,-28.7,-0.5,18.4,-2.8000000000000007,4.0,-30.5,0.8,-2.4,-4.9,-3.3,-2.0,6.1,4.7,3.9,-2.3,-5.8,-25.8
2003-01-01,-25.8,,,1.0,13.0,9.9,-6.3,-23.4,9.2,-1.3,1.4,-11.7,3.0,5.0,6.2,0.9,5.3,0.0,-7.9,-11.5,-7.3,19.6,-11.3,14.3,2.6,-3.7,-3.6,-3.7,-15.8,12.8,-11.8,-1.1,2.9000000000000004,9.8,16.3,0.8,-7.9,3.4,4.8,-0.3,9.1,8.0,10.7,-20.0,-5.6,1.0
2004-01-01,-11.3,,,2.1,12.9,16.6,2.5,1.4,-12.4,-10.0,-24.4,1.5,-7.4,2.3,-0.1,-3.1,2.6,3.3,13.5,4.8,2.9,18.3,61.8,6.1,7.8,14.8,-0.1,-0.7,1.3,14.0,6.8,-22.9,5.45,11.6,3.1,-24.1,-16.5,5.4,6.8,-10.2,10.0,8.9,12.0,-18.7,0.8,-8.1
2005-01-01,-19.1,,,-17.6,6.7,20.4,-0.9,15.2,-14.7,-5.1,1.9,-1.7,-13.7,0.1,4.3,1.2,3.4,5.2,-2.2,19.5,13.6,-2.5,28.7,9.4,10.0,10.1,2.1,1.4,2.7,-12.7,-14.5,-16.8,1.6,7.1,8.0,-2.8,3.6,4.6,5.3,-12.5,6.6,6.3,6.8,-18.6,1.4,-1.8
2006-01-01,-9.9,,,14.4,-11.0,27.3,6.0,2.7,26.5,-1.5,8.5,-8.5,-11.2,3.5,10.6,11.9,0.2,21.7,28.1,-15.3,6.6,-17.8,48.6,8.0,0.7,19.5,7.6,7.2,11.6,18.6,-11.9,8.2,2.8500000000000005,-8.7,5.2,8.4,6.1,-1.7,-3.0,-7.6,-7.6,-6.5,-9.8,22.2,17.6,5.1
2007-01-01,7.5,,,4.4,-17.5,36.4,10.0,19.0,39.2,6.9,46.5,3.3,2.1,6.1,6.9,6.1,-2.7,0.7,48.9,-12.4,18.2,6.4,-12.3,-1.6,-11.5,12.3,13.3,13.0,10.9,4.3,14.5,75.3,3.8500000000000005,-25.6,-0.7,52.5,39.3,-6.5,-7.8,-7.2,-18.9,-18.9,-27.4,-0.1,1.4,10.2
2008-01-01,-10.2,,,1.0,-21.3,16.5,-3.7,-5.6,34.7,1.7,18.1,30.9,-4.7,5.8,2.1,3.6,-9.5,9.0,26.0,-18.9,25.3,13.4,-6.6,7.3,-12.1,-12.1,6.5,6.0,-1.0,-13.6,-13.9,15.7,-0.75,-33.6,8.4,17.6,9.9,-10.0,-11.0,-6.3,-24.5,-25.0,-37.2,15.5,6.8,-5.6
2009-01-01,-34.5,,,-16.6,-7.6,-11.4,-30.7,-23.7,-31.3,-10.3,14.7,-14.0,-40.8,-4.2,0.8,-0.8,-4.4,-7.3,-25.1,-42.3,5.1,-15.0,-15.1,-28.6,-36.4,-43.7,-18.7,-18.9,-34.6,-36.4,-39.4,-1.6,-12.2,-40.0,-29.4,10.9,1.4,-21.8,-20.2,-10.5,-22.0,-25.7,-40.9,-12.1,-9.7,-43.0
2010-01-01,-27.8,-15.2,-33.2,-19.2,-0.8,-21.1,-24.8,-16.3,-32.5,-18.6,-20.6,-3.7,-2.8,-12.4,-8.8,-8.5,-3.3,10.8,-53.7,-3.0,-27.2,-26.6,24.9,17.2,-49.8,-30.1,-16.0,-15.8,-32.8,-1.7,-25.6,5.2,-14.5,-4.0,16.6,-15.3,-15.5,-11.0,-10.2,-11.2,-3.4,-3.9,8.6,-6.0,8.4,-40.1
2011-01-01,51.4,-19.3,66.7,3.2,1.8,0.0,-0.5,-8.4,30.0,-2.7,1.6,-8.7,11.6,-3.0,-5.6,-4.0,-0.7,-7.8,-25.6,-5.0,-3.8,2.1,63.2,26.3,4.4,4.4,3.1,3.1,-4.7,-17.9,0.8,-25.8,-3.5500000000000003,-3.6,23.5,-5.7,-6.3,0.9,1.4,-20.3,-0.4,-1.9,-4.6,8.1,-5.4,12.7
2012-01-01,75.1,23.1,55.7,-9.1,15.7,13.7,8.4,-9.5,32.9,10.9,35.6,30.2,7.0,7.5,2.4,5.3,2.4,8.2,19.8,5.1,15.2,16.8,-3.1,11.9,46.6,7.6,13.3,13.2,12.6,-26.3,3.9,15.8,9.2,24.1,13.3,31.2,22.5,12.8,13.3,-10.4,13.2,12.2,21.0,25.2,12.4,3.8
2013-01-01,-8.6,-5.6,-44.4,6.3,10.6,13.1,3.6,10.4,28.1,-6.0,-22.4,16.8,9.9,-7.6,-11.5,-11.3,0.9,-0.2,22.1,7.4,4.9,6.9,1.1,-0.5,41.0,8.9,1.1,0.9,8.2,-10.1,4.8,55.5,5.55,25.2,-0.6,-6.9,-4.2,5.9,6.6,-10.7,12.7,13.1,22.6,-10.2,-1.1,21.1
2014-01-01,-0.1,11.1,74.5,5.7,-6.9,22.4,12.9,-3.0,-15.1,-2.3,30.1,10.0,7.0,-5.7,-10.7,-7.1,5.4,8.8,18.4,6.3,13.7,-0.9,-12.8,5.7,31.3,14.4,11.2,10.7,25.5,6.9,-1.9,4.4,5.3,10.1,7.2,21.5,17.1,9.4,7.6,-10.3,4.1,7.8,6.2,12.5,7.9,52.4
2015-01-01,-2.0,27.4,-20.8,25.5,7.0,18.8,12.2,25.0,7.7,4.5,9.3,-18.5,-1.2,6.3,10.4,9.2,10.1,10.5,27.0,11.3,35.3,-2.3,-8.8,-30.0,17.2,0.6,0.2,-0.5,20.2,13.9,15.4,-13.1,10.9,12.6,-31.4,2.8,6.1,4.7,5.3,2.6,10.5,11.5,11.4,3.8,9.4,20.8
2016-01-01,77.6,1.1,37.3,20.0,3.3,13.2,16.7,2.6,12.3,12.1,10.2,-14.4,11.6,2.0,0.0,-1.2,8.2,-13.6,18.9,18.0,-4.2,13.0,-43.6,-43.1,15.9,10.0,-3.1,-3.8,23.0,-39.5,23.6,-13.5,7.8999999999999995,7.4,-43.1,4.4,4.1,1.7,2.2,0.1,7.0,7.9,5.2,-6.7,-6.1,32.2
2017-01-01,62.0,-26.2,-9.9,10.3,0.3,5.7,3.2,7.3,-5.8,6.8,-21.4,13.5,-3.9,4.1,0.8,0.9,5.1,-0.8,0.7,12.4,-12.9,13.4,15.7,37.0,-1.3,4.4,2.6,2.5,-1.9,-10.3,-6.5,13.9,4.5,4.9,39.0,-14.2,-10.4,3.7,3.5,-8.7,4.2,5.0,6.7,1.6,9.2,24.8
2018-01-01,20.4,9.7,18.1,3.2,-8.1,0.0,1.4,0.3,-4.1,2.4,12.3,-32.5,2.8,-2.6,-1.3,-3.8,1.3,16.8,3.5,7.4,-1.7,0.5,-0.3,27.0,-2.0,-16.2,5.8,6.1,7.1,39.3,-4.8,-7.0,-0.7500000000000001,1.7,29.3,6.9,5.5,3.8,2.1,-7.0,-0.7,1.6,2.8,-16.0,17.7,10.1
2019-01-01,3.5,3.0,22.9,-3.7,0.6,2.8,1.5,-12.2,-2.5,-9.5,9.0,9.4,2.2,3.5,-3.2,0.7,3.1,-10.5,1.7,-4.1,5.6,10.7,25.6,-0.3,4.3,-33.1,2.3,2.3,10.9,41.4,-1.6,25.3,0.5,-4.1,-2.1,13.2,8.0,0.5,0.5,2.2,-0.9,-1.2,-6.3,23.0,-7.0,0.2
2020-01-01,-8.4,0.3,30.2,-17.1,9.2,2.5,3.2,5.7,-10.2,-16.9,10.2,1.9,-7.4,3.8,-5.8,-1.8,8.0,-7.3,-18.0,-0.3,-9.5,16.7,-12.4,-38.4,10.5,-26.5,-9.2,-9.7,1.4,-20.1,9.1,-34.4,-1.1999999999999993,7.1,-40.9,-2.8,-1.4,-1.2,0.1,-10.2,7.7,7.2,6.1,16.3,-7.6,20.1
2021-01-01,0.4,-5.9,3.9,-5.2,8.7,0.7,-3.7,-8.8,-34.2,-10.2,-2.1,-5.4,-11.8,-1.6,-5.7,-6.2,0.7,-6.0,-36.2,13.4,3.3,7.3,11.1,18.2,11.8,-11.7,-2.6,-2.9,-9.9,8.1,-11.0,-10.7,-4.15,20.2,19.4,-3.9,-4.7,5.2,5.5,-16.2,10.9,11.7,22.6,-8.3,-4.2,14.1
2022-01-01,-7.9,-8.1,1.2,11.3,-18.9,-3.4,-2.8,-3.2,0.9,3.6,-4.6,20.4,10.2,-1.8,-5.6,-10.3,-5.9,5.2,-6.2,9.0,24.2,12.4,-0.9,21.6,-1.5,10.0,3.6,3.9,-11.8,40.3,-6.7,-20.0,-4.1,-6.6,25.7,-7.7,-6.9,-2.0,-4.2,-8.2,-8.7,-6.0,-7.8,-28.2,1.2,7.8
2023-01-01,-5.2,-4.2,17.4,5.2,-20.3,14.4,-0.1,3.0,2.7,10.5,3.9,-3.1,12.9,4.0,0.8,-2.8,-0.2,15.1,18.6,-23.5,45.0,13.3,6.9,4.9,13.4,12.0,10.8,10.6,-7.0,37.6,9.1,2.8,1.8500000000000005,-8.9,4.6,3.7,3.6,1.2,-0.8,14.0,-8.5,-5.9,-14.5,-21.0,9.4,-0.8
