Date,Accommodations,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Audio-video, photographic, and information processing equipment services",Children's and infants' clothing,Clothing and footwear,Commercial and vocational schools,Communication,Dental services,Durable goods,Education services,Educational books,Electricity,Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Foreign travel by U.S. residents,Fuel oil and other fuels,Furnishings and durable household equipment,Furniture and furnishings,Gambling,Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils",Goods,Gross output of nonprofit institutions,Ground transportation,Group housing,Health care,Higher education,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures (for services),Household maintenance,Household supplies,Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing,Insurance,Internet access,Jewelry and watches,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,Luggage and similar personal items,"Magazines, newspapers, and stationery","Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle parts and accessories,Motor vehicle services,Motor vehicles and parts,Musical instruments,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,Nondurable goods,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials and footwear,Other durable goods,Other motor vehicle services,Other nondurable goods,Other recreational services,Other services,Outpatient services,Paramedical services,Personal care and clothing services,Personal care products,Pharmaceutical and other medical products,Physician services,Postal and delivery services,Professional and other services,Public transportation,Purchased meals and beverages,Recreation services,Recreational books,Recreational goods and vehicles,Recreational items,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services,Social services and religious activities,"Sporting equipment, supplies, guns, and ammunition",Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation services,"Video, audio, photographic, and information processing equipment and media",Water supply and sanitation,Water transportation,Women's and girls' clothing
1986-04-01,0.02,-0.04,0.02,0.03,0.02,-0.21,0.0,0.1,0.05,0.25,0.08,0.01,-0.06,-0.08,-0.19,0.05,-0.2,-0.29,-0.26,0.13,0.11,0.01,0.0,0.27,0.29,0.08,-0.3,0.07,0.07,-0.01,-0.19,-2.72,0.0,-2.38,0.13,0.02,0.0,0.69,0.06,0.35,0.33,0.01,2.15,0.01,-0.03,-0.04,0.93,0.89,0.62,-0.08,,0.02,-0.02,0.32,0.04,0.01,0.03,0.05,-0.03,-2.42,0.05,-0.02,0.09,0.22,0.0,-0.02,0.02,0.06,-0.14,0.0,0.01,-0.05,0.28,-2.63,0.03,0.02,-0.02,0.06,0.04,0.17,0.01,0.42,0.34,0.06,0.02,0.02,0.08,0.23,0.0,0.12,-0.02,0.26,0.07,0.01,-0.09,0.02,0.31,0.0,1.96,0.02,-0.02,-0.03,0.1,0.0,0.02,0.03,-0.02,0.07,-0.06,0.04,0.0,-0.17
1986-07-01,0.04,-0.1,0.01,0.01,-0.03,0.15,0.01,-0.01,0.04,0.49,0.09,0.01,0.07,0.01,-0.07,-0.03,-0.43,-0.46,-0.41,0.67,0.64,0.01,0.01,0.21,0.26,0.05,-0.13,0.07,0.03,0.01,0.13,-0.84,0.03,0.77,0.27,0.01,0.0,0.63,0.06,0.36,0.35,0.02,1.42,0.02,0.06,0.03,0.59,0.62,0.4,-0.03,,0.07,-0.05,0.34,0.08,0.02,0.01,0.05,0.02,-0.71,0.06,-0.01,0.08,0.38,0.0,-0.07,0.03,0.0,-0.19,0.0,0.08,0.08,0.31,0.28,0.03,0.01,0.02,0.11,0.03,0.3,0.01,0.3,0.26,0.01,0.03,0.0,0.08,0.21,0.0,0.14,-0.08,0.21,0.08,0.01,-0.07,0.01,0.19,-0.01,1.35,0.02,0.02,-0.01,-0.01,0.0,0.01,0.11,0.0,0.0,-0.09,0.03,0.0,0.14
1986-10-01,0.06,0.09,0.01,0.03,0.0,0.07,0.01,-0.03,0.04,0.35,0.1,0.01,-0.21,-0.29,-0.04,0.0,-0.06,-0.11,-0.06,0.28,0.27,0.01,0.0,0.21,0.27,0.01,-0.01,0.05,0.08,0.01,0.05,-0.28,-0.03,0.58,0.36,0.0,0.0,0.76,0.07,0.45,0.41,-0.01,1.91,0.01,0.02,-0.25,0.7,0.45,0.5,-0.04,,0.03,-0.05,0.4,0.07,0.01,0.03,0.05,0.02,-0.27,0.08,-0.02,0.11,0.28,0.0,-0.08,0.01,-0.04,-0.17,0.0,0.05,0.11,0.19,0.23,0.03,0.04,0.01,0.07,0.03,0.16,0.01,0.24,0.31,0.01,0.03,0.01,0.05,0.26,0.0,0.13,0.09,0.2,0.09,0.0,-0.05,0.03,0.19,0.0,1.87,0.04,0.0,-0.01,-0.03,0.0,0.01,0.02,0.01,0.2,-0.05,0.05,0.0,0.03
1987-01-01,0.04,0.04,0.05,0.06,-0.01,0.28,0.01,-0.13,0.06,0.5,0.1,0.01,0.05,0.01,-0.01,-0.18,-0.68,-0.91,-0.5,0.42,0.37,0.01,0.0,0.25,0.29,-0.15,0.11,0.08,-0.03,0.03,0.25,1.24,0.08,2.86,0.33,0.02,0.0,0.68,0.07,0.37,0.31,0.03,0.99,0.02,0.08,0.05,0.62,0.67,0.44,-0.23,,0.12,-0.06,0.33,0.08,0.02,0.03,0.04,0.06,1.13,0.08,0.04,0.11,0.17,0.0,-0.04,0.02,-0.21,-0.33,0.0,0.03,0.11,0.01,2.36,0.03,0.06,0.02,0.18,0.03,0.42,0.01,-0.02,0.31,0.05,0.04,0.03,0.08,0.2,0.0,0.14,0.06,0.24,0.12,0.01,0.07,0.05,0.18,0.0,0.98,0.03,0.0,0.02,-0.13,0.0,0.03,0.13,-0.01,0.17,0.05,0.04,0.0,0.2
1987-04-01,0.04,0.0,0.01,0.04,0.02,0.24,0.01,-0.02,0.08,0.46,0.11,0.01,0.0,0.0,-0.04,0.02,-0.07,0.06,-0.09,0.35,0.33,0.01,0.01,0.18,0.23,-0.01,0.04,0.05,0.08,0.02,0.19,0.28,-0.03,1.64,0.37,0.01,0.0,0.82,0.07,0.47,0.42,0.0,2.32,0.02,0.05,0.05,0.75,0.8,0.61,0.13,0.0,0.03,-0.04,0.42,0.07,0.02,0.04,0.05,0.06,0.24,0.07,-0.01,0.08,0.42,0.0,0.0,0.01,-0.05,0.03,0.0,0.02,0.33,0.1,1.18,0.03,0.05,0.06,0.09,0.01,0.31,0.01,0.21,0.35,0.05,0.05,0.02,0.08,0.22,0.0,0.08,0.0,0.18,0.13,0.0,-0.1,0.07,0.13,0.01,2.28,0.02,0.01,0.01,-0.02,0.0,0.03,0.04,0.0,0.09,-0.13,0.05,0.0,0.1
1987-07-01,0.04,0.15,0.03,0.02,-0.02,0.03,0.01,-0.02,0.06,0.43,0.09,0.01,0.14,0.12,0.04,-0.06,-0.1,0.12,-0.04,0.15,0.13,0.01,0.0,0.23,0.28,0.0,0.06,0.06,0.06,0.02,0.04,0.54,0.0,1.45,0.44,0.0,0.0,0.78,0.05,0.45,0.4,-0.01,2.35,0.01,0.02,0.15,0.49,0.64,0.3,0.22,0.0,0.09,-0.04,0.4,0.06,0.02,0.01,0.06,0.02,0.48,0.05,0.02,0.06,0.36,0.0,-0.02,0.03,-0.04,0.08,0.01,0.07,0.18,0.16,1.02,0.03,0.05,-0.01,0.14,0.01,0.3,0.01,0.22,0.33,0.04,0.03,0.03,0.09,0.24,0.0,0.08,0.15,0.23,0.11,0.0,-0.13,-0.01,0.19,0.01,2.4,0.06,0.01,0.0,-0.02,0.0,0.02,0.12,0.01,0.21,-0.13,0.03,0.0,0.04
1987-10-01,0.01,0.09,0.03,0.03,0.05,0.32,0.01,-0.01,0.04,0.25,0.1,0.01,-0.05,-0.09,0.0,-0.06,0.18,0.25,0.24,0.12,0.09,0.01,0.0,0.2,0.21,0.03,0.03,-0.02,0.03,0.02,0.27,0.04,0.0,0.91,0.41,0.01,0.0,0.73,0.04,0.44,0.39,-0.05,2.59,0.01,0.01,-0.06,0.83,0.78,0.64,0.08,0.0,0.03,-0.01,0.41,0.05,0.03,0.03,0.05,0.02,0.02,0.09,0.02,0.11,0.15,0.0,-0.04,-0.01,0.02,0.11,0.01,-0.09,0.04,0.09,0.67,0.04,0.05,0.05,0.09,0.02,0.19,0.01,0.3,0.3,0.06,0.05,0.01,0.08,0.19,0.0,0.05,0.09,0.2,0.11,0.01,0.04,0.03,0.18,0.01,2.59,0.09,0.05,0.02,-0.02,0.0,0.01,0.04,0.0,0.2,-0.05,0.04,0.0,0.2
1988-01-01,0.09,0.01,0.03,0.03,-0.02,-0.02,0.02,-0.04,0.07,-0.09,0.12,0.01,0.01,-0.03,-0.01,0.21,0.06,0.35,-0.15,0.25,0.22,0.01,0.0,0.24,0.33,0.17,-0.04,0.06,0.02,0.02,-0.05,-0.28,0.02,0.26,0.5,0.02,0.0,0.96,0.07,0.56,0.52,0.02,2.95,0.01,0.03,0.01,0.76,0.76,0.55,0.29,0.0,0.05,-0.08,0.5,0.05,0.04,0.02,0.03,0.05,-0.24,0.08,0.02,0.07,-0.26,0.0,-0.03,0.01,0.1,0.14,0.0,0.09,-0.2,-0.08,0.35,0.03,0.04,0.03,0.12,-0.01,0.4,0.01,0.35,0.4,0.09,0.04,0.05,0.06,0.25,0.0,0.08,0.03,0.24,0.09,0.01,-0.01,0.05,0.19,0.02,2.94,0.04,0.0,0.01,-0.04,0.0,0.02,0.17,0.0,0.11,-0.04,0.04,0.0,-0.08
1988-04-01,0.05,0.04,0.05,0.04,0.03,0.41,0.02,0.11,0.05,0.33,0.12,0.01,0.01,0.04,-0.04,0.0,0.08,0.38,0.08,0.35,0.3,0.01,0.0,0.28,0.32,0.07,0.01,0.12,0.09,0.02,0.37,-0.03,0.01,1.39,0.53,0.02,0.0,1.08,0.07,0.66,0.61,0.03,3.14,0.06,0.06,0.09,0.51,0.6,0.36,0.3,0.0,0.03,-0.04,0.57,0.06,0.03,0.05,0.03,0.07,-0.04,0.1,0.01,0.11,0.11,0.0,0.03,0.01,0.03,0.19,0.0,0.05,0.0,0.1,1.06,0.03,0.05,0.04,0.09,0.01,0.33,0.01,0.47,0.42,0.12,0.05,0.02,0.08,0.25,0.11,0.06,0.06,0.27,0.11,0.01,0.0,0.06,0.13,0.01,3.1,0.05,0.03,0.02,0.0,0.0,0.03,0.04,-0.01,0.17,-0.06,0.04,0.0,0.27
1988-07-01,-0.01,0.04,0.03,0.03,0.0,0.04,0.02,-0.05,0.05,0.41,0.11,0.01,0.08,0.12,-0.05,-0.05,0.18,0.62,0.23,0.81,0.78,0.01,0.0,0.29,0.29,0.02,-0.03,0.03,0.03,0.03,-0.01,0.16,-0.01,1.8,0.5,0.02,0.0,1.02,0.07,0.67,0.59,0.01,3.27,0.01,0.04,0.16,0.65,0.81,0.48,0.44,0.0,0.04,-0.01,0.55,0.06,0.06,0.03,0.03,0.06,0.19,0.07,0.0,0.1,0.31,0.0,0.04,0.0,0.01,0.21,0.01,0.16,0.13,0.18,1.39,0.03,0.09,0.04,0.12,0.03,0.39,0.0,0.27,0.35,0.04,0.05,0.01,0.09,0.26,0.0,0.08,0.07,0.29,0.1,0.01,-0.05,0.08,0.15,0.02,3.21,0.06,-0.01,0.02,-0.05,0.0,0.02,0.15,0.0,0.17,-0.06,0.05,0.0,-0.07
1988-10-01,0.04,0.03,0.02,0.13,0.0,0.29,0.01,0.03,0.05,0.42,0.1,0.01,0.11,0.15,-0.06,-0.02,-0.12,0.22,-0.1,0.33,0.31,0.01,0.0,0.23,0.27,0.06,-0.05,0.06,0.04,0.02,0.18,-0.18,0.0,1.19,0.49,0.01,0.0,1.0,0.06,0.68,0.59,0.02,2.98,0.01,0.06,0.2,0.59,0.78,0.43,0.34,0.0,0.07,-0.02,0.56,0.05,0.04,0.04,0.04,0.11,-0.13,0.06,0.01,0.08,0.17,0.0,0.04,-0.01,0.04,0.22,0.0,0.08,0.06,0.1,0.77,0.03,0.1,0.11,0.13,0.02,0.34,0.01,0.39,0.32,0.06,0.07,0.09,0.09,0.22,0.0,0.07,0.03,0.22,0.21,0.01,0.05,0.03,0.14,0.01,2.91,0.07,0.06,0.02,0.03,0.0,0.01,0.03,0.0,0.12,-0.04,0.04,0.0,0.07
1989-01-01,0.03,0.19,0.03,0.05,0.01,-0.02,0.01,-0.02,0.06,0.29,0.11,0.01,-0.01,0.01,-0.11,0.18,-0.05,0.22,-0.24,0.59,0.56,0.01,0.0,0.3,0.32,-0.04,0.07,-0.06,-0.05,0.02,-0.02,0.33,0.01,1.71,0.49,0.01,0.0,1.13,0.07,0.68,0.68,-0.01,3.07,0.03,0.06,0.05,0.58,0.64,0.4,0.27,0.0,0.01,-0.05,0.6,0.03,0.0,0.04,0.09,0.01,0.26,0.11,0.03,0.12,0.29,0.0,0.02,-0.02,-0.09,0.24,0.0,-0.01,0.17,0.08,1.43,0.03,0.0,0.0,0.04,0.01,0.52,0.01,0.26,0.45,0.08,0.07,0.04,0.07,0.31,0.0,0.11,0.2,0.29,0.18,0.01,0.02,0.09,0.17,0.01,2.96,0.04,0.0,0.02,-0.02,0.0,0.02,0.24,-0.02,0.32,-0.01,0.05,0.0,-0.04
1989-04-01,0.05,-0.02,0.06,-0.01,0.02,0.11,0.02,0.03,0.05,0.05,0.11,0.01,0.08,0.08,-0.18,0.03,-0.1,0.27,-0.13,0.74,0.68,0.01,0.0,0.28,0.33,0.0,0.04,-0.07,-0.01,0.04,0.11,1.54,0.01,2.81,0.41,0.01,0.0,1.06,0.07,0.73,0.62,-0.03,2.86,0.01,0.08,0.12,0.61,0.73,0.45,0.37,0.0,0.03,-0.06,0.59,0.07,0.01,0.04,0.07,-0.01,1.51,0.08,0.02,0.08,0.12,0.0,0.0,0.0,-0.05,0.24,0.01,0.06,0.04,0.06,2.76,0.03,0.11,0.0,0.07,0.0,0.37,0.01,0.3,0.33,0.08,0.07,0.01,0.13,0.2,0.0,0.1,-0.01,0.28,0.11,0.01,-0.07,0.02,0.15,0.01,2.69,0.03,-0.02,0.01,0.03,0.0,0.02,0.09,-0.03,0.08,-0.07,0.04,0.0,0.1
1989-07-01,0.05,-0.1,0.06,0.04,-0.03,-0.26,0.0,0.0,0.04,0.13,0.09,0.01,0.07,0.09,-0.21,0.08,-0.29,-0.02,-0.37,0.37,0.3,0.01,0.0,0.27,0.32,0.0,0.0,0.12,0.07,0.02,-0.26,-0.59,0.03,0.04,0.37,0.02,0.0,1.07,0.06,0.7,0.66,0.01,2.55,0.01,0.04,0.13,0.66,0.8,0.49,0.27,0.0,0.06,-0.04,0.59,0.03,-0.02,0.02,0.09,0.01,-0.59,0.08,0.01,0.08,-0.03,0.0,0.02,0.04,-0.04,0.21,0.0,0.02,-0.06,0.02,-0.08,0.03,0.05,0.0,0.08,0.01,0.4,0.01,0.22,0.37,0.1,0.0,0.03,0.09,0.23,0.0,0.11,-0.09,0.26,0.16,0.02,-0.04,0.01,0.16,0.01,2.34,0.05,0.0,0.0,0.0,0.0,0.02,0.17,0.0,-0.01,-0.05,0.04,0.0,-0.23
1989-10-01,0.04,-0.01,0.04,0.02,-0.01,0.23,0.0,-0.03,0.05,0.19,0.1,0.01,0.05,0.06,-0.24,-0.04,-0.11,0.12,-0.07,0.31,0.26,0.01,0.0,0.26,0.29,0.03,0.08,0.03,0.04,0.02,0.2,-0.28,-0.02,0.68,0.33,-0.01,0.0,1.06,0.07,0.73,0.63,0.0,2.75,0.01,0.01,0.11,0.75,0.87,0.56,0.23,0.0,-0.04,-0.04,0.58,0.04,0.0,0.02,0.05,0.09,-0.37,0.08,0.01,0.1,0.11,0.0,0.01,0.0,-0.01,0.19,0.0,0.0,-0.06,0.16,0.5,0.03,0.11,0.03,0.0,0.02,0.24,0.01,0.22,0.33,0.06,0.04,0.03,0.11,0.22,0.0,0.05,-0.01,0.25,0.1,0.01,0.05,0.02,0.18,0.01,2.5,0.06,0.06,0.02,-0.03,0.0,0.02,0.04,0.01,0.09,-0.04,0.05,0.0,0.12
1990-01-01,0.04,0.09,0.05,0.1,0.04,0.33,0.01,0.02,0.07,0.31,0.1,0.02,0.05,0.07,-0.04,0.06,-0.16,0.2,-0.22,0.95,0.9,0.01,0.0,0.29,0.34,0.07,0.16,0.06,0.03,0.04,0.31,0.94,0.03,2.97,0.45,0.03,0.0,0.97,0.06,0.58,0.52,-0.01,2.99,0.02,0.05,0.13,0.57,0.7,0.4,0.36,0.0,0.15,-0.08,0.49,0.09,0.05,0.05,0.06,0.01,0.78,0.07,-0.01,0.09,0.03,0.0,0.02,0.0,0.0,0.18,0.0,0.09,-0.1,0.14,2.67,0.03,0.06,0.02,0.24,0.02,0.45,0.01,0.36,0.39,0.07,0.06,0.04,0.11,0.24,0.0,0.13,0.12,0.29,0.21,0.03,-0.03,0.08,0.16,0.01,2.95,0.03,0.01,0.01,0.02,0.01,0.02,0.13,0.01,0.21,-0.09,0.06,0.0,0.26
1990-04-01,-0.01,0.07,0.06,0.08,0.02,0.32,0.0,0.01,0.05,0.01,0.1,0.01,0.05,-0.01,-0.2,0.02,-0.01,0.18,-0.03,0.12,0.06,0.01,0.0,0.33,0.32,0.09,-0.14,0.01,-0.01,0.02,0.28,-0.21,0.02,0.62,0.37,0.01,0.0,1.11,0.07,0.69,0.62,0.0,3.26,0.02,0.04,0.03,0.8,0.83,0.61,0.19,0.0,0.06,-0.06,0.58,0.05,0.05,0.03,0.06,0.06,-0.08,0.1,-0.01,0.1,-0.12,0.0,-0.06,0.01,0.03,0.14,0.0,0.0,-0.08,-0.03,0.61,0.03,0.07,0.04,0.15,0.01,0.38,0.01,0.45,0.42,0.08,0.05,0.09,0.13,0.3,0.0,0.19,0.08,0.32,0.18,0.01,-0.04,0.01,0.18,0.01,3.06,0.05,0.03,0.01,0.01,0.0,0.03,0.07,0.0,0.19,-0.08,0.05,0.0,0.19
1990-07-01,0.05,-0.02,0.06,0.09,0.01,0.07,0.01,-0.07,0.06,0.03,0.14,0.01,-0.02,-0.01,-0.21,0.04,-0.04,0.15,-0.08,0.59,0.53,0.01,0.0,0.24,0.3,0.12,0.13,0.03,0.03,0.04,0.06,1.13,0.0,2.24,0.44,0.03,0.0,1.19,0.09,0.77,0.71,-0.01,3.15,0.02,0.03,0.03,0.93,0.96,0.73,0.19,0.0,-0.03,-0.14,0.65,0.08,0.02,0.03,0.08,0.02,1.0,0.07,0.0,0.06,0.0,0.0,0.02,0.05,-0.02,0.12,0.0,-0.02,-0.03,0.03,2.21,0.03,0.06,0.01,0.02,0.0,0.42,0.01,0.26,0.42,0.12,0.04,-0.01,0.1,0.24,0.0,0.09,0.01,0.24,0.23,0.01,-0.03,0.03,0.19,0.02,2.94,0.05,0.01,0.02,-0.07,0.0,0.03,0.19,0.0,0.07,-0.07,0.04,0.0,0.03
1990-10-01,0.02,0.05,0.03,0.03,-0.01,0.02,0.02,0.03,0.05,0.11,0.1,0.01,0.05,0.08,-0.11,-0.05,-0.07,0.12,-0.02,0.27,0.24,0.01,0.0,0.21,0.24,0.12,0.31,-0.03,0.01,0.04,-0.01,2.16,-0.03,2.85,0.51,0.02,0.0,1.12,0.06,0.77,0.69,-0.01,2.66,0.03,0.03,0.13,0.36,0.49,0.19,0.19,0.0,0.03,-0.09,0.63,0.07,-0.02,0.04,0.06,0.02,1.85,0.09,0.02,0.11,0.15,0.0,0.04,0.0,0.03,0.08,0.0,0.03,-0.06,0.18,2.75,0.03,0.09,0.03,0.03,0.01,0.3,0.01,0.37,0.34,0.06,0.05,0.03,0.13,0.24,0.0,0.06,0.07,0.21,0.14,0.0,-0.04,0.01,0.16,0.01,2.54,0.07,0.0,0.01,0.03,0.0,0.01,0.05,0.01,0.18,-0.05,0.05,0.0,-0.02
1991-01-01,0.07,-0.11,0.44,0.08,0.0,0.04,0.01,0.12,0.07,0.42,0.14,0.01,0.22,0.26,-0.21,0.04,-0.29,-0.27,-0.34,0.58,0.14,0.0,0.0,0.28,0.35,0.13,-0.18,0.03,-0.01,0.01,0.05,-1.68,0.05,-0.09,0.35,0.02,0.0,1.0,0.1,0.65,0.59,-0.01,2.43,0.06,0.05,0.31,0.42,0.73,0.26,0.02,0.0,0.05,-0.16,0.56,0.01,0.0,0.1,0.06,0.04,-1.5,0.06,0.0,0.07,0.29,0.0,0.04,-0.01,-0.03,-0.05,0.0,0.06,0.07,0.22,-0.51,0.03,0.06,0.0,0.08,0.01,0.55,0.01,0.46,0.34,0.09,0.04,0.05,0.12,0.18,0.07,0.11,-0.09,0.28,0.17,0.01,0.02,0.05,0.15,0.01,2.21,0.03,0.03,0.0,0.04,0.0,0.02,0.19,0.0,-0.02,-0.02,0.06,0.0,0.02
1991-04-01,0.03,-0.03,0.08,0.07,0.02,0.13,0.01,0.04,0.06,0.12,0.12,0.01,-0.01,-0.06,-0.03,-0.02,-0.14,-0.12,-0.12,0.41,0.33,0.01,0.0,0.22,0.26,-0.09,-0.17,0.03,0.05,0.01,0.09,-0.75,-0.01,0.3,0.46,0.0,0.0,0.88,0.09,0.55,0.49,-0.01,1.93,0.04,0.03,0.01,0.36,0.37,0.21,0.02,0.0,-0.03,0.0,0.49,0.04,0.03,0.05,0.08,0.09,-0.58,0.07,-0.02,0.08,0.09,0.0,-0.04,-0.01,-0.09,-0.02,0.0,0.0,0.04,0.07,0.18,0.03,0.06,0.03,0.04,0.01,0.39,0.01,0.31,0.33,0.11,0.04,0.05,0.13,0.16,0.04,0.11,-0.02,0.22,0.18,0.01,-0.04,0.07,0.13,0.01,1.9,0.05,0.02,0.01,0.01,0.0,0.02,0.08,0.0,0.06,-0.09,0.07,0.0,-0.02
1991-07-01,0.01,0.06,0.03,0.04,0.0,0.17,0.01,0.02,0.08,0.18,0.16,0.01,0.03,0.04,-0.18,0.12,0.23,0.41,0.1,-0.21,-0.24,0.01,0.0,0.21,0.22,0.04,-0.01,0.07,0.03,0.02,0.14,-0.13,0.03,0.28,0.34,0.01,0.0,0.95,0.12,0.59,0.54,0.01,2.64,0.02,-0.01,0.1,0.29,0.39,0.17,0.19,0.0,0.06,-0.05,0.52,0.06,0.02,0.05,0.06,-0.02,-0.11,0.1,0.03,0.13,0.15,0.0,0.01,0.0,-0.01,0.0,0.0,0.13,0.06,0.06,0.1,0.02,0.04,0.02,0.11,0.02,0.27,0.01,0.33,0.36,0.07,0.04,0.02,0.13,0.21,0.0,0.08,0.07,0.2,0.13,0.01,-0.15,0.0,0.1,0.01,2.46,0.04,0.03,0.0,0.01,0.0,0.01,0.08,0.0,0.2,-0.19,0.07,0.0,0.16
1991-10-01,0.01,0.01,0.03,0.04,0.0,0.14,0.01,0.03,0.06,0.11,0.17,0.01,0.07,0.11,-0.17,0.04,-0.02,0.11,-0.06,-0.03,-0.06,0.0,0.0,0.12,0.13,0.07,0.05,-0.04,-0.04,0.02,0.12,0.17,0.02,0.63,0.36,0.01,0.0,1.01,0.13,0.62,0.56,-0.02,2.48,0.02,0.01,0.15,0.55,0.7,0.42,0.13,0.0,0.06,-0.04,0.54,0.07,0.0,0.07,0.02,0.06,0.12,0.07,0.02,0.04,0.09,0.0,0.04,0.0,0.03,0.03,0.0,0.03,0.01,0.06,0.52,0.03,0.05,0.02,0.08,-0.03,0.24,0.01,0.37,0.4,0.11,0.02,0.0,0.08,0.23,0.0,0.06,0.02,0.11,0.09,0.0,-0.02,-0.02,0.12,0.01,2.3,0.04,0.03,0.01,0.03,0.0,0.01,0.09,0.0,0.06,-0.06,0.04,0.0,0.06
1992-01-01,-0.02,0.1,0.05,0.03,-0.02,-0.09,0.01,0.01,0.05,0.0,0.11,0.01,0.03,0.0,-0.28,0.1,0.05,0.33,-0.05,0.14,0.09,0.0,0.0,0.1,0.08,0.09,-0.06,0.12,0.09,0.02,-0.1,-0.22,0.02,0.18,0.3,0.04,0.0,1.08,0.08,0.69,0.65,0.0,2.63,0.01,0.01,0.04,0.51,0.55,0.38,0.28,0.0,-0.02,-0.07,0.58,0.1,-0.02,0.05,-0.01,0.02,-0.16,0.06,0.0,0.05,-0.01,0.0,-0.03,0.01,0.02,0.09,0.0,0.09,-0.1,0.08,0.18,0.03,0.04,0.01,0.0,-0.01,0.35,0.0,0.38,0.39,0.09,0.02,0.04,0.1,0.25,0.0,0.16,0.13,0.1,0.03,0.0,-0.1,0.03,0.13,0.01,2.35,0.04,-0.01,0.0,0.01,0.0,0.03,0.09,0.01,0.18,-0.09,0.04,0.0,-0.1
1992-04-01,0.05,-0.12,0.03,0.07,0.02,-0.02,0.01,-0.02,0.04,0.14,0.14,0.01,0.04,0.06,-0.21,-0.03,0.01,0.28,0.04,0.08,0.05,0.0,0.0,0.11,0.16,0.05,0.01,0.02,0.07,0.02,-0.03,0.13,-0.03,0.64,0.32,0.01,0.0,0.96,0.11,0.63,0.58,-0.01,2.26,0.02,0.0,0.11,0.36,0.47,0.26,0.27,0.0,-0.03,-0.01,0.53,0.07,0.03,0.04,0.07,-0.04,0.12,0.05,-0.01,0.05,0.16,0.0,0.02,0.0,0.03,0.08,0.0,0.11,0.06,0.1,0.5,0.03,0.05,0.02,0.01,0.0,0.32,0.01,0.27,0.33,0.04,0.03,0.03,0.11,0.25,0.0,0.03,-0.11,0.11,0.17,0.02,-0.06,0.05,0.09,0.01,2.05,0.03,0.0,0.03,-0.02,0.0,0.01,0.09,0.0,-0.06,-0.11,0.05,0.0,-0.01
1992-07-01,0.08,-0.13,0.01,0.03,-0.01,0.03,0.01,-0.04,0.07,0.05,0.12,0.0,0.01,0.07,-0.13,-0.07,-0.02,0.12,0.04,0.24,0.23,0.0,0.0,0.09,0.17,0.12,0.04,-0.02,-0.03,0.02,0.0,0.23,0.0,0.77,0.36,0.0,0.0,0.89,0.09,0.57,0.52,0.02,1.93,0.04,0.02,0.12,0.26,0.38,0.18,0.15,0.0,0.03,-0.04,0.49,0.06,0.03,0.03,0.05,-0.04,0.2,0.04,0.0,0.09,0.15,0.0,0.06,0.02,0.08,0.1,0.01,-0.02,0.08,0.07,0.73,0.03,0.04,0.03,0.07,0.05,0.22,0.0,0.31,0.32,0.05,0.03,0.02,0.04,0.21,0.0,0.04,-0.13,0.09,0.1,0.0,-0.15,0.0,0.07,0.01,1.8,0.03,-0.04,-0.01,-0.04,0.0,0.01,0.09,-0.01,-0.04,-0.1,0.06,0.0,0.04
1992-10-01,0.01,0.26,0.01,0.01,0.01,0.07,0.01,-0.01,0.04,0.08,0.14,0.01,0.05,0.14,-0.22,0.05,0.22,0.48,0.16,0.03,0.03,0.0,0.0,0.1,0.1,-0.12,-0.01,0.03,0.02,0.02,0.06,0.13,0.03,0.38,0.29,0.0,0.0,0.94,0.11,0.58,0.54,-0.02,2.67,0.02,-0.05,0.18,0.41,0.6,0.29,0.26,0.0,-0.01,-0.02,0.51,0.06,0.0,0.03,0.03,0.02,0.14,0.05,-0.01,0.08,0.12,0.0,0.08,-0.02,-0.14,0.13,0.0,0.07,0.08,0.05,0.29,0.03,0.03,0.01,0.0,0.03,0.06,0.01,0.15,0.36,0.09,0.04,0.0,0.05,0.22,0.0,0.06,0.26,0.09,0.07,0.01,-0.07,-0.04,0.1,0.02,2.44,0.04,0.01,0.0,-0.01,0.0,0.01,0.09,-0.01,0.33,-0.09,0.05,0.0,0.03
