Date,Accommodations,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Audio-video, photographic, and information processing equipment services",Children's and infants' clothing,Clothing and footwear,Commercial and vocational schools,Communication,Dental services,Durable goods,Education services,Educational books,Electricity,Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Foreign travel by U.S. residents,Fuel oil and other fuels,Furnishings and durable household equipment,Furniture and furnishings,Gambling,Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils",Goods,Gross output of nonprofit institutions,Ground transportation,Group housing,Health care,Higher education,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures (for services),Household maintenance,Household supplies,Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing,Insurance,Internet access,Jewelry and watches,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,Luggage and similar personal items,"Magazines, newspapers, and stationery","Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle parts and accessories,Motor vehicle services,Motor vehicles and parts,Musical instruments,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,Nondurable goods,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials and footwear,Other durable goods,Other motor vehicle services,Other nondurable goods,Other recreational services,Other services,Outpatient services,Paramedical services,Personal care and clothing services,Personal care products,Pharmaceutical and other medical products,Physician services,Postal and delivery services,Professional and other services,Public transportation,Purchased meals and beverages,Recreation services,Recreational books,Recreational goods and vehicles,Recreational items,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services,Social services and religious activities,"Sporting equipment, supplies, guns, and ammunition",Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation services,"Video, audio, photographic, and information processing equipment and media",Water supply and sanitation,Water transportation,Women's and girls' clothing
1972-07-01,0.0,0.01,0.03,-0.01,0.01,0.02,0.01,0.07,0.02,0.31,0.12,0.0,0.08,0.1,0.1,0.01,0.05,0.19,0.04,0.74,0.69,0.01,0.02,0.24,0.24,-0.01,0.04,0.09,0.04,0.01,-0.03,0.32,0.05,1.52,0.44,0.01,0.0,0.41,0.07,0.34,0.29,0.0,1.94,0.03,0.03,0.13,0.55,0.67,0.37,0.14,,0.02,-0.02,0.34,0.04,0.02,0.01,0.04,0.03,0.28,0.07,0.0,0.07,0.14,0.0,0.03,0.04,-0.02,0.05,0.0,0.04,0.03,0.11,1.21,0.05,0.05,0.05,0.05,0.0,0.13,0.0,0.3,0.06,0.01,0.02,0.02,0.0,0.04,0.0,0.04,0.02,0.23,0.05,0.01,0.04,0.01,0.12,0.05,2.04,0.04,0.0,0.03,0.07,0.0,0.0,0.02,0.01,0.09,0.0,0.02,0.0,-0.06
1972-10-01,0.02,0.03,0.01,0.01,0.0,0.3,0.01,0.06,0.02,-0.19,0.08,0.0,0.06,0.12,0.1,-0.01,0.03,0.08,0.04,0.86,0.82,0.01,0.03,0.24,0.26,0.09,-0.01,0.11,0.06,0.01,0.25,0.33,0.05,1.37,0.3,0.02,0.0,0.26,0.03,0.16,0.13,0.0,1.82,0.04,0.01,0.15,0.5,0.64,0.29,0.06,,0.02,-0.02,0.2,0.04,0.02,0.04,0.03,0.13,0.34,0.08,-0.02,0.08,-0.39,0.0,0.06,-0.03,0.07,0.01,0.0,0.0,0.02,-0.39,1.57,0.04,0.02,0.06,0.04,0.0,0.08,0.01,0.39,0.1,0.02,0.05,0.01,0.0,0.07,0.02,0.06,0.05,0.23,0.05,0.02,0.04,0.02,0.14,0.07,1.93,0.04,0.01,0.02,0.04,0.0,0.01,0.03,0.0,0.12,-0.01,0.03,0.0,0.11
1973-01-01,0.02,0.01,0.04,0.01,0.0,0.23,-0.03,0.0,0.02,0.26,-0.07,0.0,0.15,0.19,-0.02,-0.09,-0.13,-0.19,-0.05,2.26,2.17,0.01,0.06,0.25,0.27,0.0,0.08,0.09,0.08,0.02,0.18,0.23,0.02,3.17,0.12,0.0,0.0,0.32,-0.05,0.2,0.17,0.0,1.77,0.08,0.03,0.2,0.76,0.96,0.56,-0.06,,0.02,-0.03,0.14,0.05,-0.02,0.03,0.03,0.09,0.15,0.12,-0.05,0.13,0.11,0.0,0.03,0.07,-0.03,-0.1,0.0,-0.01,0.09,0.06,2.9,0.01,0.03,0.05,0.01,0.01,0.18,0.0,0.2,0.12,0.03,0.06,0.02,0.0,0.07,0.0,0.12,0.01,0.24,0.06,0.01,0.05,0.02,0.22,-0.03,1.75,0.03,0.01,0.04,0.0,0.0,0.01,0.02,0.0,0.15,-0.01,0.02,0.0,0.09
1973-04-01,0.03,0.03,0.03,0.02,0.01,0.42,0.07,0.05,0.03,0.52,0.19,0.0,0.08,0.11,0.19,-0.02,0.12,0.28,0.14,2.78,2.72,0.03,0.03,0.6,0.63,0.16,0.15,0.11,0.08,0.03,0.34,0.58,0.02,4.66,0.54,0.01,0.0,0.43,0.08,0.31,0.28,0.01,3.06,0.07,0.04,0.18,0.57,0.75,0.4,0.16,,0.03,-0.03,0.34,0.07,0.05,0.06,0.07,0.08,0.43,0.12,-0.04,0.14,0.25,0.0,0.03,0.09,0.14,0.09,0.0,0.0,0.11,0.19,4.14,0.05,0.04,0.08,0.1,0.02,0.36,0.01,0.68,0.11,0.02,0.1,0.04,0.0,0.06,0.0,0.09,0.03,0.57,0.13,-0.01,0.07,0.03,0.19,-0.02,3.25,0.04,0.01,0.06,0.05,0.0,0.01,0.1,0.0,0.17,0.0,0.06,0.0,0.26
1973-07-01,0.03,0.04,0.06,0.02,0.0,0.16,0.0,0.06,0.03,0.33,0.49,0.0,0.05,0.1,0.29,-0.02,0.19,0.28,0.2,2.75,2.63,0.03,0.06,0.64,0.67,0.17,0.13,0.14,0.11,0.03,0.11,0.31,0.02,3.84,0.86,0.01,0.0,0.45,0.34,0.31,0.23,0.0,3.34,0.04,0.08,0.11,0.58,0.69,0.4,0.09,,0.03,-0.03,0.56,0.06,0.03,0.02,0.04,0.07,0.18,0.09,-0.03,0.1,0.07,0.0,0.05,0.11,0.14,0.02,0.0,0.01,-0.01,0.11,3.51,0.14,0.09,0.05,0.07,0.01,0.29,0.01,1.0,0.14,0.02,0.09,0.03,0.0,0.09,0.0,0.17,0.05,0.61,0.09,0.01,0.05,0.02,0.18,-0.01,3.64,0.02,0.01,0.03,0.06,0.0,0.01,0.03,0.0,0.16,0.0,0.02,0.0,0.04
1973-10-01,0.02,0.06,0.07,0.01,0.01,0.24,0.03,0.11,0.03,0.22,-0.08,0.0,0.13,0.22,0.13,-0.02,0.27,0.31,0.29,2.07,2.04,0.05,-0.04,1.0,1.02,0.26,0.46,0.14,0.09,0.03,0.19,1.63,0.03,4.51,0.44,0.01,0.0,0.57,-0.21,0.38,0.29,0.01,3.8,0.07,0.14,0.24,0.64,0.88,0.44,0.04,,0.02,-0.04,0.31,0.07,0.01,0.1,0.08,0.06,1.16,0.12,0.0,0.12,-0.02,0.0,0.09,-0.06,0.22,-0.02,-0.01,-0.01,0.02,-0.05,4.29,0.11,0.09,0.05,0.04,0.01,0.35,0.01,0.68,0.2,0.03,0.12,0.07,0.01,0.13,0.0,0.16,0.08,0.95,0.13,0.01,0.07,0.04,0.18,0.01,3.93,0.08,0.0,0.05,0.11,0.0,0.01,0.04,0.0,0.2,0.01,0.02,0.0,0.12
1974-01-01,0.03,0.03,0.11,0.02,0.03,0.53,0.06,0.2,0.05,0.71,0.21,0.0,0.5,0.58,0.31,0.0,0.44,0.48,0.44,3.02,2.91,0.02,0.0,0.54,0.57,0.22,0.78,0.36,0.23,0.04,0.45,3.15,0.07,8.03,0.82,0.04,0.0,0.71,0.09,0.43,0.39,0.04,4.1,0.05,0.25,0.6,0.41,1.01,0.29,0.04,,0.05,-0.03,0.51,0.07,0.09,0.15,0.06,0.2,2.37,0.14,0.06,0.15,0.06,0.0,0.08,-0.01,0.19,0.0,-0.01,-0.02,-0.07,0.08,7.32,0.06,0.05,0.09,0.16,0.01,0.62,0.01,0.98,0.27,0.05,0.13,0.12,0.03,0.18,0.06,0.11,0.07,0.51,0.13,0.0,0.13,0.05,0.09,0.04,4.41,0.1,0.01,0.09,0.15,0.0,0.01,0.02,0.02,0.22,0.02,0.02,0.0,0.22
1974-04-01,0.04,0.07,0.14,0.03,0.09,0.85,0.03,0.13,0.08,1.5,0.32,0.01,0.41,0.52,0.39,0.0,0.33,0.38,0.33,1.6,1.55,0.03,-0.09,0.68,0.72,0.11,0.24,0.55,0.32,0.04,0.75,1.67,0.11,6.81,1.0,0.04,0.0,0.94,0.2,0.49,0.35,0.09,4.62,0.16,0.36,0.58,0.36,0.94,0.24,0.05,,0.05,-0.05,0.61,0.07,0.07,0.28,0.12,0.29,1.43,0.21,0.18,0.22,0.65,0.01,0.11,0.14,0.06,-0.03,0.0,0.02,0.1,0.36,5.3,0.09,0.14,0.1,0.15,0.01,1.18,0.02,1.09,0.45,0.08,0.14,0.17,0.04,0.29,0.11,0.16,0.12,0.65,0.2,-0.02,0.16,0.1,0.1,0.03,5.01,0.13,0.05,0.08,0.02,0.0,0.02,0.1,0.03,0.34,0.04,0.06,0.0,0.37
1974-07-01,0.06,0.04,0.25,0.04,0.1,0.87,0.02,0.02,0.11,2.24,0.14,0.0,0.24,0.39,0.13,0.05,0.35,0.41,0.3,1.41,1.17,0.04,0.0,0.78,0.84,0.05,0.21,0.7,0.36,0.04,0.76,0.27,0.15,6.32,0.66,0.05,0.0,1.13,0.1,0.55,0.44,0.17,4.79,0.19,0.56,0.43,0.63,1.06,0.44,0.06,,0.05,-0.05,0.53,0.08,0.07,0.29,0.11,0.24,0.06,0.29,0.18,0.3,1.15,0.01,0.16,0.04,0.0,-0.02,-0.01,0.02,0.33,0.64,4.08,0.02,0.11,0.11,0.15,0.01,1.53,0.02,0.76,0.58,0.1,0.16,0.2,0.09,0.38,0.0,0.14,0.09,0.74,0.2,0.04,0.24,0.14,0.18,0.01,4.92,0.1,0.0,0.12,0.02,0.0,0.03,0.21,0.03,0.39,0.06,0.04,0.0,0.42
1974-10-01,0.04,0.06,0.22,0.04,0.04,0.39,0.03,0.03,0.08,1.76,-0.04,0.01,0.22,0.36,0.15,0.08,0.32,0.4,0.24,2.7,2.49,0.03,-0.02,0.66,0.7,0.12,0.05,0.62,0.3,0.04,0.32,-0.28,0.09,5.84,0.63,0.04,0.01,1.05,-0.14,0.62,0.53,0.19,4.57,0.06,0.6,0.39,0.96,1.35,0.67,0.08,,0.08,-0.04,0.47,0.09,0.08,0.13,0.13,0.14,-0.33,0.29,0.08,0.31,0.74,0.01,0.14,0.01,0.08,0.0,-0.01,-0.01,0.21,0.44,4.08,0.07,0.09,0.07,0.2,0.02,1.27,0.01,0.42,0.43,0.07,0.14,0.18,0.09,0.27,0.0,0.09,0.1,0.63,0.22,0.03,0.21,0.12,0.28,0.01,4.72,0.05,0.03,0.08,0.03,0.0,0.03,0.15,0.04,0.42,0.06,0.04,0.0,0.14
1975-01-01,0.03,0.03,0.15,0.05,0.02,0.09,0.01,0.03,0.09,0.82,0.07,0.0,0.41,0.58,0.2,0.12,0.3,0.34,0.18,0.95,0.82,0.03,-0.02,0.59,0.62,0.08,-0.07,0.38,0.12,0.03,0.05,0.07,0.12,2.86,0.62,0.07,0.01,0.85,0.02,0.43,0.34,0.12,4.68,0.04,0.28,0.66,1.22,1.88,0.88,0.03,,0.05,-0.04,0.41,0.07,0.01,0.11,0.12,0.05,0.14,0.24,0.08,0.25,0.17,0.01,0.17,0.07,0.04,-0.03,0.01,-0.01,0.03,0.06,2.04,0.04,0.09,0.04,0.1,0.02,0.92,0.02,0.43,0.41,0.07,0.09,0.14,0.1,0.25,0.0,0.12,0.1,0.56,0.21,0.02,0.18,0.09,0.34,0.0,4.89,0.05,0.04,0.08,0.03,0.0,0.03,0.12,0.02,0.35,0.04,0.07,0.0,-0.01
1975-04-01,0.03,0.08,0.04,0.02,0.02,0.07,0.01,0.11,0.08,0.96,0.15,0.01,0.03,0.23,0.07,0.1,0.18,0.36,0.08,-0.33,-0.43,0.02,0.06,0.35,0.38,0.08,0.07,0.27,0.13,0.02,0.06,0.36,0.06,1.48,0.47,0.02,0.0,0.76,0.11,0.39,0.34,0.06,3.44,0.01,0.13,0.29,0.81,1.1,0.59,0.19,,0.04,-0.02,0.39,0.04,0.01,0.02,0.05,0.0,0.29,0.15,0.05,0.16,0.34,0.01,0.21,0.02,0.05,0.09,0.0,0.06,-0.02,0.31,0.53,0.03,0.05,0.01,0.08,0.01,0.43,0.01,0.48,0.37,0.07,0.05,0.09,0.07,0.22,0.0,0.1,0.1,0.34,0.09,0.15,0.26,0.05,0.23,-0.01,3.51,0.01,0.04,0.04,0.11,0.0,0.02,0.05,0.02,0.27,0.03,0.05,0.0,0.03
1975-07-01,0.03,0.04,0.03,0.01,0.0,0.19,0.02,0.09,0.06,0.61,0.42,0.0,0.11,0.25,0.23,0.07,0.08,0.18,0.01,1.56,1.5,0.02,0.03,0.37,0.4,0.08,0.15,0.16,0.06,0.03,0.17,1.14,0.03,3.74,0.88,0.08,0.0,0.88,0.35,0.54,0.49,0.05,3.73,0.05,0.08,0.29,0.82,1.11,0.58,0.09,,0.05,-0.03,0.64,0.08,0.01,0.03,0.06,0.02,0.99,0.12,0.05,0.13,0.29,0.0,0.15,-0.03,0.05,-0.06,0.01,0.06,0.14,0.1,3.12,0.05,0.05,0.02,0.09,0.01,0.24,0.0,0.82,0.34,0.06,0.06,0.05,0.07,0.21,0.0,0.07,0.11,0.35,0.11,0.01,0.07,0.03,0.23,0.0,3.96,0.07,0.03,0.01,0.09,0.0,0.02,0.03,0.01,0.25,0.02,0.04,0.0,0.15
1975-10-01,0.05,0.04,0.03,0.03,0.0,0.11,0.02,0.12,0.04,0.9,-0.11,0.01,0.25,0.39,0.04,0.05,0.01,0.4,-0.04,0.95,0.91,0.03,0.01,0.5,0.54,0.08,0.1,0.24,0.1,0.03,0.07,0.36,0.05,2.67,0.42,0.07,0.0,0.99,-0.17,0.56,0.5,0.07,4.16,0.09,0.08,0.46,1.01,1.46,0.71,0.4,,0.03,-0.04,0.38,0.08,0.01,0.05,0.07,0.05,0.26,0.14,0.08,0.15,0.44,0.0,0.14,0.01,0.05,0.11,0.0,0.2,0.07,0.29,1.78,0.04,0.06,0.04,0.07,0.01,0.36,0.01,0.37,0.43,0.08,0.07,0.05,0.06,0.31,0.0,0.12,0.11,0.47,0.13,0.04,0.14,0.06,0.28,0.01,4.21,0.03,0.02,0.05,0.12,0.0,0.02,0.04,0.02,0.26,0.03,0.06,0.0,0.02
1976-01-01,0.04,0.04,0.05,0.02,0.01,0.22,0.0,0.2,0.04,0.81,0.04,0.0,0.08,0.22,0.18,0.03,-0.1,0.14,-0.14,-0.36,-0.39,0.02,-0.01,0.38,0.42,-0.08,0.01,0.2,0.09,0.02,0.19,-0.17,0.04,1.0,0.54,0.04,0.0,0.81,0.01,0.4,0.33,0.05,3.3,0.12,0.14,0.28,0.88,1.16,0.61,0.25,,0.01,-0.05,0.36,0.08,0.04,0.06,0.08,0.12,-0.18,0.15,0.08,0.15,0.44,0.0,0.13,0.0,-0.14,-0.06,0.01,0.22,0.05,0.31,0.18,0.03,0.07,0.04,0.08,0.01,0.49,0.01,0.42,0.41,0.09,0.08,0.08,0.05,0.28,0.19,0.06,0.08,0.36,0.12,0.01,0.08,0.04,0.24,0.01,3.48,0.05,0.01,0.04,0.01,0.0,0.02,0.11,0.02,0.23,0.02,0.07,0.0,0.06
1976-04-01,0.04,0.06,0.03,0.01,0.02,0.22,0.0,0.05,0.05,0.68,0.13,0.0,0.1,0.21,-0.02,0.03,-0.04,-0.14,-0.07,-0.42,-0.45,0.02,0.0,0.39,0.43,0.02,-0.01,0.13,0.04,0.01,0.15,-0.18,0.03,0.67,0.35,0.02,0.0,0.73,0.1,0.37,0.33,0.06,2.74,0.09,0.15,0.27,0.72,0.98,0.5,-0.1,,0.01,-0.03,0.37,0.06,0.02,0.03,0.06,0.06,-0.17,0.11,0.04,0.11,0.39,0.0,0.11,0.0,-0.01,-0.2,0.01,0.02,0.22,0.14,0.0,0.03,0.04,0.07,0.06,0.01,0.38,0.01,0.45,0.36,0.07,0.08,0.04,0.07,0.23,0.01,0.1,0.09,0.37,0.09,0.04,0.1,0.03,0.2,0.01,2.71,0.01,0.02,0.04,0.04,0.0,0.02,0.07,0.0,0.2,0.01,0.05,0.0,0.07
1976-07-01,0.05,0.06,0.05,0.01,0.01,0.36,0.03,0.1,0.05,0.74,0.25,0.0,0.04,0.2,0.02,0.03,-0.01,0.47,-0.03,0.68,0.64,0.02,-0.01,0.42,0.47,0.02,0.07,0.11,0.06,0.02,0.29,0.33,0.02,2.41,0.49,0.02,0.0,0.74,0.18,0.42,0.36,0.04,3.79,0.05,0.06,0.25,0.95,1.21,0.67,0.47,,0.04,-0.04,0.47,0.1,0.05,0.03,0.07,0.12,0.26,0.12,0.08,0.13,0.47,0.0,0.15,0.03,-0.02,0.38,0.02,-0.02,0.21,0.18,1.67,0.04,0.06,0.07,0.11,0.01,0.3,0.01,0.57,0.32,0.06,0.08,0.06,0.06,0.21,0.02,0.07,0.09,0.4,0.12,0.02,0.05,0.05,0.27,0.01,3.81,0.03,0.0,0.03,0.07,0.0,0.01,0.01,0.0,0.21,0.0,0.05,0.0,0.16
1976-10-01,0.06,0.03,0.03,0.03,0.03,0.23,0.02,0.05,0.06,1.02,-0.05,0.01,0.22,0.43,0.15,0.01,0.03,0.29,0.02,0.55,0.53,0.02,0.0,0.32,0.38,0.02,0.14,0.12,0.07,0.02,0.2,0.51,0.01,2.76,0.44,0.04,0.0,0.7,-0.13,0.37,0.29,0.03,3.56,0.09,0.13,0.48,1.11,1.59,0.79,0.26,,0.02,-0.04,0.28,0.09,0.06,0.05,0.07,0.04,0.36,0.11,0.12,0.12,0.69,0.0,0.21,0.05,-0.02,0.25,0.0,-0.08,0.19,0.37,1.74,0.05,0.08,0.04,0.1,0.01,0.45,0.01,0.28,0.33,0.07,0.08,0.07,0.05,0.2,0.0,0.05,0.06,0.31,0.12,0.01,0.11,0.03,0.3,0.02,3.71,0.07,0.02,0.07,0.05,0.0,0.02,0.08,0.01,0.19,0.0,0.05,0.0,0.12
1977-01-01,0.02,0.03,0.0,0.01,0.02,0.37,0.01,-0.04,0.06,0.63,0.1,0.0,0.16,0.44,0.23,0.02,0.04,0.18,0.02,1.06,1.07,0.02,-0.01,0.45,0.46,0.13,0.2,0.21,0.13,0.03,0.29,0.52,0.03,3.07,0.67,0.03,0.01,0.74,0.05,0.44,0.41,0.03,4.12,0.08,0.18,0.49,1.37,1.86,0.97,0.14,,-0.02,-0.03,0.44,0.1,0.07,0.06,0.07,0.15,0.32,0.16,0.09,0.17,0.24,0.0,0.28,0.02,0.1,-0.01,0.0,0.05,0.04,0.12,2.43,0.04,0.04,0.07,0.07,0.01,0.49,0.01,0.52,0.3,0.06,0.06,0.05,0.06,0.17,0.0,0.15,0.06,0.42,0.11,0.01,0.11,0.02,0.37,0.02,4.35,0.07,0.02,0.05,-0.04,0.0,0.02,0.1,0.02,0.24,0.03,0.05,0.0,0.13
1977-04-01,0.06,0.05,0.01,0.01,0.01,0.08,0.01,0.03,0.05,0.32,0.11,0.0,0.03,0.18,0.0,-0.01,0.14,0.65,0.15,1.65,1.63,0.04,0.01,0.64,0.7,0.04,0.07,0.12,0.07,0.02,0.05,0.28,0.04,2.73,0.41,0.05,0.0,0.85,0.11,0.47,0.41,0.02,4.29,0.04,0.13,0.22,1.17,1.4,0.83,0.51,,0.0,-0.04,0.41,0.1,0.0,0.05,0.06,0.07,0.21,0.14,-0.04,0.16,0.11,0.0,0.14,0.02,0.0,0.32,0.01,0.08,0.0,0.14,2.41,-0.01,0.06,0.03,0.03,0.01,0.41,0.01,0.34,0.38,0.08,0.07,0.07,0.07,0.25,0.0,0.1,0.09,0.61,0.11,0.03,0.06,0.03,0.32,0.02,4.29,0.0,0.0,0.04,0.03,0.0,0.02,0.03,0.0,0.25,-0.02,0.04,0.0,-0.04
1977-07-01,0.04,0.02,0.08,0.01,0.02,0.39,0.02,0.02,0.08,0.64,0.14,0.0,0.17,0.27,0.21,0.03,0.25,0.78,0.22,0.58,0.49,0.02,0.01,0.44,0.49,-0.01,0.07,0.2,0.11,0.02,0.35,-0.02,0.03,2.0,0.52,0.05,0.0,0.63,0.13,0.3,0.25,0.05,3.94,0.04,0.07,0.34,1.08,1.41,0.75,0.53,,0.04,-0.03,0.3,0.08,0.02,0.07,0.06,0.07,-0.09,0.14,0.14,0.14,0.26,0.0,0.1,0.04,-0.05,0.29,0.01,0.15,-0.11,0.22,1.36,-0.02,0.04,0.05,0.08,0.01,0.41,0.01,0.31,0.33,0.06,0.07,0.07,0.07,0.2,0.0,0.07,0.07,0.42,0.1,0.02,0.11,0.05,0.3,0.02,4.15,0.02,0.02,0.07,0.02,0.0,0.02,0.05,0.01,0.21,0.0,0.06,0.0,0.26
1977-10-01,0.07,0.04,0.07,0.02,0.02,0.14,0.02,0.03,0.05,0.82,-0.05,0.01,0.13,0.2,0.09,0.0,0.28,0.54,0.28,0.53,0.45,0.02,0.01,0.34,0.41,0.06,0.1,0.16,0.09,0.02,0.12,0.41,0.02,2.34,0.32,0.01,0.0,0.6,-0.08,0.3,0.24,0.05,3.38,0.02,0.06,0.29,0.97,1.26,0.68,0.26,,0.01,-0.04,0.23,0.09,0.01,0.03,0.08,0.03,0.31,0.14,0.01,0.14,0.56,0.0,0.08,0.0,0.03,-0.02,0.0,0.19,-0.03,0.58,1.52,0.01,0.06,0.02,0.05,0.0,0.43,0.01,0.25,0.3,0.05,0.1,0.07,0.07,0.2,0.0,0.07,0.06,0.32,0.12,0.01,0.05,0.05,0.26,0.02,3.47,0.06,0.0,0.05,0.03,0.0,0.02,0.14,0.0,0.2,-0.01,0.09,0.0,0.07
1978-01-01,0.07,0.06,0.11,0.03,-0.02,-0.13,0.02,0.01,0.05,0.87,0.06,0.01,0.1,0.14,0.11,0.12,0.58,0.85,0.46,1.46,1.32,0.02,0.03,0.42,0.48,0.0,0.0,0.15,0.08,0.02,-0.15,0.07,0.03,2.6,0.58,0.03,0.0,0.86,0.04,0.58,0.47,0.03,4.02,0.07,0.07,0.22,0.83,1.05,0.58,0.27,,0.06,-0.05,0.47,0.09,0.03,0.03,0.09,0.0,0.07,0.16,0.02,0.17,0.48,0.0,0.04,0.03,-0.05,0.17,0.0,0.01,0.07,0.39,1.73,0.01,0.11,0.02,0.11,0.01,0.33,0.01,0.37,0.28,0.06,0.12,0.04,0.08,0.18,0.0,0.1,0.09,0.4,0.15,0.04,0.14,0.06,0.22,0.02,4.12,0.05,0.01,0.04,0.01,0.0,0.01,0.04,0.0,0.26,0.04,0.07,0.0,-0.13
1978-04-01,0.06,-0.01,0.11,0.03,0.02,0.36,0.02,0.06,0.05,0.94,0.14,0.01,0.24,0.37,0.11,0.19,0.49,0.75,0.3,2.5,2.36,0.03,0.03,0.66,0.72,0.06,0.03,0.33,0.14,0.03,0.31,-0.02,0.1,4.06,0.51,0.01,0.0,0.68,0.07,0.42,0.34,0.07,4.3,0.09,0.11,0.41,0.85,1.25,0.61,0.26,,0.05,-0.05,0.4,0.11,0.02,0.03,0.09,0.04,-0.05,0.14,0.05,0.15,0.34,0.0,0.13,0.0,0.01,0.22,-0.01,-0.06,0.16,0.13,3.12,0.05,0.08,0.05,0.1,0.01,0.29,0.01,0.57,0.27,0.05,0.1,0.02,0.07,0.17,0.04,0.12,0.01,0.63,0.16,0.02,0.17,0.04,0.21,0.02,4.41,0.05,0.03,0.09,0.02,0.0,0.02,0.02,0.02,0.16,0.03,0.03,0.0,0.24
1978-07-01,0.08,0.01,0.1,0.04,0.01,0.03,0.02,0.1,0.06,1.01,0.09,0.01,0.02,0.09,0.21,0.15,0.41,0.22,0.26,1.18,1.06,0.03,0.02,0.7,0.78,0.06,0.02,0.25,0.14,0.03,-0.02,0.37,0.04,3.14,0.69,0.03,0.0,0.86,0.06,0.56,0.48,0.07,3.87,0.1,0.11,0.14,0.88,1.01,0.62,-0.18,,0.09,-0.05,0.49,0.08,0.04,0.04,0.07,0.04,0.35,0.17,0.08,0.19,0.56,0.0,0.07,0.03,0.01,0.07,0.0,-0.33,0.19,0.29,2.13,0.02,0.08,0.04,0.15,0.01,0.55,0.01,0.61,0.3,0.04,0.11,0.09,0.06,0.2,0.07,0.14,0.04,0.67,0.15,0.02,0.05,0.04,0.23,0.02,4.08,0.07,0.0,-0.01,0.02,0.0,0.01,0.18,0.0,0.23,0.04,0.04,0.0,-0.07
1978-10-01,0.08,-0.02,0.12,0.05,0.01,0.1,0.02,0.0,0.07,1.08,0.07,0.0,0.08,0.23,0.06,-0.06,0.17,0.52,0.22,0.86,0.71,0.03,0.02,0.59,0.67,0.04,0.14,0.33,0.19,0.03,0.02,0.85,0.04,3.32,0.58,0.02,0.0,1.01,0.04,0.62,0.53,0.07,4.4,0.08,0.13,0.27,1.13,1.4,0.8,0.35,,0.08,-0.05,0.52,0.07,0.04,0.04,0.08,0.0,0.71,0.18,0.06,0.21,0.5,0.01,0.15,0.01,0.0,-0.05,0.0,0.33,0.03,0.4,2.23,0.01,0.09,0.09,0.14,0.03,0.42,0.01,0.42,0.39,0.09,0.1,0.06,0.07,0.24,0.0,0.12,0.0,0.56,0.17,0.02,0.12,0.09,0.3,0.02,4.46,0.05,0.03,0.02,0.0,0.0,0.01,0.01,0.03,0.22,0.05,0.04,0.0,0.02
1979-01-01,0.07,-0.02,0.15,0.02,-0.02,0.05,0.03,-0.04,0.08,1.0,0.12,0.01,0.12,0.31,0.17,0.03,0.15,-0.81,0.13,2.11,1.92,0.03,0.04,0.69,0.76,0.07,0.17,0.26,0.12,0.03,-0.02,0.88,0.07,4.62,0.75,0.02,0.0,0.98,0.06,0.66,0.55,0.06,2.96,0.08,0.13,0.32,0.88,1.19,0.64,-0.96,,0.04,-0.04,0.58,0.06,0.02,0.09,0.07,0.03,0.71,0.17,0.12,0.19,0.51,0.0,0.19,0.01,0.03,0.01,0.0,-1.04,0.0,0.39,3.62,0.04,0.11,0.07,0.08,0.02,0.58,0.01,0.51,0.33,0.04,0.13,0.08,0.07,0.21,0.0,0.12,-0.01,0.66,0.14,0.02,0.15,0.09,0.22,0.01,3.13,0.08,0.02,0.07,-0.04,0.0,0.02,0.1,0.01,0.19,0.03,0.01,0.0,-0.03
1979-04-01,0.07,0.08,0.13,0.04,0.02,0.25,0.03,0.0,0.05,1.07,0.15,0.01,0.22,0.31,0.2,0.03,0.21,1.63,0.18,1.22,1.09,0.04,0.0,0.77,0.84,0.16,0.52,0.22,0.12,0.04,0.15,2.66,0.04,5.59,0.59,0.04,0.0,0.65,0.08,0.37,0.32,0.03,5.6,0.07,0.09,0.33,1.01,1.33,0.73,1.42,,0.06,-0.06,0.4,0.09,0.03,0.06,0.1,0.04,2.14,0.2,0.09,0.22,0.55,0.0,0.09,-0.01,0.09,-0.11,0.0,1.44,0.08,0.38,4.52,0.04,0.05,0.1,0.12,0.02,0.39,0.02,0.61,0.28,0.04,0.11,0.07,0.07,0.18,0.0,0.11,0.12,0.73,0.19,0.02,0.19,0.07,0.26,0.01,5.79,0.07,0.04,0.11,-0.01,0.0,0.02,0.04,0.02,0.34,0.02,0.01,0.0,0.09
