Date,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,Energy goods and services,"Entertainment, literary, and artistic originals",Equipment,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Final sales of computers to domestic purchasers,Final sales of domestic product,Final sales to domestic purchasers,Financial services and insurance,Fixed investment,Food,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding food and energy,Gross domestic purchases,Gross domestic purchases excluding final sales of computers to domestic purchasers,Gross domestic purchases excluding food and energy,Gross investment,Gross private domestic investment,Health care,Household consumption expenditures,Housing and utilities,Industrial equipment,Information processing equipment,Intellectual property products,Motor vehicles and parts,National defense,Nondefense,Nondurable goods,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1998-10-01,108.458,413.895,59.60966666666667,145.134,75.4245,84.016,123.042,65.735,80.234,626.784,70.285,70.491,58.474,81.161,70.77850000000001,69.548,60.741,136.687,41.04,91.549,60.01,70.424,69.067,69.886,70.628,68.956,71.499,74.29633333333334,82.087,64.262,61.965,59.943,76.087,287.107,94.337,96.577,65.598,66.082,71.375,92.127,233.448,113.925,76.413,72.965,62.75,71.249,62.949,297.065,72.684,56.824,62.645,135.098,56.701,47.516,79.575,68.771
1999-01-01,107.087,389.06,59.855,143.914,74.7965,85.438,122.177,65.947,80.403,584.213,70.479,70.672,57.987,81.267,71.088,69.835,61.008,136.466,39.839,91.457,60.375,70.615,69.322,70.083,70.806,69.202,71.705,74.62166666666667,82.179,64.651,62.197,60.267,76.273,278.755,94.651,96.337,65.918,66.114,71.618,92.001,231.123,112.313,76.667,74.461,63.128,71.39,63.469,290.722,72.495,57.353,62.876,135.917,57.135,47.85,80.455,68.888
1999-04-01,107.739,367.944,60.53266666666667,143.198,75.77,86.235,120.879,66.503,81.494,551.52,70.804,71.084,57.919,81.333,71.2635,70.024,61.41,135.864,44.537,92.114,61.082,70.934,69.677,70.432,71.213,69.665,72.022,74.96633333333334,82.222,64.947,62.479,60.58,76.192,270.937,95.289,96.327,66.537,66.564,72.655,91.77,228.492,112.778,76.798,74.775,63.34,71.796,64.057,285.589,73.139,57.972,63.181,136.311,57.909,48.162,80.383,69.418
1999-07-01,107.308,351.621,61.35166666666667,142.538,76.253,86.405,119.559,67.106,82.858,522.815,71.08,71.453,58.077,81.235,71.548,70.286,61.833,135.33,48.056,92.571,61.752,71.207,69.992,70.729,71.578,70.083,72.312,75.069,82.109,65.303,62.818,60.973,76.299,264.497,95.275,97.029,67.005,67.396,73.435,91.369,225.978,111.951,76.799,75.248,63.635,72.191,64.555,278.869,72.977,58.457,63.548,136.552,58.604,48.499,79.641,69.609
1999-10-01,107.46,340.365,62.20766666666666,141.691,75.5175,87.601,118.858,67.931,84.352,501.501,71.456,71.92,58.602,81.498,71.905,70.678,62.204,134.505,50.693,92.889,62.478,71.581,70.404,71.165,72.043,70.586,72.725,75.671,82.364,65.716,63.271,61.407,76.503,259.973,96.315,97.18,67.742,68.373,74.098,91.523,224.099,111.67,76.776,75.461,64.097,72.629,65.181,273.46,74.48,58.922,64.03,136.236,59.277,48.917,79.655,70.045
2000-01-01,106.771,330.886,62.922666666666665,141.032,77.275,88.222,118.51,68.593,84.662,485.375,71.937,72.524,59.166,82.013,72.3105,71.075,62.697,135.003,56.782,93.612,63.209,72.058,70.917,71.657,72.642,71.214,73.208,76.11133333333333,82.857,66.247,63.807,62.005,76.592,256.937,96.97,96.803,68.513,68.851,75.232,91.783,223.51,111.768,76.887,75.805,64.408,73.219,65.888,269.158,75.143,59.918,64.562,136.784,60.034,49.499,79.987,70.585
2000-04-01,106.075,320.456,63.25299999999999,140.734,79.845,88.582,118.037,68.856,86.976,465.899,72.376,72.904,58.519,82.348,72.8555,71.563,63.086,134.757,58.602,94.047,63.731,72.491,71.381,72.029,73.017,71.626,73.535,76.484,83.165,66.568,64.062,62.539,76.682,253.057,97.786,97.229,68.927,68.867,75.888,91.98,222.168,110.521,77.164,76.64,64.508,73.568,66.351,266.944,75.821,60.519,64.874,138.041,60.672,49.949,80.285,71.311
2000-07-01,105.841,312.62,63.89333333333334,139.872,81.3575,88.987,117.647,69.349,87.114,450.59,72.833,73.384,58.735,82.709,73.45349999999999,72.239,63.595,134.54,60.304,94.297,64.335,72.945,71.865,72.47,73.494,72.134,73.943,76.88733333333333,83.513,67.33,64.63,63.249,76.829,250.153,98.685,96.938,69.227,69.676,76.486,92.262,221.237,109.781,77.377,76.982,64.703,74.042,67.262,263.032,76.339,61.03,65.432,139.949,61.324,50.473,80.337,71.931
2000-10-01,105.791,304.067,64.39133333333332,139.535,81.03800000000001,89.63,116.811,69.662,88.501,435.16,73.234,73.801,58.949,82.875,73.852,72.524,63.974,133.941,61.063,94.4,64.962,73.341,72.28,72.896,73.906,72.577,74.326,77.19333333333333,83.648,67.811,65.144,63.987,76.867,246.58,98.958,97.332,69.557,69.963,76.732,92.245,219.638,110.707,77.59,77.082,65.12,74.46,67.714,258.909,76.728,61.564,65.972,139.701,62.09,51.088,79.493,72.674
2001-01-01,105.952,279.387,64.71900000000001,138.909,85.31899999999999,90.132,115.371,69.782,90.302,397.684,73.735,74.266,59.602,82.907,74.52250000000001,73.204,64.462,133.362,59.492,94.394,65.509,73.843,72.86,73.288,74.372,73.127,74.741,77.137,83.682,68.481,65.88,65.116,77.131,238.081,98.624,97.632,69.963,69.616,76.935,91.868,217.598,111.427,78.013,77.579,65.829,75.012,68.233,253.269,76.444,62.427,66.74,138.853,62.832,51.804,79.243,72.502
2001-04-01,104.423,269.119,65.17666666666666,137.923,91.6335,90.255,114.664,70.148,91.017,377.752,74.23,74.588,59.555,83.161,75.0205,73.677,64.957,132.511,61.826,94.547,65.794,74.335,73.381,73.605,74.692,73.49,75.026,77.19833333333334,83.914,69.034,66.297,65.674,77.288,233.151,98.397,97.485,70.13,70.307,77.458,91.835,214.857,111.183,78.225,78.138,66.316,75.363,68.876,248.475,75.964,63.246,67.167,139.061,63.077,52.578,79.546,72.236
2001-07-01,103.379,256.747,65.634,137.012,88.207,90.1,113.842,70.597,91.464,356.303,74.449,74.696,58.351,83.358,75.7755,74.29,65.435,132.007,57.468,94.07,66.051,74.56,73.642,73.852,74.805,73.651,75.245,77.16633333333333,84.149,69.487,66.531,66.116,77.237,227.976,97.47,97.202,70.58,70.758,77.138,91.609,212.584,111.054,78.387,78.839,67.215,75.401,69.195,244.148,75.501,64.264,67.408,136.789,63.241,53.416,79.873,71.79
2001-10-01,102.312,244.592,66.16366666666666,136.336,82.791,90.34,113.246,71.055,90.696,336.711,74.675,74.768,59.311,83.399,76.01599999999999,74.612,65.729,131.139,49.808,93.061,66.282,74.801,73.914,74.184,74.891,73.782,75.541,77.08533333333334,84.278,69.943,67.015,66.506,77.313,223.097,97.384,97.505,70.785,71.623,76.038,91.479,210.759,110.521,78.782,79.054,67.873,75.432,69.661,240.054,75.29,64.632,67.856,136.839,63.363,53.739,80.398,71.591
2002-01-01,101.916,236.971,66.63633333333333,135.141,79.586,89.652,112.775,71.515,91.504,322.404,74.845,74.934,59.491,83.318,76.43299999999999,75.014,66.203,130.192,47.723,92.65,66.687,74.998,74.148,74.443,75.082,74.01,75.783,77.22433333333333,84.358,70.148,67.379,67.017,77.147,220.533,97.132,97.021,71.373,71.88,75.902,91.41,210.542,110.13,78.858,79.273,68.449,75.584,70.073,235.548,75.37,64.529,68.234,136.09,63.736,54.24,80.519,71.433
2002-04-01,101.7,231.886,67.43933333333332,134.462,79.7365,90.558,112.412,72.191,92.008,313.776,75.192,75.43,60.157,83.4,76.452,75.062,66.503,130.078,53.574,93.301,67.299,75.295,74.47,74.812,75.531,74.48,76.137,77.28066666666668,84.124,70.62,67.899,67.509,77.129,218.439,96.584,96.851,72.043,72.565,76.996,91.324,209.894,109.663,78.762,79.911,68.969,76.145,70.782,232.187,75.223,64.899,68.755,133.901,64.311,54.828,80.725,72.12
2002-07-01,101.142,224.451,68.08866666666667,133.791,80.538,90.901,111.237,72.811,91.138,302.56,75.527,75.779,61.012,83.333,76.41900000000001,74.999,66.894,129.296,55.034,93.285,67.819,75.633,74.836,75.154,75.883,74.861,76.499,77.478,84.076,71.328,68.502,67.929,77.4,211.527,96.694,97.132,72.736,73.066,77.211,91.055,203.321,108.692,79.111,80.174,70.059,76.539,71.246,228.69,75.449,65.182,69.313,133.608,64.778,55.319,80.506,71.905
2002-10-01,100.383,217.321,69.26333333333334,132.901,81.989,90.967,111.106,74.161,90.405,289.175,75.957,76.242,61.824,83.762,76.582,75.176,67.283,128.523,57.597,93.25,68.636,76.073,75.305,75.601,76.354,75.367,76.932,77.56566666666667,84.564,71.963,69.058,68.474,77.476,207.88,96.22,96.779,74.695,73.432,77.483,91.086,201.325,108.283,79.404,79.973,70.46,76.896,71.814,225.639,75.089,66.262,69.828,132.644,65.325,55.967,82.084,72.208
2003-01-01,99.313,209.752,70.28166666666667,131.193,84.979,91.39,110.051,74.965,89.581,277.857,76.369,76.851,62.652,84.078,76.98849999999999,75.584,67.519,127.701,66.597,93.771,69.529,76.482,75.734,76.022,76.961,76.004,77.335,77.88266666666667,84.868,72.581,69.718,69.181,77.628,203.03,95.682,95.29,75.401,74.392,78.778,90.734,197.753,107.384,79.519,79.9,71.309,77.484,72.52,221.909,75.192,67.673,70.442,130.159,66.256,56.634,81.389,72.605
2003-04-01,98.281,205.165,70.68599999999999,129.766,84.74799999999999,91.51,109.316,75.499,87.612,268.929,76.631,76.934,64.167,84.005,77.5395,76.074,67.842,126.324,57.832,92.478,69.746,76.746,76.016,76.218,77.045,76.114,77.551,78.12633333333333,84.801,73.421,70.447,69.721,77.778,198.766,96.035,94.672,75.943,74.909,77.561,90.553,193.655,106.887,79.772,79.945,71.999,77.562,72.901,217.33,76.063,67.789,71.082,129.423,66.307,56.669,81.317,73.151
2003-07-01,98.787,201.206,71.37866666666666,128.454,89.406,91.679,108.319,76.182,87.311,259.705,77.071,77.374,65.101,84.039,78.195,76.692,68.321,124.983,62.51,92.917,70.272,77.185,76.477,76.556,77.485,76.58,77.892,78.40566666666666,84.831,74.089,71.015,70.082,77.957,191.255,96.138,93.982,76.617,75.607,78.635,90.315,184.609,106.805,79.88,80.255,72.532,78.073,73.423,213.326,77.077,68.277,71.622,127.496,66.747,57.082,82.867,73.822
2003-10-01,98.725,197.253,71.984,127.28,88.481,91.741,108.273,76.752,87.682,254.263,77.521,77.819,66.008,84.608,79.39150000000001,77.585,68.864,124.495,63.083,92.847,70.817,77.633,76.931,76.984,77.928,77.04,78.322,78.63033333333334,85.39,74.759,71.597,70.474,78.084,187.072,95.851,92.894,77.307,75.974,78.975,90.464,180.366,105.722,79.822,80.102,73.257,78.457,73.785,211.236,77.825,69.494,72.198,124.918,67.273,57.844,85.946,74.193
2004-01-01,98.284,194.522,72.82600000000001,127.17,90.74199999999999,92.191,108.027,77.405,86.928,250.417,78.074,78.486,66.348,85.376,79.84700000000001,77.924,69.391,124.749,68.88,93.606,71.608,78.191,77.495,77.542,78.6,77.723,78.892,78.95933333333333,86.187,75.64,72.18,70.957,78.823,185.149,95.787,93.033,77.912,76.713,80.048,90.726,178.835,106.165,79.337,80.587,74.027,79.062,74.369,209.226,78.032,71.015,72.737,124.052,68.131,59.019,86.273,74.216
2004-04-01,98.768,191.45,73.66766666666668,127.063,90.7365,92.58,108.428,78.077,87.595,246.262,78.709,79.146,67.001,86.287,80.7915,78.773,70.12,124.468,70.645,94.133,72.481,78.825,78.13,78.181,79.259,78.394,79.516,79.59966666666666,87.093,76.242,72.708,71.549,79.452,183.786,95.644,93.392,78.504,77.525,80.804,91.272,178.254,106.668,80.412,80.955,74.372,79.594,74.844,207.347,78.129,72.434,73.271,123.175,69.108,60.34,86.932,73.888
2004-07-01,98.425,186.699,74.51966666666667,126.092,91.9015,92.309,107.834,78.792,86.576,239.313,79.205,79.708,67.553,87.02,80.827,79.126,70.79,123.756,73.163,94.205,73.459,79.323,78.643,78.724,79.823,78.98,80.033,80.37033333333333,87.836,76.72,73.287,72.182,80.052,180.973,95.53,93.116,79.285,78.129,81.267,91.502,176.35,105.979,80.632,81.02,75.01,79.985,75.307,203.943,78.177,73.9,73.797,122.834,70.224,61.966,86.057,74.442
2004-10-01,98.26,181.839,75.40400000000001,126.265,94.155,92.178,108.022,79.559,87.131,230.595,79.818,80.493,67.962,87.885,81.1325,79.659,71.307,124.315,81.077,95.3,74.517,79.936,79.281,79.379,80.608,79.795,80.678,81.28766666666667,88.701,77.173,73.793,72.629,80.819,180.046,95.492,94.279,80.157,78.712,82.705,92.138,177.307,105.794,81.213,81.452,75.806,80.669,75.816,200.761,79.07,75.06,74.305,121.067,71.439,63.803,86.056,74.965
2005-01-01,98.266,175.333,76.39233333333333,125.992,93.2795,92.535,108.516,80.606,88.782,221.617,80.436,81.099,68.767,88.813,80.916,79.487,71.984,124.559,79.866,95.127,75.308,80.55,79.921,80.062,81.21,80.428,81.36,81.82666666666667,89.603,78.022,74.504,73.192,81.81,177.749,95.751,94.816,81.295,79.605,82.569,92.987,177.033,105.327,82.655,81.695,76.604,81.138,76.291,197.675,79.376,76.034,75.047,121.163,72.086,65.658,87.04,75.75
2005-04-01,97.825,169.493,77.19933333333334,125.814,92.90350000000001,92.855,108.397,81.333,88.842,213.833,81.022,81.734,69.36,89.675,81.72149999999999,80.288,72.456,125.002,81.536,95.473,76.163,81.137,80.535,80.679,81.845,81.092,81.939,82.51833333333333,90.464,78.586,75.103,73.834,82.71,174.125,96.177,95.187,82.081,80.232,83.113,93.579,174.469,104.693,83.782,81.928,77.277,81.65,76.703,195.559,80.19,77.263,75.631,120.859,73.01,67.374,87.273,76.528
2005-07-01,97.192,163.477,78.17066666666666,124.905,105.14150000000001,93.003,107.439,82.182,88.896,205.794,81.799,82.669,70.044,90.688,81.848,80.386,72.756,124.02,99.499,97.058,77.22,81.905,81.324,81.328,82.772,82.05,82.528,83.25066666666667,91.427,79.073,75.698,74.585,82.964,170.108,96.275,94.477,83.084,80.81,85.673,93.913,171.431,105.101,84.344,82.387,77.669,82.532,77.465,193.367,80.646,79.294,76.209,120.24,74.18,69.786,86.075,77.373
2005-10-01,96.974,157.829,78.97033333333333,124.615,102.2645,92.807,106.957,82.772,89.274,198.231,82.446,83.45,70.811,91.715,82.216,80.834,73.462,123.807,98.896,97.156,78.211,82.557,82.0,82.114,83.558,82.867,83.256,83.89933333333333,92.479,79.815,76.61,75.85,83.479,166.195,96.725,95.08,83.79,81.2,85.92,94.642,168.41,105.459,84.442,82.943,78.189,83.189,78.33,190.142,81.695,80.76,77.106,119.865,75.391,72.546,86.755,78.889
2006-01-01,96.632,153.386,79.70833333333333,124.091,101.9605,92.934,106.726,83.469,89.993,191.211,83.026,83.984,71.353,92.571,82.5785,81.225,74.186,123.801,97.501,97.075,78.808,83.135,82.597,82.717,84.09,83.43,83.829,84.253,93.317,80.303,77.26,76.548,84.128,163.166,97.189,95.304,84.459,81.947,86.01,95.228,166.135,105.152,85.011,83.468,79.065,83.621,78.858,187.015,82.355,82.051,77.759,120.091,75.93,74.437,87.086,79.678
2006-04-01,97.607,148.229,80.49233333333333,123.514,106.163,93.403,106.452,84.051,90.159,183.538,83.762,84.733,72.794,93.146,82.59700000000001,81.237,74.884,123.68,104.669,97.818,79.768,83.871,83.359,83.43,84.838,84.214,84.537,84.91666666666667,93.895,80.966,78.008,77.058,84.802,161.019,97.325,95.062,85.143,82.352,87.266,95.7,165.564,105.895,84.98,83.956,79.842,84.355,79.559,184.045,82.14,82.804,78.488,120.698,77.103,76.3,87.208,80.407
2006-07-01,97.289,143.587,81.17833333333334,122.964,112.04249999999999,93.722,106.808,84.673,90.273,178.138,84.37,85.342,72.944,93.638,83.2,81.774,75.424,123.657,110.365,98.387,80.495,84.486,83.996,83.941,85.454,84.857,85.057,85.47133333333333,94.435,81.664,78.649,77.883,85.891,159.771,97.39,94.915,85.868,82.803,88.273,96.291,166.169,106.428,85.887,84.248,80.623,84.962,80.23,181.075,82.142,83.101,79.11,120.756,77.886,77.7,87.523,80.787
2006-10-01,97.204,140.23,81.70366666666666,122.179,101.158,94.408,107.046,85.114,90.012,174.018,84.695,85.498,73.762,94.355,83.6575,82.152,75.992,123.695,93.77,96.696,81.18,84.806,84.336,84.414,85.606,85.03,85.544,86.20233333333333,95.13,82.147,79.21,78.508,86.447,158.671,97.582,94.481,86.339,83.19,86.235,97.045,166.339,106.954,86.808,84.287,81.243,84.822,80.567,177.537,82.586,83.701,79.643,120.223,78.708,79.711,87.824,80.713
2007-01-01,97.241,137.332,82.73233333333333,121.543,106.06700000000001,95.522,107.071,85.842,90.957,170.022,85.545,86.308,74.17,94.835,84.864,83.234,76.812,123.372,98.48,97.374,82.408,85.655,85.201,85.17,86.414,85.861,86.24,87.19366666666667,95.61,83.457,80.022,79.364,87.372,156.949,98.181,94.294,86.985,84.067,87.435,97.518,165.278,108.023,86.821,84.778,81.722,85.597,81.177,174.279,83.654,84.136,80.461,119.677,80.214,80.695,88.482,81.146
2007-04-01,96.409,133.714,83.58066666666667,120.962,112.66749999999999,95.304,106.978,86.528,90.974,165.539,86.097,86.941,74.784,94.894,86.009,84.376,77.616,123.281,109.176,98.432,83.212,86.201,85.768,85.602,87.041,86.513,86.633,87.68166666666666,95.641,83.889,80.624,79.951,88.134,154.891,98.542,94.344,87.603,84.873,89.145,97.7,164.07,107.728,87.088,84.846,82.508,86.324,81.918,171.604,84.573,83.916,81.043,119.254,81.083,81.079,88.936,81.484
2007-07-01,95.502,129.968,84.236,120.129,109.569,94.203,106.2,87.124,91.921,160.369,86.456,87.403,75.565,94.862,87.1805,85.31,78.562,122.475,111.207,98.643,83.995,86.568,86.167,86.013,87.511,87.011,87.051,88.27433333333333,95.653,84.426,81.222,80.39,88.656,150.401,98.733,94.453,88.391,85.131,89.771,97.654,159.23,108.003,87.569,85.259,83.167,86.812,82.066,168.016,85.393,83.949,81.653,118.853,81.971,81.787,89.033,82.433
2007-10-01,95.98,127.47,85.10066666666667,119.625,103.78399999999999,94.574,105.26,87.822,90.663,155.902,86.879,88.167,76.477,94.836,88.2525,86.205,79.163,121.679,121.154,99.857,84.997,86.982,86.604,86.599,88.267,87.795,87.624,88.83,95.558,85.338,82.036,81.102,89.383,145.861,98.827,94.585,89.308,85.445,91.671,97.611,153.653,108.513,88.206,85.889,83.939,87.694,82.959,165.857,85.628,84.039,82.394,118.574,83.146,82.763,88.333,83.54
2008-01-01,95.778,123.612,86.11333333333334,119.289,98.0745,94.692,104.828,88.563,91.343,151.468,87.269,88.883,76.301,95.028,89.79599999999999,87.344,79.983,122.054,128.561,100.885,86.117,87.359,87.0,87.1,88.972,88.528,88.185,89.53566666666666,95.653,85.825,82.614,81.742,90.25,144.326,99.58,93.957,90.02,86.238,93.228,98.013,153.406,109.682,87.982,86.516,84.873,88.408,83.695,164.28,86.706,83.723,82.975,118.959,84.486,83.873,87.468,84.566
2008-04-01,95.271,121.725,87.2,118.511,98.601,94.549,104.459,89.47,91.919,148.376,87.589,89.675,75.639,95.156,91.72,89.108,80.557,121.338,138.979,102.142,87.198,87.678,87.34,87.435,89.763,89.342,88.662,90.12733333333334,95.76,86.295,83.315,82.823,91.832,142.641,100.143,93.125,90.999,87.017,95.272,98.31,151.862,111.026,86.281,86.982,86.219,89.269,84.38,162.081,87.355,83.395,83.671,119.612,85.669,84.733,88.041,86.362
2008-07-01,95.876,119.625,88.00233333333334,118.13,102.696,95.108,105.415,90.141,92.507,145.067,88.294,90.577,75.244,95.768,93.792,91.137,81.533,122.054,151.285,103.855,88.174,88.361,88.037,88.033,90.643,90.246,89.248,90.85166666666667,96.224,86.788,83.952,83.718,93.562,141.333,100.585,92.41,91.852,87.366,97.784,99.342,151.013,111.34,88.114,87.463,86.992,90.221,85.233,160.689,87.913,82.675,84.307,119.782,86.827,86.306,89.778,87.667
2008-10-01,95.111,117.527,87.14366666666666,117.287,105.396,95.227,108.13,89.712,91.276,141.543,88.335,89.602,72.348,96.68,94.1745,92.188,82.236,122.053,99.634,99.216,87.362,88.511,88.204,87.882,89.77,89.389,89.166,91.50766666666668,97.963,87.306,83.869,83.804,93.538,139.952,100.194,91.271,91.125,87.471,91.74,100.861,150.049,111.107,98.88,87.983,87.535,88.781,84.962,159.065,87.454,81.521,84.178,119.337,85.784,88.093,91.103,88.497
2009-01-01,95.777,115.401,86.151,116.657,105.565,95.215,107.755,88.959,89.818,138.26,88.375,88.903,69.448,95.998,93.827,91.892,82.668,122.5,80.077,97.466,86.392,88.536,88.244,87.665,89.05,88.685,88.858,91.47233333333334,97.162,88.02,83.793,83.997,93.356,137.331,99.458,91.006,90.117,87.169,89.589,100.158,147.195,111.007,98.331,89.022,87.832,88.181,85.124,156.335,86.506,80.865,84.047,118.718,84.68,87.162,95.234,88.552
2009-04-01,96.466,112.87,86.44833333333334,116.352,96.943,93.976,107.067,88.975,89.29,134.624,88.283,88.987,69.075,94.734,93.18950000000001,91.06,82.787,122.698,87.32,98.547,86.518,88.418,88.145,87.762,89.11,88.768,88.93,91.05166666666666,95.639,88.551,83.875,83.944,93.248,134.984,98.713,91.495,89.858,87.669,91.16,98.832,145.018,111.189,97.103,91.276,88.119,88.532,85.078,153.802,86.071,79.798,84.105,117.656,84.875,84.68,98.563,87.98
2009-07-01,96.66,111.21,86.90500000000002,115.46,96.67,95.099,106.011,89.247,89.109,131.108,88.363,89.335,69.878,93.736,92.61449999999999,90.544,82.786,120.892,102.106,99.76,86.895,88.474,88.226,87.94,89.438,89.12,89.058,90.65866666666666,94.36,89.107,84.263,83.917,93.518,134.1,98.543,92.458,90.302,87.635,93.147,97.71,144.642,110.729,94.382,91.94,88.594,89.142,85.92,150.18,86.049,79.235,84.47,116.786,85.317,82.497,97.534,88.891
2009-10-01,96.482,109.618,87.63766666666668,115.854,95.945,94.797,104.582,89.933,88.143,129.246,88.696,89.893,71.947,93.509,92.411,90.554,83.317,119.51,108.756,100.565,87.538,88.798,88.554,88.41,89.989,89.687,89.512,90.87933333333332,94.028,89.958,84.969,83.974,93.793,131.998,98.793,95.253,91.129,88.076,94.102,97.251,142.288,111.604,93.92,92.279,89.403,89.83,85.985,147.693,87.541,79.821,85.108,115.192,85.932,82.405,92.175,89.974
2010-01-01,96.45,109.111,88.43933333333332,115.227,95.3255,93.955,102.893,90.506,88.08,128.362,88.907,90.217,73.621,93.015,92.7015,90.929,83.484,118.345,110.402,100.71,88.282,89.018,88.783,88.728,90.32,90.026,89.797,91.20233333333333,93.588,90.494,85.416,83.981,94.012,130.302,98.47,96.244,91.563,88.897,94.539,96.589,139.896,110.397,91.649,92.548,89.924,90.177,85.846,145.352,87.99,79.949,85.534,113.819,86.789,82.747,88.374,90.413
2010-04-01,95.85,108.651,89.18033333333334,114.202,98.432,94.25,102.481,91.2,87.506,127.227,89.309,90.43,74.86,92.933,92.8355,91.214,83.865,116.875,106.735,100.118,88.91,89.431,89.202,89.054,90.542,90.258,90.08,91.745,93.585,90.982,85.896,84.07,94.356,129.082,98.728,96.024,92.089,89.883,94.119,96.645,138.243,110.561,90.739,92.616,90.549,90.317,86.383,142.613,88.808,79.388,85.969,113.17,87.373,83.232,89.231,90.907
2010-07-01,95.446,108.14,89.597,113.355,102.619,94.649,102.44,91.562,87.702,126.599,89.627,90.631,74.954,92.927,93.00399999999999,91.317,84.192,115.389,108.449,100.092,89.33,89.755,89.536,89.276,90.75,90.472,90.262,92.13166666666666,93.636,91.376,86.154,84.207,94.63,127.62,98.343,96.299,92.365,90.395,94.41,96.639,136.25,110.393,92.132,92.87,91.007,90.49,86.704,140.05,88.359,79.393,86.225,112.612,87.834,83.729,89.295,90.882
2010-10-01,95.162,107.637,90.40233333333333,113.0,107.768,94.15,102.358,92.307,88.155,125.577,90.142,91.206,75.831,93.23,93.5835,91.68,84.596,114.239,120.393,101.211,90.072,90.27,90.057,89.705,91.324,91.057,90.652,92.68833333333333,93.941,91.757,86.506,84.343,95.111,127.264,98.831,96.893,93.076,91.2,96.098,96.906,136.008,111.335,91.777,93.121,91.338,91.07,86.733,137.96,89.535,79.842,86.581,112.368,88.573,84.298,89.385,91.339
2011-01-01,95.58,106.012,91.21933333333334,113.014,107.7855,94.31,102.29,93.136,88.845,122.71,90.585,91.924,76.264,93.497,94.9105,93.099,85.045,114.117,132.158,102.789,90.945,90.71,90.51,90.211,92.04,91.798,91.148,93.38533333333334,94.182,92.103,86.923,84.691,96.12,126.92,99.578,97.864,94.151,91.608,98.284,97.2,136.398,112.732,90.544,93.543,91.62,91.835,87.163,135.54,90.75,79.999,87.01,112.59,89.474,84.638,89.92,92.843
2011-04-01,96.305,104.741,92.25,113.299,112.1565,94.3,102.637,93.979,88.889,120.519,91.244,92.785,77.121,93.973,96.077,94.527,85.773,114.615,144.077,104.52,91.933,91.363,91.171,90.823,92.894,92.674,91.769,93.87266666666666,94.61,92.67,87.505,85.107,97.061,125.623,99.918,99.214,95.047,92.361,100.577,97.721,135.128,113.845,91.423,94.132,92.158,92.738,87.762,133.341,91.454,80.289,87.57,112.492,90.562,85.742,91.249,93.533
2011-07-01,98.144,103.3,92.56866666666667,113.118,112.87950000000001,93.828,102.513,94.306,88.885,117.915,91.728,93.174,77.37,94.145,97.432,95.717,86.726,114.8,142.679,104.878,92.342,91.84,91.665,91.21,93.277,93.079,92.143,94.395,94.744,93.081,87.983,85.602,97.776,124.08,100.002,100.067,95.442,92.568,101.147,97.93,133.572,113.707,92.303,94.28,92.74,93.167,88.053,131.191,91.832,80.309,88.027,112.315,91.025,86.733,91.001,93.837
2011-10-01,99.177,102.673,92.38233333333334,112.662,110.56200000000001,93.321,102.632,94.18,88.738,116.486,91.852,93.383,77.283,94.347,97.92750000000001,96.378,87.163,114.23,142.096,105.112,92.223,91.951,91.783,91.386,93.473,93.287,92.345,94.60699999999999,94.855,93.418,88.342,85.98,97.916,122.976,99.732,100.302,95.275,92.511,101.661,98.172,132.224,114.104,93.79,94.819,93.248,93.475,88.589,129.196,91.674,80.348,88.364,111.953,90.913,87.865,91.134,94.696
2012-01-01,99.958,102.896,92.96199999999999,112.507,109.61699999999999,93.939,102.9,94.506,89.141,115.906,92.416,94.011,78.802,94.803,98.44149999999999,96.9,87.749,114.754,146.249,105.765,93.011,92.495,92.325,92.015,94.08,93.904,92.934,95.14933333333333,95.185,93.852,88.955,86.256,98.499,122.217,100.258,100.435,95.636,92.778,102.648,98.773,130.911,114.24,94.109,95.315,93.841,94.094,89.603,127.76,92.877,80.218,88.967,111.463,92.015,89.161,92.3,95.329
2012-04-01,101.032,102.324,93.03266666666667,111.846,109.236,94.215,102.845,94.715,89.063,114.732,92.777,94.22,79.427,95.082,98.8035,97.067,88.488,114.557,142.176,105.424,93.101,92.881,92.722,92.359,94.315,94.15,93.266,95.55733333333335,95.632,94.307,89.443,86.619,98.852,120.908,100.263,100.639,95.872,92.939,102.445,99.046,129.201,113.027,94.935,95.514,94.417,94.321,89.98,125.66,93.641,80.536,89.429,110.334,92.024,90.342,92.489,95.733
2012-07-01,100.6,102.329,93.31633333333333,111.203,114.1765,94.757,103.139,94.897,88.832,114.324,93.348,94.535,80.069,95.468,99.76599999999999,97.176,88.964,114.493,143.45,105.41,93.501,93.459,93.311,92.698,94.638,94.479,93.577,95.85333333333334,96.071,94.776,89.866,87.037,99.01,120.339,100.563,100.701,96.12,93.014,102.697,99.361,128.312,111.913,96.266,95.829,94.654,94.595,90.625,123.71,94.379,81.228,89.822,109.965,92.572,90.712,92.861,95.382
