Date,Accommodations (104),Air transportation (64),Alcoholic beverages purchased for off-premises consumption (5),"Audio-video, photographic, and information processing equipment services (parts of 77 and 93)",Children's and infants' clothing (12),Clothing and footwear,Commercial and vocational schools (99),Communication,Dental services (45),Durable goods,Education services,Educational books (96),Electricity (27),Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions (108)",Financial services,Financial services and insurance,Financial services furnished without payment (107),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption (4),Food furnished to employees (including military) (103),Food produced and consumed on farms (6),Food services,Food services and accommodations,Foreign travel by U.S. residents (129),Fuel oil and other fuels (29),Furnishings and durable household equipment,Furniture and furnishings (parts of 31 and 32),Gambling (91),Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils (34)",Goods,Gross output of nonprofit institutions (133),Ground transportation (63),Group housing (23),Health care,Higher education (97),Hospital and nursing home services,Hospitals (51),Household appliances (part of 33),Household consumption expenditures (for services),"Household maintenance (parts of 31, 33, and 36)",Household supplies (parts of 32 and 36),Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing (21),Insurance,Internet access (72),Jewelry and watches (part of 119),Less: Expenditures in the United States by nonresidents (130),Less: Receipts from sales of goods and services by nonprofit institutions (134),Life insurance (110),Luggage and similar personal items (part of 119),"Magazines, newspapers, and stationery (part of 90)","Membership clubs, sports centers, parks, theaters, and museums (82)",Men's and boys' clothing (11),"Motor vehicle fuels, lubricants, and fluids (59)",Motor vehicle maintenance and repair (60),Motor vehicle parts and accessories (58),Motor vehicle services,Motor vehicles and parts,Musical instruments (part of 80),Natural gas (28),Net health insurance (112),Net household insurance (111),Net motor vehicle and other transportation insurance (116),Net purchases of used motor vehicles (56),New motor vehicles (55),Nondurable goods,"Nursery, elementary, and secondary schools (98)",Nursing homes (52),Other clothing materials and footwear (13 and 17),Other durable goods,Other motor vehicle services (61),Other nondurable goods,"Other recreational services (81, 94, and part of 92)",Other services,Outpatient services,Paramedical services (46),Personal care and clothing services (14 and parts of 17 and 118),Personal care products (part of 118),Personal consumption expenditures,Pharmaceutical and other medical products (40 and 41),Physician services (44),Postal and delivery services (68),Professional and other services (121),Public transportation,Purchased meals and beverages (102),Recreation services,Recreational books (part of 90),Recreational goods and vehicles,"Recreational items (parts of 80, 92, and 93)",Rental of tenant-occupied nonfarm housing (20),Rental value of farm dwellings (22),Services,Social services and religious activities (120),"Sporting equipment, supplies, guns, and ammunition (part of 80)",Sports and recreational vehicles (79),Telecommunication services (71),Telephone and related communication equipment,Therapeutic appliances and equipment (42),Tobacco (127),Tools and equipment for house and garden (35),Transportation services,"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",Water supply and sanitation (25),Water transportation (65),Women's and girls' clothing (10)
2010-10-01,79.389,80.395,77.139,91.211,82.836,84.557,96.915,67.898,95.981,67.393,106.132,163.415,104.031,105.621,83.148,106.029,103.133,96.748,99.782,85.74,87.193,76.462,97.22,84.426,83.602,73.612,99.644,66.264,67.574,86.943,85.971,93.434,80.823,79.725,86.43,73.816,72.413,83.918,110.99,87.459,85.925,61.448,89.757,93.076,78.279,104.778,98.305,99.251,98.731,86.28,52.731,104.701,77.255,87.63,97.11,74.215,98.389,80.679,81.708,92.982,90.795,74.844,79.974,71.581,93.204,110.962,77.973,69.417,99.816,62.429,75.967,86.351,97.198,96.066,79.511,79.395,62.738,84.921,77.91,87.677,79.883,79.122,88.007,83.323,86.176,90.586,76.862,126.525,98.012,77.958,84.692,84.633,90.242,57.906,62.659,96.698,102.838,89.459,81.316,69.043,54.929,69.937,21.586,92.257,106.023,53.121,79.26,52.565,102.615,72.26,89.005
2011-01-01,80.289,81.522,77.491,90.843,84.709,85.332,95.319,69.469,95.259,67.983,105.584,161.202,101.262,100.707,84.8,107.327,104.382,97.515,101.013,85.762,87.161,78.465,86.515,85.075,84.292,72.102,91.95,66.908,68.274,85.497,86.712,92.246,80.62,80.122,86.702,74.004,73.584,84.213,110.761,87.221,85.964,62.976,89.982,93.756,79.514,101.188,98.407,98.807,98.68,86.373,54.629,104.877,73.964,87.406,97.974,76.466,99.204,79.413,82.587,92.268,90.305,74.595,79.882,71.035,94.227,99.194,77.817,69.49,99.664,58.41,77.658,86.638,96.624,94.292,80.401,79.985,63.253,85.875,76.384,88.945,80.765,79.864,89.616,84.295,86.505,91.793,78.156,117.159,100.144,78.547,85.296,83.505,88.983,59.555,63.626,97.328,102.667,89.748,81.202,70.984,54.002,71.976,22.104,92.44,104.67,52.821,79.409,54.854,102.72,65.155,89.52
2011-04-01,81.9,85.264,77.494,90.781,84.79,85.876,96.317,70.264,94.736,67.503,105.277,154.446,102.452,100.031,87.662,107.3,104.107,97.623,100.484,85.589,86.958,80.168,82.034,85.519,84.928,73.576,85.153,67.324,68.6,85.35,87.068,90.699,79.943,79.827,87.47,75.907,75.342,84.271,110.041,87.199,85.892,63.387,90.162,94.828,80.21,100.517,98.479,98.769,98.573,87.007,56.846,106.768,78.746,87.423,99.426,77.587,98.202,81.047,82.88,91.112,93.364,74.473,81.458,67.67,96.302,92.592,78.479,69.225,99.269,53.759,74.211,86.455,96.414,94.546,81.608,80.796,62.59,86.007,76.383,88.56,80.913,80.233,87.938,85.193,86.594,91.221,78.304,114.622,99.594,81.652,85.699,84.069,86.173,60.839,64.083,98.012,102.502,90.047,83.062,72.746,53.885,72.423,22.732,92.598,106.433,54.968,81.537,56.584,102.079,68.573,89.948
2011-07-01,81.539,87.784,78.372,92.045,81.132,84.662,92.326,70.997,94.272,68.102,103.752,156.034,102.44,103.39,92.137,111.146,106.157,98.971,100.568,85.259,86.421,81.051,80.144,86.146,85.392,73.898,87.762,67.541,69.151,85.022,85.39,90.884,78.373,79.856,87.673,75.83,77.788,83.994,109.208,86.479,85.027,63.29,90.365,96.665,80.331,103.126,98.5,99.174,98.386,87.365,59.404,106.786,80.694,86.105,101.678,79.101,96.883,81.002,81.315,91.12,94.51,75.368,82.398,67.815,94.143,106.727,78.43,68.634,98.582,51.904,75.462,86.16,95.079,94.625,82.048,81.819,63.206,85.877,77.366,87.782,81.127,80.636,88.809,86.215,86.858,91.367,78.541,112.167,97.532,83.275,86.318,84.381,86.797,62.001,64.323,98.73,102.387,90.439,81.565,74.111,54.193,72.648,23.878,93.739,102.281,56.012,82.724,57.955,102.624,70.582,88.448
2011-10-01,82.429,86.368,78.771,90.394,79.404,85.015,94.469,69.834,94.751,69.734,103.608,145.507,97.275,99.972,89.61,111.501,105.739,98.433,99.3,85.145,86.219,81.091,80.085,86.281,85.652,75.62,83.245,68.555,70.131,85.631,85.419,90.438,79.958,80.433,88.071,76.646,80.915,84.777,108.286,87.509,86.282,64.092,90.39,96.633,80.378,100.427,98.487,98.766,98.139,86.67,59.536,103.379,79.101,87.537,101.969,79.421,96.823,78.675,81.238,90.967,94.864,76.162,82.73,71.164,95.592,109.067,77.445,67.696,97.575,51.04,82.365,86.14,95.303,94.407,83.576,81.001,63.494,85.995,77.714,87.935,81.634,81.702,87.817,85.779,87.008,92.053,78.708,108.632,96.777,82.554,86.456,83.307,79.759,63.314,64.948,99.498,102.301,90.352,82.871,74.98,55.474,71.138,26.076,92.375,100.355,56.969,82.676,59.978,101.811,66.449,88.76
2012-01-01,83.477,85.229,79.895,92.634,77.026,86.067,94.195,69.961,95.688,71.439,102.757,145.658,94.011,91.652,92.061,117.584,107.796,98.841,97.073,85.702,86.68,80.479,80.446,86.922,86.359,77.805,67.366,69.666,71.896,86.654,86.218,89.845,79.722,81.452,89.921,75.744,84.437,85.949,107.13,88.767,87.664,63.777,90.706,97.607,81.667,94.446,98.477,97.886,97.882,84.799,62.147,104.908,80.994,89.174,101.266,80.817,95.119,79.174,82.202,91.486,92.188,76.381,81.747,73.506,102.264,83.505,74.869,66.507,96.311,52.153,86.127,86.769,94.982,94.968,85.556,82.694,65.099,87.098,79.073,88.578,82.708,83.015,87.104,87.064,87.635,92.974,79.66,105.775,100.329,81.557,87.137,84.468,78.736,64.777,66.505,100.31,102.203,90.762,84.428,76.837,58.988,70.489,27.758,93.959,101.948,58.797,81.691,60.983,101.913,67.578,89.857
2012-04-01,85.36,84.968,80.792,93.918,74.801,84.516,88.79,70.196,94.974,71.574,101.061,146.843,101.484,99.962,96.486,113.288,105.962,97.003,97.847,86.195,87.103,79.789,82.632,87.126,86.84,77.983,78.05,68.98,71.236,85.923,84.877,90.513,78.681,81.438,89.801,77.339,87.092,85.675,106.163,87.925,86.684,62.867,90.762,97.517,82.281,100.283,98.527,98.776,97.739,82.977,64.174,105.618,82.223,87.461,99.252,80.319,92.767,81.954,81.809,91.421,95.808,76.222,84.48,73.395,101.092,94.871,72.822,65.68,95.296,52.359,85.808,86.67,94.791,94.902,83.232,83.267,66.436,86.652,80.198,87.574,83.069,83.296,91.304,86.782,87.789,92.229,80.29,101.728,96.36,82.056,87.371,85.759,78.369,65.626,67.01,101.006,102.096,91.009,82.05,76.908,57.631,70.296,30.21,92.338,100.155,58.781,83.604,62.639,101.375,73.219,88.046
2012-07-01,86.231,84.458,79.89,94.663,74.93,85.795,89.704,70.659,93.004,72.502,100.601,141.385,100.73,102.659,97.203,112.331,105.563,96.264,98.038,86.299,87.378,79.064,82.708,87.421,87.228,77.682,84.424,69.224,71.474,87.477,86.215,89.951,78.389,81.796,90.984,77.826,88.634,85.685,105.395,88.695,87.508,63.594,90.813,98.419,83.233,102.006,98.662,99.142,97.749,81.763,65.549,108.279,81.495,88.806,97.024,80.88,92.392,81.165,82.08,90.363,94.688,76.3,84.405,74.041,94.694,110.094,71.789,65.373,94.677,54.523,85.618,86.713,93.934,95.368,84.301,84.963,67.969,86.42,80.922,87.379,82.228,83.005,89.504,86.776,87.967,91.35,79.348,99.834,94.23,81.928,87.7,86.139,76.576,67.053,68.455,101.564,102.018,91.088,83.303,78.001,58.097,70.554,32.782,92.879,96.688,58.711,83.511,64.755,100.639,74.462,90.197
2012-10-01,87.404,85.266,80.462,96.504,76.437,85.109,88.741,71.026,91.572,74.146,100.014,137.195,99.017,98.112,100.725,111.306,104.831,95.575,97.626,86.496,87.511,78.602,84.294,88.042,87.939,75.288,76.789,70.164,72.575,86.561,85.6,88.995,78.629,82.378,91.165,77.032,89.033,86.094,104.755,88.245,87.039,64.052,90.889,101.481,83.89,98.73,98.876,98.852,97.908,81.13,67.625,109.481,83.996,87.831,95.006,81.643,93.918,83.913,82.097,89.884,93.245,76.507,84.439,76.598,97.102,95.389,71.553,65.581,94.444,56.117,89.498,86.715,93.999,95.031,83.367,85.827,70.297,86.956,79.707,87.114,83.602,84.225,90.475,87.182,88.318,92.075,81.403,98.41,95.798,82.277,88.357,87.243,76.48,68.546,68.829,101.977,101.95,91.313,83.306,79.145,58.852,70.381,34.483,92.839,97.257,60.469,83.661,66.627,100.529,78.526,88.917
2013-01-01,88.004,87.833,80.679,95.523,78.914,86.323,89.2,70.976,90.437,76.008,99.67,135.386,101.618,104.727,97.187,112.323,105.789,96.649,98.531,87.043,88.112,78.918,90.163,89.045,88.876,73.73,78.838,71.734,73.958,88.176,86.832,91.013,78.99,83.883,90.677,79.334,90.467,85.708,104.278,88.5,87.136,66.468,91.121,100.538,85.364,103.364,99.249,99.842,98.418,82.337,67.961,109.856,90.054,88.402,94.903,82.845,92.918,83.782,83.642,91.906,93.475,78.41,85.058,78.329,96.256,115.976,73.639,67.329,94.536,59.23,90.265,88.027,93.241,96.176,84.522,86.716,71.52,88.731,80.932,85.455,82.495,83.825,89.592,88.858,88.892,93.572,79.872,98.739,92.986,84.739,89.383,87.521,78.32,71.226,71.09,101.923,101.425,91.382,85.599,84.279,62.927,70.154,35.766,93.786,101.452,62.694,84.957,68.471,100.283,80.279,89.799
2013-04-01,87.489,91.864,80.473,95.495,80.715,86.808,91.324,73.159,92.705,76.379,100.014,128.894,99.125,101.099,97.358,110.605,105.049,96.695,98.897,87.132,88.246,79.707,97.841,87.92,87.85,73.427,82.17,72.683,74.356,88.119,87.217,92.111,79.382,84.065,91.417,80.136,92.996,86.472,103.962,89.124,88.054,68.556,91.42,101.62,84.455,100.76,99.525,99.699,98.831,83.518,69.452,106.099,89.037,89.34,95.641,82.391,91.742,83.224,82.562,92.848,94.103,79.886,86.452,78.7,96.283,108.358,75.215,69.928,94.823,58.671,90.909,88.106,94.135,95.136,85.368,85.723,74.111,88.173,80.521,86.579,83.415,84.438,88.925,88.575,89.146,93.721,80.695,97.66,96.101,87.382,88.194,87.244,78.297,71.772,71.463,101.769,100.859,91.675,84.503,81.31,65.844,72.797,36.904,94.057,96.22,64.912,86.809,69.397,100.242,72.54,90.925
2013-07-01,87.962,92.725,81.872,95.62,82.756,86.735,89.921,74.759,92.806,77.076,99.947,125.645,96.735,96.034,97.518,108.44,103.497,96.196,98.04,88.065,89.097,80.546,104.066,88.258,88.211,73.858,79.009,74.423,75.65,88.95,86.86,92.381,82.48,84.75,91.479,80.645,95.854,86.749,103.612,89.521,88.423,70.616,91.611,102.162,85.623,97.09,99.678,99.294,99.018,84.57,70.924,103.695,89.88,89.37,94.808,83.936,92.63,85.284,83.158,93.369,95.007,81.678,87.649,78.304,97.04,94.057,77.158,72.819,95.287,57.69,90.24,88.783,96.769,95.693,86.301,85.978,75.768,89.082,81.194,87.452,83.557,85.18,90.583,88.984,89.509,94.959,80.477,97.246,96.051,88.128,88.515,88.344,79.281,73.159,72.283,101.814,100.536,91.865,86.193,81.598,69.154,74.565,39.53,94.421,96.591,66.897,87.841,70.626,100.033,73.534,89.674
2013-10-01,90.351,92.83,83.047,95.277,83.24,87.235,89.522,75.864,92.184,77.866,99.206,124.48,103.549,102.647,97.505,108.427,103.502,97.027,98.066,88.904,89.877,81.308,107.898,89.535,89.67,75.724,93.633,75.111,76.544,90.525,86.926,93.392,83.147,85.588,92.251,83.389,99.013,87.683,103.073,90.39,89.261,70.552,92.406,103.753,86.395,101.829,99.671,99.982,98.942,86.635,71.989,107.508,91.682,90.411,95.504,84.346,91.712,85.342,84.13,93.364,93.021,83.935,87.157,78.399,94.878,99.982,80.221,75.983,95.895,57.22,90.056,89.643,94.807,96.737,88.357,88.606,77.641,90.037,81.886,88.066,84.564,86.119,92.216,89.557,90.297,95.946,81.876,96.553,97.612,89.265,89.81,88.776,81.396,74.01,74.43,102.025,100.419,92.625,85.88,82.498,68.448,75.795,43.779,95.414,96.816,67.954,87.95,71.808,100.11,79.316,89.125
2014-01-01,91.229,95.15,83.894,96.491,82.778,87.508,90.496,78.317,91.838,79.17,98.865,123.071,107.016,108.488,96.481,105.514,101.131,96.473,96.304,89.543,90.481,82.065,105.664,89.499,89.784,78.458,97.58,75.808,77.257,88.793,87.094,92.709,82.107,86.231,90.935,84.384,102.194,87.034,102.393,89.443,88.168,71.981,92.616,105.61,86.542,106.003,99.5,100.454,98.621,88.86,74.143,109.702,90.714,88.994,96.402,83.827,91.358,88.442,85.156,92.323,95.987,83.565,89.589,80.108,96.7,114.047,83.464,79.273,96.574,58.555,92.615,89.93,94.287,96.621,89.002,89.794,79.221,90.414,83.084,88.975,84.255,85.63,92.654,89.172,90.622,97.019,81.684,98.018,94.231,91.14,89.747,89.917,81.063,75.367,75.157,102.333,100.44,92.782,86.477,82.618,71.855,78.42,48.218,93.633,95.633,69.029,90.178,73.08,100.063,81.885,88.842
2014-04-01,90.829,94.235,85.465,96.313,84.199,89.731,94.296,80.089,92.204,82.126,99.159,122.279,98.501,100.871,97.757,105.122,100.714,97.028,95.855,89.716,90.419,83.232,105.792,90.99,90.966,76.939,86.652,79.397,80.114,90.097,89.464,92.33,86.375,87.851,92.525,85.877,104.249,88.633,101.774,90.997,89.87,76.536,93.058,107.62,88.281,100.651,99.358,99.542,98.353,90.921,75.586,111.048,92.789,90.69,97.454,85.278,91.283,85.926,87.595,92.742,95.498,84.818,90.464,83.753,102.728,109.348,86.395,82.15,97.175,63.289,96.238,90.847,94.179,97.325,90.691,92.079,82.266,92.116,84.935,89.487,85.905,87.932,92.517,91.045,91.492,98.589,83.206,99.651,95.189,91.025,91.249,89.484,82.518,77.263,78.243,102.593,100.464,93.26,88.251,84.953,73.62,80.332,53.188,95.206,95.811,73.814,90.689,74.838,100.407,79.972,91.288
2014-07-01,91.78,93.388,86.515,97.523,86.56,90.478,94.3,81.517,93.391,83.55,98.989,121.05,95.228,96.607,97.912,106.23,101.877,98.274,97.076,90.252,90.867,84.475,110.546,92.102,92.052,76.639,84.652,80.863,81.943,91.194,90.697,92.857,86.305,88.844,93.636,88.646,104.944,90.238,101.467,92.582,91.504,77.794,93.945,108.011,89.478,97.485,99.232,98.966,98.149,92.296,77.81,110.729,93.718,92.13,97.823,85.157,92.249,88.153,88.503,93.464,96.377,84.875,92.087,84.799,97.997,101.831,88.434,84.511,97.684,66.793,95.978,91.615,94.36,98.633,89.705,93.401,85.087,93.221,86.2,90.909,87.531,89.186,93.846,91.164,92.397,99.547,85.158,99.367,99.345,91.551,92.357,91.052,85.339,79.178,80.151,102.719,100.485,94.116,90.682,87.264,75.819,81.559,58.506,96.085,97.301,75.404,91.904,76.617,99.999,85.9,92.581
2014-10-01,92.259,92.936,87.581,98.3,87.946,92.224,95.352,84.957,94.266,85.164,98.745,117.776,102.505,103.104,96.642,104.617,102.118,98.786,99.387,90.837,91.369,85.86,115.547,93.724,93.484,79.766,89.501,82.404,83.599,92.588,92.745,94.917,88.635,90.116,94.676,89.799,104.218,91.848,100.751,94.529,93.647,79.189,95.002,108.65,90.808,101.965,99.16,99.561,98.046,93.236,80.104,111.597,94.816,93.973,99.122,87.189,92.182,89.676,90.842,95.325,95.987,86.571,91.986,86.48,94.519,105.728,89.35,86.321,98.069,71.751,95.548,92.707,94.52,99.462,90.395,95.399,85.458,94.155,88.096,92.233,88.754,90.371,96.315,92.389,93.461,100.083,86.479,100.223,97.407,91.702,93.986,92.398,85.408,80.573,81.993,102.747,100.47,95.074,91.514,88.875,74.988,85.668,64.977,96.477,97.84,75.856,91.896,78.79,99.525,87.725,94.533
2015-01-01,94.034,92.946,89.492,99.871,89.228,92.871,95.146,84.113,93.288,86.792,98.741,112.876,106.039,108.823,94.691,104.102,103.258,99.778,102.361,91.547,91.871,87.527,130.321,94.456,94.388,81.038,108.244,83.82,84.943,93.452,93.292,97.806,89.461,91.282,95.057,91.609,102.284,92.933,100.624,95.839,95.253,81.404,95.604,106.949,91.5,105.349,99.149,100.041,98.049,93.991,83.049,113.971,98.009,95.177,100.752,87.253,92.669,90.833,90.838,96.985,95.347,87.576,92.333,89.061,96.669,119.431,89.875,87.627,98.269,75.167,98.059,93.63,95.252,99.1,91.405,96.689,87.396,94.708,87.196,91.41,89.579,90.716,94.748,92.806,94.178,100.095,88.005,99.382,96.894,92.453,94.687,93.345,84.964,81.285,83.325,102.706,100.38,95.565,92.554,89.909,79.289,83.236,65.994,98.266,98.961,76.858,92.391,78.503,97.286,92.693,95.327
2015-04-01,95.951,92.459,90.569,101.865,89.362,93.846,97.482,86.279,93.974,88.542,99.168,110.169,100.441,100.958,95.094,103.722,104.299,100.496,104.972,91.962,92.176,89.049,131.28,95.574,95.638,84.981,93.071,85.622,86.483,94.213,94.23,97.865,90.811,92.258,95.15,91.91,100.497,93.64,100.616,96.051,95.455,83.936,96.093,106.112,91.763,99.721,99.198,99.266,98.12,94.194,87.332,116.287,100.627,95.164,100.074,89.746,92.321,91.318,91.749,98.235,96.465,90.687,93.957,91.695,98.95,103.108,90.47,88.902,98.255,78.346,100.198,94.195,95.256,99.369,92.517,98.309,89.839,95.417,88.017,92.754,90.852,92.01,96.12,93.842,94.827,100.707,89.396,99.674,99.709,92.45,95.792,94.312,84.54,81.885,85.099,102.697,100.295,96.05,92.415,94.231,79.966,84.636,70.466,97.274,99.315,79.155,93.422,78.111,97.022,101.03,96.382
2015-07-01,96.413,93.377,92.116,101.293,87.979,94.626,96.572,86.124,95.963,89.7,99.0,110.904,100.522,100.902,97.479,101.061,102.993,99.898,105.138,92.457,92.497,90.502,131.171,95.722,95.838,87.266,94.833,87.91,89.255,93.79,94.958,99.059,91.164,93.304,95.498,90.598,99.167,95.01,100.262,96.165,95.582,85.229,96.487,105.553,92.992,99.569,99.32,99.349,98.266,94.732,88.006,114.074,100.958,94.794,99.678,90.72,92.874,91.811,93.21,99.392,95.476,92.003,94.283,91.906,101.276,102.54,91.625,90.263,98.032,78.227,100.292,95.182,96.68,99.408,93.479,99.003,92.318,96.9,89.059,93.108,93.667,94.13,95.964,95.663,95.494,102.205,92.836,100.846,100.296,92.426,95.898,94.368,87.064,83.584,87.144,102.753,100.248,96.53,93.126,95.437,83.375,84.033,74.579,98.528,99.645,82.685,93.621,79.348,96.64,94.436,96.924
2015-10-01,95.008,95.051,92.514,104.375,88.534,94.978,97.65,87.811,96.216,90.279,99.2,110.124,97.142,96.321,99.927,102.814,103.407,99.978,104.1,92.735,92.754,91.809,131.322,96.773,96.482,91.488,87.014,89.54,90.763,96.019,94.993,98.88,93.028,93.741,96.473,90.35,98.267,95.052,100.243,96.377,95.865,86.359,96.757,104.388,93.606,96.336,99.503,99.051,98.475,94.275,92.608,112.976,101.239,95.247,94.247,92.488,94.121,94.074,92.646,99.739,96.418,92.75,95.402,90.968,106.235,93.2,93.238,91.682,97.565,80.79,96.653,95.543,96.77,99.223,94.93,99.685,93.73,97.51,91.189,93.51,93.513,94.83,95.399,95.879,95.883,102.882,92.051,102.55,97.23,93.371,96.94,96.81,88.071,85.272,87.866,102.864,100.206,96.895,93.389,95.911,87.374,84.46,77.543,99.225,100.346,85.488,94.677,80.678,96.472,93.848,97.267
2016-01-01,94.483,94.186,93.337,105.419,92.088,96.775,97.685,90.54,97.442,91.481,99.369,109.93,98.208,97.704,99.54,102.017,101.342,98.054,100.7,93.82,93.886,92.915,126.148,97.361,96.886,91.292,96.57,91.19,91.521,97.206,96.884,100.26,93.743,94.742,97.487,93.332,97.751,96.737,100.087,97.859,97.48,90.205,97.391,103.248,94.158,97.331,99.718,99.382,98.729,92.582,95.267,107.725,99.811,96.756,85.319,93.613,95.466,93.81,95.328,100.527,98.502,93.523,96.944,91.603,104.282,95.801,94.155,93.131,96.947,86.06,94.366,96.436,98.394,99.957,96.4,98.95,94.384,97.736,91.018,95.011,95.432,95.982,96.944,96.488,96.607,101.863,94.613,106.037,98.943,94.112,97.511,97.256,90.7,87.807,89.575,102.967,100.137,97.485,94.201,99.41,88.872,87.143,81.137,99.634,101.323,88.728,95.931,83.289,96.532,103.499,98.446
2016-04-01,95.637,95.157,95.214,104.038,95.596,96.725,101.923,90.905,97.676,92.257,100.339,108.733,102.128,101.933,98.188,100.392,99.75,96.828,99.121,95.572,95.62,93.985,120.419,97.274,97.005,93.404,100.994,92.282,92.984,96.52,96.627,100.03,94.564,95.566,98.64,93.655,97.547,98.1,100.162,99.526,99.162,90.862,97.781,103.423,95.979,100.331,99.844,99.912,98.952,91.949,94.934,104.927,99.942,98.801,79.517,94.786,96.526,93.625,95.245,99.964,98.143,93.853,96.935,91.809,101.707,101.249,95.48,94.641,96.83,83.838,96.039,97.285,99.286,101.538,97.062,97.939,94.943,98.34,91.03,95.447,96.446,96.539,95.529,97.124,97.086,101.179,96.098,104.173,98.151,94.505,97.385,96.668,95.899,89.983,92.842,102.781,100.081,97.799,95.074,99.904,88.713,87.966,81.607,98.628,100.871,88.998,96.065,86.456,96.754,90.398,97.608
2016-07-01,96.793,95.177,96.816,103.569,95.75,97.902,97.937,93.375,96.757,94.621,99.708,105.109,105.795,104.448,101.796,102.385,100.575,97.448,98.761,96.368,96.282,95.336,116.663,97.586,97.457,94.37,97.484,94.189,94.75,97.051,97.71,100.268,95.87,96.587,99.342,93.054,97.661,97.635,100.113,98.864,98.544,93.709,98.151,101.693,95.725,102.258,99.938,100.263,99.213,92.224,96.949,102.61,100.526,98.463,77.941,98.896,97.386,96.654,95.723,100.458,99.949,95.633,98.924,95.29,96.507,99.292,96.393,96.239,97.381,87.894,99.656,97.595,100.072,100.63,98.565,98.57,97.229,97.871,93.488,96.382,96.209,97.094,97.775,97.12,97.761,99.19,95.513,105.006,96.99,94.247,97.662,98.121,95.516,92.062,94.178,102.328,100.066,98.31,97.749,99.523,90.392,90.744,86.95,98.746,101.19,90.657,97.25,89.813,97.339,88.287,99.186
2016-10-01,95.301,96.439,97.203,103.085,96.696,97.328,97.991,95.094,97.271,96.106,99.895,100.927,101.114,100.038,101.98,101.173,99.854,97.714,98.532,97.57,97.624,96.864,114.625,98.449,97.93,90.911,96.7,95.059,94.868,97.345,97.384,99.211,97.193,97.202,100.242,94.77,98.066,98.806,100.155,99.81,99.66,95.248,98.614,100.344,96.725,99.507,99.962,99.901,99.476,94.128,98.858,103.062,98.985,99.619,83.141,97.035,96.707,99.104,96.546,99.384,100.332,98.507,99.73,97.643,95.616,95.958,97.104,97.893,98.578,94.225,99.431,97.756,100.988,100.636,97.136,98.474,98.729,97.661,95.836,96.749,97.643,98.086,96.595,97.033,98.265,98.385,97.444,104.91,99.576,95.739,98.502,99.274,95.001,93.649,95.09,101.565,100.058,98.761,97.301,99.69,90.605,92.499,87.927,98.948,101.573,93.604,98.301,92.57,98.303,92.334,97.986
2017-01-01,97.738,96.336,97.726,101.94,98.461,98.847,97.873,96.406,99.437,96.878,99.786,101.063,94.216,93.288,101.411,102.172,101.199,99.248,100.231,98.599,98.746,98.453,103.023,100.118,99.728,95.971,93.249,96.485,96.159,99.487,98.841,99.079,96.353,98.077,100.303,96.025,98.704,99.597,100.156,99.76,99.74,97.386,99.37,100.11,97.704,95.077,99.906,99.235,99.706,95.967,99.595,100.3,96.152,99.906,92.689,99.034,97.207,101.032,98.28,99.491,98.35,98.184,98.776,97.03,97.258,89.841,95.686,99.445,100.138,95.249,97.747,98.683,100.453,99.868,98.864,98.421,99.481,98.582,98.717,99.003,99.408,99.264,98.841,98.13,99.021,99.084,99.494,101.814,100.079,96.119,100.174,100.599,97.674,96.219,96.615,100.564,100.021,99.459,99.468,99.846,95.4,94.411,92.801,98.352,102.405,96.759,97.824,95.173,99.059,92.141,99.236
2017-04-01,98.829,97.989,99.542,101.175,100.516,99.579,99.143,100.784,99.626,98.112,100.045,102.492,101.743,101.226,100.804,100.175,100.245,99.724,100.317,99.385,99.357,99.807,100.382,99.545,99.43,96.449,100.98,97.951,97.6,99.671,99.865,100.623,98.249,99.118,99.378,98.286,99.483,99.19,100.274,98.95,98.991,98.973,99.642,99.607,99.058,100.869,99.933,100.064,99.939,98.827,100.837,97.923,100.711,98.864,100.358,99.465,98.373,100.79,100.0,100.598,98.693,98.786,98.94,97.12,98.645,99.339,97.348,100.335,100.825,97.478,96.417,99.625,100.143,98.722,98.595,98.671,99.346,99.571,100.224,99.7,99.469,99.503,100.366,99.307,99.512,100.474,99.41,99.694,100.428,98.128,99.536,100.534,102.589,99.358,98.537,99.91,99.992,99.693,100.176,98.271,100.634,100.838,99.173,98.321,99.149,97.734,98.65,98.941,100.06,99.471,99.704
