Date,Administrative expenses,Benefits paid,Budget outlays,Budget receipts,Budget surplus or deficit (-) (1-19),Capital transfers paid,Capital transfers received,Contributions accrued (employer),Contributions received by federal employee pension and insurance funds,Current surplus of government enterprises,Current transfer payments,Deposit insurance,"Equals: Federal government current expenditures, NIPAs","Equals: Federal government current receipts, NIPAs","Equals: Federal government saving, national income and product accounts (18-47)",Excise taxes,Federal and state unemployment insurance taxes,Federal employee pension and insurance fund transactions,Financial transactions,Financing disbursements from credit programs,Interest accrued,Interest payments,Interest receipts,Less: Coverage differences,Less: Federal employee retirement plans (3-21),Less: Net capital transfers received (4-29),Less: Netting and grossing differences,Less: Other coverage differences (5+6-26-27-30-35-36),Less: Timing differences (42-12),Loan disbursements less loan repayments and sales,Net investment,Net purchases of foreign currency,Net purchases of nonproduced assets,Other,Other differences in funds covered,Plus: Net investment (28),Plus: Timing differences,Purchases (increase in payables net of advances),Supplementary medical insurance premiums,Taxes on corporate income,Withheld personal income tax and social security contributions
1968-01-01,1.0,1076.0,44867.0,36142.0,-8725.0,1233.0,669.0,-2049.0,321.0,259.0,114.0,0.0,43940.0,38440.0,-5500.0,-40.0,325.0,-3518.0,1441.0,,-2546.0,-552.0,-607.0,1253.0,3839.0,-564.0,-1010.0,-1644.0,-2937.0,2646.0,1919.0,261.0,-528.0,-118.85714285714286,-410.0,1919.0,928.5,-88.0,,1388.0,130.0
1968-04-01,1.0,1132.0,47438.0,50348.0,2910.0,1202.0,1046.0,-2089.0,379.0,260.0,86.0,0.0,45791.0,42246.0,-3545.0,112.0,-69.0,-3656.0,1487.0,,-2700.0,1169.0,-638.0,1765.5,4035.0,-156.0,-891.0,-2775.0,7210.0,2816.0,1859.0,170.0,-225.0,-6.142857142857143,-453.0,1859.0,-4000.0,-1640.0,,-4009.0,-4252.0
1968-07-01,1.0,1174.0,46832.0,43647.0,-3185.0,1765.0,688.0,-2152.0,359.0,355.0,60.0,0.0,47929.0,43919.0,-4009.0,-172.0,-194.0,-3703.0,471.5,,-2726.0,-217.0,-667.0,792.5,4062.0,-1077.0,-875.0,-743.0,282.0,925.0,1699.0,61.0,-222.0,18.428571428571427,-532.0,1699.0,602.0,851.0,,-120.0,283.0
1968-10-01,1.0,1211.0,46354.0,39234.0,-7120.0,1793.0,725.0,-2252.0,371.0,151.0,37.0,0.0,46668.0,45972.0,-696.0,-35.0,-59.0,-3771.0,755.5,,-2731.0,71.0,-703.0,763.0,4142.0,-1068.0,-1089.0,-986.0,-7028.0,1624.0,1484.0,66.0,61.0,-104.71428571428571,-534.0,1484.0,3200.0,-404.0,,1376.0,4776.0
1969-01-01,1.0,1238.0,46131.0,44162.0,-1969.0,1269.0,813.0,-2176.0,372.0,311.0,16.0,0.0,46556.0,45784.0,-772.0,110.0,334.0,-3743.0,453.0,,-2806.0,-199.0,-514.0,873.5,4115.0,-456.0,-1188.0,-696.0,-2350.0,884.0,1810.0,36.0,11.0,-47.857142857142854,-562.0,1810.0,709.0,-359.0,,196.0,537.0
1969-04-01,1.0,1298.0,45231.0,60749.0,15518.0,1298.0,1258.0,-2105.0,348.0,330.0,21.0,0.0,48613.0,49609.0,996.0,119.0,-65.0,-3867.0,-72.0,,-3061.0,477.0,-574.0,-861.0,4215.0,-40.0,-745.0,1676.0,9847.0,-231.0,1177.0,181.0,44.0,-203.57142857142858,-581.0,1177.0,-5485.0,-1233.0,,-6596.0,-4623.0
1969-07-01,1.0,1325.0,50417.0,47956.0,-2461.0,1554.0,731.0,-2312.0,432.0,426.0,64.0,0.0,51589.0,47618.0,-3971.0,-108.0,-181.0,-4208.0,410.0,,-3222.0,-754.0,-554.0,-52.0,4640.0,-823.0,-663.0,-65.0,-968.0,791.0,1274.0,59.0,30.0,-59.0,-611.0,1274.0,-297.5,-120.0,,-49.0,-260.0
1969-10-01,2.0,1397.0,48501.0,42877.0,-5624.0,1739.0,761.0,-2239.0,392.0,196.0,95.0,0.0,50225.0,48823.0,-1401.0,-209.0,-53.0,-4281.0,930.5,,-3441.0,155.0,-688.0,280.0,4673.0,-978.0,-1064.0,-1186.0,-6083.0,1924.0,649.0,59.0,19.0,-78.14285714285714,-656.0,649.0,3051.0,-55.0,,464.0,5062.0
1970-01-01,1.0,1470.0,47821.0,44355.0,-3466.0,1171.0,873.0,-2306.0,440.0,471.0,75.0,0.0,51453.0,45466.0,-5987.0,129.0,414.0,-4615.0,319.5,,-3780.0,-741.0,-595.0,-498.5,5055.0,-298.0,-1028.0,-105.0,-1180.0,600.0,951.0,101.0,-23.0,-104.42857142857143,-720.0,951.0,845.0,933.0,,-515.0,543.0
1970-04-01,2.0,1494.0,49849.0,58555.0,8706.0,1185.0,1275.0,-2413.0,502.0,685.0,104.0,0.0,55218.0,48007.0,-7211.0,146.0,-167.0,-5098.0,164.0,,-4181.0,1351.0,-659.0,-937.0,5600.0,90.0,-917.0,514.0,10479.0,303.0,766.0,86.0,-80.0,-129.42857142857142,-735.0,766.0,-4443.5,-825.0,,-6295.0,-4259.0
1970-07-01,2.0,1592.0,54264.0,46505.0,-7759.0,1387.0,750.0,-2455.0,463.0,760.0,91.0,0.0,57762.0,45890.0,-11871.0,-118.0,-217.0,-5191.0,4.0,,-4330.0,-935.0,-614.0,-1529.5,5654.0,-637.0,-420.0,921.0,-1311.0,-27.0,515.0,38.0,-31.0,-73.85714285714286,-799.0,515.0,-508.5,-194.0,,345.0,-768.0
1970-10-01,2.0,1679.0,49919.0,41057.0,-8862.0,1517.0,784.0,-2613.0,494.0,550.0,35.0,0.0,55514.0,45765.0,-9748.0,-75.0,-104.0,-5333.0,216.5,,-4401.0,953.0,-741.0,-1331.5,5827.0,-733.0,-879.0,650.0,-4263.0,500.0,595.0,64.0,-135.0,-140.85714285714286,-856.0,595.0,2941.0,27.0,,249.0,4114.0
1971-01-01,2.0,1692.0,52307.0,44107.0,-8200.0,1144.0,876.0,-2742.0,482.0,772.0,68.0,0.0,57845.0,45023.0,-12822.0,-41.0,581.0,-5563.0,715.5,,-4515.0,-952.0,-586.0,-1690.5,6045.0,-268.0,-756.0,131.0,-1557.0,1505.0,-271.0,40.0,-583.0,-144.57142857142858,-910.0,-271.0,780.5,793.0,,1544.0,-1405.0
1971-04-01,2.0,1747.0,54935.0,56723.0,1788.0,1465.0,1319.0,-2873.0,514.0,641.0,22.0,0.0,61019.0,48681.0,-12338.0,-147.0,-335.0,-5879.0,244.5,,-4755.0,955.0,-718.0,-1775.0,6393.0,-146.0,-873.0,469.0,7055.0,428.0,-356.0,64.0,46.0,-80.14285714285714,-1031.0,-356.0,-3626.5,-1391.0,,-3758.0,-3750.0
1971-07-01,2.0,1895.0,56334.0,48559.0,-7775.0,1620.0,892.0,-2901.0,499.0,902.0,89.0,0.0,61860.0,47550.0,-14310.0,-542.0,-304.0,-5665.0,242.5,,-4661.0,-1122.0,-682.0,-1593.0,6164.0,-728.0,-547.0,452.0,568.0,533.0,-80.0,26.0,58.0,-100.42857142857143,-956.0,-80.0,118.5,1339.0,,976.0,-1143.0
1971-10-01,2.0,1916.0,55223.0,44621.0,-10602.0,1720.0,1501.0,-2964.0,505.0,468.0,194.0,0.0,60877.0,49454.0,-11423.0,-609.0,-136.0,-5788.0,911.5,,-4742.0,1032.0,-883.0,-868.0,6293.0,-219.0,-1213.0,-759.0,-5053.0,1780.0,-559.0,36.0,40.0,-177.28571428571428,-914.0,-559.0,3162.5,-148.0,,754.0,4826.0
1972-01-01,2.0,1953.0,58559.0,48071.0,-10488.0,1201.0,1813.0,-3004.0,554.0,608.0,118.0,0.0,64172.0,49988.0,-14185.0,930.0,1409.0,-5966.0,457.5,,-4917.0,-1086.0,-675.0,-1450.5,6520.0,612.0,-910.0,314.0,-4036.0,815.0,-287.0,41.0,65.0,-80.71428571428571,-1243.0,-287.0,1404.5,178.0,,118.0,127.0
1972-04-01,2.0,2018.0,61760.0,67398.0,5638.0,1260.0,1219.0,-2980.0,540.0,572.0,-84.0,0.0,67346.0,55296.0,-12050.0,136.0,-509.0,-6079.0,125.0,,-5119.0,1088.0,-725.0,-1622.0,6619.0,-41.0,-1309.0,750.0,10592.0,116.0,232.0,35.0,62.0,-80.28571428571429,-1062.0,232.0,-6189.5,-2394.0,,-6054.0,-5879.0
1972-07-01,2.0,2184.0,57644.0,55603.0,-2041.0,1877.0,1072.0,-2952.0,544.0,636.0,172.0,0.0,66730.0,55444.0,-11286.0,-166.0,-531.0,-5911.0,173.0,,-5145.0,-1130.0,-711.0,-2782.0,6455.0,-805.0,-847.0,2676.0,361.0,490.0,-558.0,2.0,-92.0,-165.0,-2413.0,-558.0,834.5,1905.0,,615.0,-159.0
1972-10-01,2.0,2252.0,60942.0,50458.0,-10484.0,1713.0,1257.0,-2941.0,518.0,561.0,-19.0,0.0,69771.0,58281.0,-11490.0,-38.0,-198.0,-5880.0,402.5,,-5193.0,1153.0,-859.0,-1788.0,6398.0,-456.0,-933.0,1078.0,-6255.0,768.0,-242.0,1.0,-749.0,15.571428571428571,-1096.0,-242.0,5605.5,954.0,,1377.0,6737.0
1973-01-01,2.0,2273.0,64664.0,55183.0,-9481.0,1256.0,1452.0,-3019.0,577.0,738.0,125.0,0.0,70322.0,57176.0,-13146.0,40.0,1901.0,-6132.0,789.5,,-5388.0,-1160.0,-742.0,-1894.0,6709.0,196.0,-1086.0,1336.0,-4197.0,1578.0,379.0,3.0,-1308.0,-258.57142857142856,-1365.0,379.0,845.5,170.0,,1200.0,-1167.0
1973-04-01,2.0,2329.0,63276.0,70981.0,7705.0,1508.0,1129.0,-3017.0,548.0,722.0,250.0,0.0,72462.0,63116.0,-9346.0,46.0,-796.0,-6255.0,-794.0,,-5569.0,1163.0,-786.0,-2749.0,6803.0,-379.0,-1279.0,2669.0,8123.0,-1678.0,165.0,2.0,-288.0,-135.28571428571428,-1366.0,165.0,-3367.5,-374.0,,-5965.0,-1805.0
1973-07-01,3.0,2579.0,65482.0,64420.0,-1062.0,1450.0,1265.0,-2987.0,574.0,909.0,299.0,0.0,72838.0,63422.0,-9416.0,-175.0,-687.0,-5998.0,596.0,,-5593.0,-22.0,-673.0,-2295.5,6572.0,-185.0,-533.0,1381.0,65.0,1225.0,-521.0,0.0,-1201.0,-167.42857142857142,-1056.0,-521.0,350.5,587.0,,1204.0,-1200.0
1973-10-01,3.0,2669.0,64878.0,59833.0,-5045.0,1783.0,1246.0,-2984.0,558.0,1016.0,251.0,0.0,71933.0,65531.0,-6402.0,-238.0,-245.0,-5925.0,209.0,,-5613.0,21.0,-804.0,-2691.5,6483.0,-537.0,-483.0,2438.0,-7752.0,383.0,-725.0,1.0,-408.0,-61.0,-2297.0,-725.0,3202.0,-656.0,,1021.0,5288.0
1974-01-01,3.0,2817.0,67606.0,60520.0,-7086.0,1766.0,1340.0,-3007.0,629.0,889.0,211.0,0.0,75812.0,64054.0,-11758.0,178.0,1889.0,-5993.0,572.0,,-5806.0,-216.0,-710.0,-2367.5,6622.0,-426.0,-1061.0,2260.0,-3983.0,1181.0,-199.0,1.0,-940.0,-84.14285714285714,-2422.0,-199.0,2441.5,-207.0,,-654.0,1693.0
1974-04-01,3.0,2872.0,70426.0,80159.0,9733.0,2103.0,1176.0,-3113.0,586.0,764.0,185.0,0.0,79644.0,71029.0,-8615.0,119.0,-824.0,-6248.0,1036.5,,-6010.0,97.0,-775.0,-3476.0,6834.0,-927.0,-1011.0,4542.0,8082.0,2020.0,183.0,0.0,-3485.0,-138.28571428571428,-2787.0,183.0,-4443.0,-817.0,,-6390.0,-2788.0
1974-07-01,3.0,3133.0,74529.0,72937.0,-1592.0,1729.0,1221.0,-2975.0,647.0,745.0,98.0,0.0,80362.0,72660.0,-7702.0,-200.0,-715.0,-5921.0,1259.0,,-6082.0,5.0,-773.0,-872.0,6568.0,-508.0,-987.0,-313.0,472.0,2581.0,109.0,0.0,54.0,-16.142857142857142,-1998.0,109.0,918.5,586.0,,1716.0,-1624.0
1974-10-01,4.0,3252.0,78864.0,66871.0,-11993.0,2328.0,1058.0,-2943.0,606.0,851.0,52.0,0.0,84032.0,70759.0,-13274.0,-185.0,-229.0,-5778.0,1323.5,,-6091.0,12.0,-896.0,-1329.0,6384.0,-1270.0,-1007.0,1278.0,-4921.0,2628.0,190.0,0.0,-1302.0,42.714285714285715,-2645.0,190.0,2192.5,-844.0,,-117.0,3730.0
1975-01-01,3.0,3495.0,83123.0,65129.0,-17994.0,2106.0,1139.0,-2904.0,647.0,1020.0,-151.0,0.0,89569.0,65172.0,-24397.0,-66.0,1901.0,-5683.0,2008.0,,-6277.0,-101.0,-769.0,-2481.0,6330.0,-967.0,-885.0,3086.0,-2099.0,4152.0,-53.0,0.0,-193.0,-304.2857142857143,-6920.0,-53.0,-121.5,297.0,,-3134.0,712.0
1975-04-01,3.0,3585.0,88085.0,76060.0,-12025.0,2137.0,1184.0,-2976.0,665.0,1149.0,-356.0,0.0,95285.0,63061.0,-32224.0,233.0,-1030.0,-5853.0,1113.5,,-6465.0,71.0,-869.0,-2073.0,6518.0,-953.0,-1500.0,2089.0,12237.0,2317.0,-308.0,0.0,-152.0,-220.85714285714286,-4172.0,-308.0,-6472.5,-672.0,,-7853.0,-5316.0
1975-07-01,4.0,3737.0,90804.0,72275.0,-18529.0,2621.0,1359.0,-2966.0,678.0,1126.0,-52.0,0.0,93386.0,73437.0,-19949.0,-225.0,-654.0,-5793.0,1941.0,,-6568.0,-23.0,-936.0,366.0,6471.0,-1262.0,-1068.0,-961.0,-2168.0,3876.0,660.0,0.0,-63.0,-99.85714285714286,-2717.0,660.0,1170.0,270.0,,1802.0,-484.0
1975-10-01,4.0,3897.0,93741.0,67178.0,-26563.0,2847.0,1205.0,-2924.0,685.0,1121.0,-99.0,0.0,96519.0,75165.0,-21354.0,-117.0,-235.0,-5566.0,1948.0,,-6543.0,32.0,-1068.0,-830.0,6251.0,-1642.0,-1200.0,-574.0,-8433.0,3815.0,811.0,0.0,-25.0,-383.42857142857144,-4438.0,811.0,3352.0,-516.0,,1411.0,5412.0
1976-01-01,4.0,3957.0,89612.0,66910.0,-22702.0,2173.0,1324.0,-3001.0,747.0,765.0,188.0,0.0,99687.0,74697.0,-24990.0,-48.0,2979.0,-5770.0,1390.0,,-6730.0,-61.0,-1046.0,-2389.5,6517.0,-849.0,-1825.0,3086.0,-5751.0,2803.0,715.0,0.0,-210.0,-235.85714285714286,-6402.0,715.0,4717.0,1241.0,,1531.0,2008.0
1976-04-01,4.0,4202.0,91453.0,93642.0,2189.0,2341.0,1317.0,-2915.0,705.0,770.0,249.0,0.0,99305.0,82091.0,-17213.0,205.0,-1443.0,-5620.0,174.0,,-6911.0,-57.0,-1033.0,-1094.5,6325.0,-1024.0,-1872.0,5033.0,9708.0,353.0,639.0,0.0,-750.0,-40.42857142857143,-2686.0,639.0,-4816.0,-47.0,,-5473.0,-4489.0
1976-07-01,4.0,4258.0,94474.0,81773.0,-12701.0,2915.0,1454.0,-2963.0,720.0,733.0,101.0,0.0,100816.0,82645.0,-18171.0,-152.0,-978.0,-5775.0,2078.5,,-7074.0,-146.0,-1100.0,-204.5,6495.0,-1461.0,-1959.0,932.0,412.0,4132.0,909.0,0.0,-1084.0,-137.0,-3926.0,909.0,1443.5,1269.0,,2645.0,-1831.0
1976-10-01,5.0,4302.0,98967.0,76182.0,-22785.0,3188.0,1488.0,-2987.0,710.0,638.0,154.0,0.0,103677.0,83154.0,-20523.0,-85.0,-339.0,-5732.0,1449.5,,-7052.0,-175.0,-1108.0,791.0,6442.0,-1700.0,-1941.0,-880.0,-5304.0,2897.0,820.0,0.0,-343.0,11.714285714285714,-1614.0,820.0,4691.0,753.0,,1326.0,4892.0
1977-01-01,4.0,4384.0,97646.0,78953.0,-18693.0,2347.0,3015.0,-3062.0,762.0,779.0,300.0,0.0,105994.0,82575.0,-23419.0,47.0,3591.0,-5947.0,1449.5,,-7273.0,166.0,-1102.0,-1070.5,6709.0,668.0,-2520.0,3377.0,-5101.0,3014.0,927.0,0.0,36.0,-569.4285714285714,-6347.0,927.0,2394.0,567.0,,-1662.0,1423.0
1977-04-01,5.0,4603.0,101839.0,110457.0,8618.0,2479.0,1311.0,-3037.0,752.0,887.0,78.0,0.0,107581.0,93004.0,-14577.0,49.0,-1892.0,-5987.0,481.0,,-7558.0,-131.0,-1273.0,-715.5,6739.0,-1168.0,-2266.0,1336.0,17435.0,1071.0,1146.0,0.0,-234.0,-367.85714285714283,-2053.0,1146.0,-8836.5,405.0,,-9523.0,-7760.0
1977-07-01,5.0,4724.0,103444.0,91269.0,-12175.0,3369.0,1503.0,-3070.0,745.0,958.0,93.0,0.0,109872.0,93687.0,-16184.0,-129.0,-1044.0,-6317.0,2781.5,,-7976.0,-82.0,-1262.0,-1022.0,7062.0,-1866.0,-1969.0,2413.0,-2493.0,5657.0,1107.0,0.0,-866.0,-220.57142857142858,-7152.0,1107.0,1432.0,-176.0,,3121.0,-795.0
