Date,Durable goods,Final sales,Final sales of computers,Final sales of domestic product,Goods,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding motor vehicle output,Gross domestic product excluding research and development,Gross domestic purchases excluding final sales of computers to domestic purchasers,Motor vehicle output,Nondurable goods,Research and development,Services,Structures
2001-07-01,53.401,58.54933333333333,21.039,72.913,57.086,72.478,73.061,72.765,72.687,73.715,64.239,62.664,65.671,76.519,108.167
2001-10-01,54.033,59.77766666666667,22.069,73.466,57.519,72.677,73.232,72.884,72.893,73.996,66.528,62.762,65.668,76.814,106.102
2002-01-01,54.944,59.33266666666666,21.888,73.585,58.132,73.285,73.853,73.443,73.528,74.652,68.384,62.879,65.422,77.412,106.561
2002-04-01,55.175,59.08866666666666,21.937,73.809,58.486,73.734,74.305,73.789,73.972,75.213,71.553,63.43,66.027,78.053,105.844
2002-07-01,56.023,59.45933333333334,23.191,74.108,58.977,74.034,74.577,73.943,74.277,75.573,75.702,63.333,66.16,78.366,104.801
2002-10-01,55.455,58.939666666666675,23.87,74.158,58.469,74.126,74.652,74.261,74.337,75.93,69.782,62.921,67.257,78.744,105.943
2003-01-01,55.727,59.58266666666666,24.862,74.56,59.026,74.516,75.025,74.6,74.721,76.254,71.555,63.933,67.832,78.953,106.739
2003-04-01,56.787,60.425666666666665,25.18,75.448,59.453,75.176,75.687,75.27,75.393,77.017,71.908,63.336,68.105,79.666,108.074
2003-07-01,58.875,62.38833333333333,28.676,76.655,61.586,76.426,76.881,76.487,76.685,78.165,74.077,65.527,68.021,79.955,112.009
2003-10-01,60.611,63.05799999999999,29.895,77.328,62.815,77.313,77.756,77.387,77.597,79.01,74.575,65.963,68.121,80.5,113.613
2004-01-01,60.585,63.01,28.071,77.706,62.949,77.751,78.237,77.847,78.044,79.583,74.407,66.346,68.274,81.173,113.704
2004-04-01,61.263,63.050000000000004,28.187,78.126,63.492,78.354,78.846,78.534,78.642,80.421,72.593,66.682,69.016,81.613,115.822
2004-07-01,62.597,64.23366666666666,28.595,78.941,64.548,79.097,79.591,79.165,79.378,81.259,76.544,67.315,69.982,82.189,116.142
2004-10-01,63.433,65.07066666666667,30.537,79.704,65.528,79.904,80.372,79.944,80.198,82.1,78.165,68.512,70.37,82.905,116.67
2005-01-01,65.306,65.72733333333333,31.33,80.424,66.673,80.791,81.255,80.905,81.051,82.923,76.894,68.543,72.35,83.47,118.653
2005-04-01,65.698,67.08333333333333,33.651,81.285,66.804,81.189,81.619,81.267,81.453,83.267,78.314,68.272,72.599,83.959,119.595
2005-07-01,67.328,68.044,35.014,81.989,67.691,81.825,82.241,81.79,82.087,83.921,82.294,68.021,73.309,84.461,119.961
2005-10-01,67.645,67.63866666666667,37.562,82.011,68.438,82.279,82.664,82.427,82.578,84.47,77.361,69.418,72.583,84.781,119.984
2006-01-01,68.596,69.90433333333333,40.548,83.179,70.497,83.386,83.741,83.552,83.691,85.425,77.93,73.159,73.505,85.295,121.013
2006-04-01,69.949,70.25066666666667,42.648,83.404,70.877,83.602,83.932,83.727,83.864,85.569,79.385,72.059,75.103,85.77,118.534
2006-07-01,71.032,70.68233333333333,44.298,83.49,71.49,83.728,84.037,83.897,83.911,85.784,78.146,71.967,77.79,86.093,115.021
2006-10-01,71.59,72.818,46.695,84.405,72.985,84.447,84.735,84.727,84.592,86.119,75.461,74.851,79.793,86.868,111.906
2007-01-01,72.627,73.188,46.592,84.749,73.174,84.701,84.991,84.918,84.868,86.342,77.633,73.779,79.329,87.359,110.717
2007-04-01,73.57,73.762,47.674,85.189,74.077,85.219,85.502,85.424,85.385,86.778,78.543,74.622,79.885,87.723,110.687
2007-07-01,74.755,74.704,52.972,85.775,74.715,85.71,85.941,85.961,85.899,86.999,77.611,74.461,79.602,88.415,109.089
2007-10-01,76.921,75.94366666666666,57.064,86.346,75.93,86.249,86.444,86.505,86.407,87.12,78.02,74.29,81.136,89.056,106.04
2008-01-01,74.789,75.55766666666666,57.181,86.165,74.924,85.881,86.072,86.284,86.013,86.644,72.983,74.932,81.611,89.505,102.429
2008-04-01,74.927,76.66733333333333,59.562,86.809,75.588,86.392,86.566,86.955,86.513,86.677,68.263,76.357,82.488,90.123,101.572
2008-07-01,74.682,75.605,60.669,86.27,74.785,85.938,86.1,86.619,86.086,86.105,63.937,74.741,81.172,90.086,99.552
2008-10-01,69.601,72.14066666666666,62.159,84.819,69.887,84.057,84.192,85.018,84.139,84.412,52.691,70.107,81.417,90.271,94.979
2009-01-01,64.778,71.98899999999999,65.944,84.27,68.399,83.103,83.201,84.356,83.233,83.005,41.95,73.305,78.903,90.347,88.807
2009-04-01,64.7,72.95299999999999,65.336,84.333,68.615,82.955,83.057,84.153,83.026,82.317,43.802,73.958,80.68,90.555,84.507
2009-07-01,66.27,73.90833333333333,61.61,84.695,69.383,83.246,83.379,84.146,83.31,82.681,54.014,73.64,81.229,90.749,83.474
2009-10-01,68.997,74.21966666666667,59.172,84.668,72.426,84.146,84.304,84.986,84.203,83.556,56.863,77.128,82.334,90.993,80.135
2010-01-01,72.109,74.935,64.601,84.827,73.948,84.553,84.674,85.273,84.672,84.012,61.161,76.455,80.736,91.308,76.494
2010-04-01,73.68,75.23,63.871,85.462,74.899,85.372,85.502,86.025,85.531,85.136,64.092,76.558,80.242,91.749,79.603
2010-07-01,75.507,75.742,64.356,85.645,76.885,86.03,86.161,86.602,86.175,85.947,67.418,78.759,81.348,92.123,76.793
2010-10-01,76.266,77.54299999999999,65.554,86.365,77.849,86.482,86.607,87.041,86.615,86.17,68.258,79.993,82.181,92.294,77.212
2011-01-01,77.637,78.06733333333334,67.418,86.377,77.751,86.276,86.388,86.773,86.4,85.951,70.13,77.936,82.296,92.359,74.499
2011-04-01,78.705,78.54166666666667,68.308,86.744,78.964,86.86,86.97,87.447,86.989,86.334,67.789,79.334,82.7,92.474,76.022
2011-07-01,79.773,79.472,70.571,87.195,78.498,86.841,86.936,87.363,86.956,86.284,69.864,76.848,83.132,92.475,77.734
2011-10-01,81.4,80.35733333333333,73.821,87.514,81.431,87.816,87.896,88.228,87.935,87.325,74.415,81.494,83.988,92.289,79.369
2012-01-01,82.918,81.54333333333334,78.983,88.363,82.242,88.553,88.605,88.834,88.724,87.914,79.39,81.382,83.033,92.753,81.851
2012-04-01,84.222,82.35933333333334,79.151,88.719,83.184,88.948,89.002,89.227,89.141,88.234,79.861,81.852,82.755,92.818,82.492
2012-07-01,84.253,82.488,82.268,88.83,83.38,89.076,89.112,89.379,89.273,88.382,79.23,82.263,82.758,92.96,82.222
2012-10-01,84.746,83.488,84.388,89.307,83.261,89.179,89.203,89.444,89.35,88.304,80.573,81.365,83.69,93.123,82.777
2013-01-01,86.716,85.246,85.651,89.895,85.904,90.059,90.081,90.248,90.197,89.061,83.921,84.869,85.616,93.159,82.826
2013-04-01,86.102,85.07100000000001,86.456,90.094,85.862,90.3,90.319,90.467,90.442,89.425,84.861,85.565,85.729,93.307,84.904
2013-07-01,86.96,85.779,85.76,90.526,87.552,91.069,91.096,91.37,91.21,90.161,81.258,88.325,86.526,93.389,87.152
2013-10-01,89.055,88.00766666666668,88.665,91.414,89.43,91.862,91.878,92.035,92.039,90.677,86.229,89.923,86.186,93.783,86.643
2014-01-01,88.472,87.594,88.793,91.436,88.017,91.545,91.559,91.692,91.72,90.692,86.779,87.444,85.942,93.9,87.383
2014-04-01,90.571,89.325,92.773,92.43,90.335,92.728,92.727,92.805,92.891,91.896,90.221,90.044,87.495,94.267,90.199
2014-07-01,92.803,91.04433333333333,92.088,93.507,92.261,93.855,93.863,93.865,94.015,92.968,93.556,91.58,88.696,95.02,91.02
2014-10-01,91.95,91.509,87.117,94.152,92.135,94.33,94.366,94.373,94.428,93.691,92.946,92.381,91.177,95.582,93.127
2015-01-01,91.611,91.09966666666666,88.23,94.49,93.337,95.179,95.213,95.22,95.342,94.844,93.891,95.567,89.94,96.332,93.382
2015-04-01,92.592,91.92733333333332,92.462,95.19,93.821,95.769,95.785,95.703,95.945,95.5,97.93,95.407,90.12,96.737,95.705
2015-07-01,92.933,92.81133333333334,92.948,95.722,94.224,96.152,96.167,95.97,96.292,96.052,102.112,95.888,91.643,97.117,96.045
2015-10-01,93.504,93.30133333333333,93.264,95.999,94.39,96.329,96.344,96.329,96.41,96.3,96.379,95.533,93.727,97.474,94.954
2016-01-01,94.086,94.58633333333334,101.458,96.753,95.029,96.888,96.867,96.834,96.924,96.836,98.663,96.243,95.689,97.942,95.875
2016-04-01,94.11,95.3,102.005,97.26,95.096,97.199,97.177,97.148,97.192,97.073,98.872,96.365,97.427,98.338,96.447
2016-07-01,95.706,96.58,98.855,98.065,95.996,97.888,97.884,97.834,97.878,97.673,99.679,96.366,98.215,98.862,97.572
2016-10-01,97.317,96.49866666666667,96.657,98.299,96.983,98.431,98.439,98.384,98.445,98.48,99.984,96.55,97.978,99.094,98.759
2017-01-01,97.001,97.87266666666666,96.967,99.046,97.385,98.91,98.919,98.955,98.891,98.882,97.406,97.877,99.513,99.57,99.513
2017-04-01,98.444,98.87033333333333,99.562,99.5,98.696,99.464,99.463,99.477,99.477,99.489,99.018,99.019,99.043,99.774,99.909
2017-07-01,101.601,100.62,99.222,100.126,101.062,100.248,100.252,100.321,100.249,100.212,97.79,100.375,100.227,99.994,99.221
2017-10-01,102.954,102.63733333333333,104.249,101.328,102.858,101.378,101.366,101.248,101.383,101.416,105.786,102.729,101.217,100.662,101.357
2018-01-01,105.887,103.76633333333332,111.758,102.188,103.933,102.203,102.162,102.127,102.196,102.142,104.766,101.459,102.412,101.355,102.273
2018-04-01,106.401,105.015,116.238,102.922,104.534,102.745,102.688,102.585,102.69,102.604,108.2,102.164,104.52,101.804,103.305
2018-07-01,107.756,104.37633333333333,110.417,103.056,105.624,103.386,103.356,103.247,103.327,103.599,108.11,102.921,105.268,102.372,102.953
2018-10-01,109.424,105.57900000000001,120.697,103.237,106.717,103.532,103.461,103.395,103.397,103.863,108.184,103.292,107.876,102.48,100.211
2019-01-01,109.226,106.76733333333334,127.8,103.781,108.23,104.179,104.081,104.144,104.007,104.361,105.318,106.971,109.687,102.76,100.596
2019-04-01,110.691,107.706,129.827,104.82,108.608,105.049,104.946,104.974,104.822,105.313,107.541,105.965,112.304,103.626,103.121
2019-07-01,112.419,109.48366666666668,128.816,106.1,110.21,106.278,106.184,106.18,106.024,106.483,109.619,107.405,114.393,104.58,105.034
2019-10-01,111.293,110.85733333333333,126.628,107.022,110.92,107.003,106.92,107.144,106.699,106.81,102.061,110.433,116.679,105.526,104.202
2020-01-01,109.947,110.54433333333334,124.388,105.873,109.228,105.513,105.433,105.807,105.118,105.381,95.306,108.299,118.093,103.632,106.153
2020-04-01,96.024,105.92933333333333,115.101,98.627,100.761,97.168,97.092,98.269,96.606,97.106,58.781,106.833,114.972,95.284,98.229
2020-07-01,114.503,114.19599999999998,135.428,104.421,115.39,104.776,104.65,104.597,104.354,105.31,110.999,116.512,118.229,100.111,102.93
2020-10-01,114.991,115.00533333333334,139.962,105.669,115.779,105.913,105.774,106.06,105.472,106.736,100.717,116.805,119.955,101.205,106.718
2021-01-01,118.256,118.36833333333334,147.524,107.684,117.308,107.374,107.213,107.422,106.9,108.406,105.437,116.191,122.466,102.67,107.928
2021-04-01,119.261,121.96566666666666,146.803,109.945,118.904,109.06,108.908,109.243,108.539,110.311,102.399,118.538,125.636,104.821,106.651
2021-07-01,118.033,119.40033333333334,141.31,110.048,119.141,109.99,109.862,110.591,109.442,111.531,89.43,120.572,127.43,106.378,105.431
2021-10-01,122.732,120.70933333333333,149.285,110.915,124.327,111.974,111.822,112.433,111.392,113.499,95.969,126.33,130.474,107.354,104.366
2022-01-01,122.36,119.25466666666667,147.554,110.654,122.864,111.685,111.539,112.183,111.033,113.84,94.653,123.491,132.453,107.55,104.421
2022-04-01,123.617,120.096,147.029,111.298,121.745,111.764,111.619,112.247,111.025,113.822,95.267,119.542,135.323,108.419,102.978
2022-07-01,127.05,122.83766666666668,164.422,112.262,123.749,112.516,112.31,112.939,111.74,113.828,97.987,119.856,137.305,109.209,99.857
2022-10-01,129.602,123.39633333333332,178.498,112.804,125.79,113.448,113.194,113.901,112.637,114.65,97.986,121.288,139.374,110.126,97.708
2023-01-01,127.49,125.70766666666667,180.038,114.222,125.871,114.233,113.976,114.535,113.369,115.351,103.527,123.975,141.901,111.188,98.763
2023-04-01,130.975,126.25966666666666,177.199,114.947,126.357,114.926,114.682,115.146,114.04,116.047,106.807,120.904,143.34,111.662,101.409
2023-07-01,132.275,127.11966666666667,178.902,115.808,128.554,116.158,115.912,116.486,115.296,117.293,104.546,124.171,143.765,112.355,103.261
2023-10-01,132.632,128.487,187.01,116.867,129.343,117.074,116.803,117.597,116.204,118.127,99.193,125.475,144.92,113.131,105.409
2024-01-01,131.857,127.82599999999998,182.82,117.486,128.152,117.548,117.293,118.06,116.647,118.731,100.031,123.786,146.433,114.022,107.919
2024-04-01,133.659,128.29366666666667,172.111,118.048,129.785,118.416,118.202,118.812,117.541,119.812,104.73,125.217,146.448,114.713,107.758
2024-07-01,134.503,130.00966666666667,168.145,119.015,131.277,119.316,119.118,119.892,118.428,120.757,99.558,127.489,147.751,115.612,106.974
2024-10-01,134.431,131.15733333333333,180.88,119.99,131.506,120.04,119.802,120.606,119.198,121.424,100.64,128.084,146.953,116.468,108.219
