Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
1993-10-01,0.04,0.15,-0.09,0.01,0.15,-0.03,-0.08,-0.01,-0.06,0.1,0.01,0.02,0.04,0.03,0.01,0.0,0.15,0.27,0.19,-0.06,-0.01,0.0,-0.06,0.28,0.25,0.05,0.01,-0.01,0.06,0.0
1993-11-01,-0.01,0.1,-0.08,0.0,-0.05,0.03,-0.01,0.01,0.06,0.21,0.02,0.03,0.06,0.04,-0.1,0.01,0.09,0.15,0.02,0.12,0.0,0.04,0.17,0.33,0.29,0.17,-0.02,0.06,0.07,0.04
1993-12-01,0.0,0.12,0.17,0.01,0.01,0.02,-0.01,0.01,-0.02,0.17,-0.01,-0.02,0.17,0.05,0.25,-0.02,0.43,0.23,0.05,0.05,0.03,0.05,-0.11,0.16,0.11,-0.07,0.02,0.04,0.18,0.02
1994-01-01,0.02,0.01,0.07,0.03,0.1,-0.01,-0.18,-0.07,0.1,0.11,0.02,0.01,0.13,0.05,0.03,-0.02,0.07,0.02,0.1,0.1,0.01,-0.01,0.15,0.22,0.17,0.14,0.01,-0.03,0.16,0.02
1994-02-01,0.1,0.27,-0.08,0.01,-0.05,0.09,0.25,0.09,-0.06,0.45,0.03,0.03,0.34,0.08,0.06,0.02,0.74,0.73,0.12,0.17,0.0,0.04,0.01,0.79,0.72,0.3,0.02,0.07,0.35,0.02
1994-03-01,0.08,-0.03,-0.19,0.01,0.01,0.05,0.05,0.07,-0.08,0.08,0.01,0.02,-0.07,0.05,-0.06,0.01,0.17,0.3,-0.17,0.11,-0.03,0.06,-0.17,0.15,0.1,-0.01,0.02,0.1,-0.06,0.05
1994-04-01,-0.06,0.28,0.02,0.02,-0.04,0.04,-0.05,-0.01,0.03,0.32,0.02,0.0,0.08,0.03,0.02,0.0,0.28,0.22,0.25,0.04,0.02,0.03,0.11,0.36,0.34,0.08,0.02,0.02,0.1,0.01
1994-05-01,-0.07,-0.43,0.13,0.02,-0.01,-0.02,-0.01,-0.01,0.04,-0.47,0.06,0.07,0.26,0.03,0.12,0.03,-0.2,-0.31,-0.45,-0.04,-0.01,0.02,0.05,-0.29,-0.32,0.17,0.01,0.04,0.29,0.03
1994-06-01,0.03,0.22,0.22,0.02,-0.06,0.05,0.06,0.03,0.01,0.35,-0.03,-0.07,0.23,0.04,0.26,-0.05,0.66,0.38,0.1,0.14,0.03,0.04,-0.03,0.32,0.28,-0.01,0.04,0.06,0.25,0.02
1994-07-01,0.02,-0.01,-0.26,0.04,-0.04,-0.08,0.05,-0.01,0.01,-0.03,0.06,0.04,-0.07,0.04,-0.23,0.02,-0.1,0.24,0.01,-0.02,-0.01,0.03,0.03,0.27,0.23,0.2,0.04,-0.01,-0.04,0.04
1994-08-01,0.1,0.2,0.02,0.0,0.04,0.08,-0.07,0.06,-0.02,0.43,0.01,0.02,0.23,0.08,0.12,0.02,0.61,0.51,0.08,0.23,0.01,0.07,0.1,0.56,0.48,0.11,-0.01,0.04,0.23,0.02
1994-09-01,-0.04,0.03,-0.09,0.0,0.0,0.04,0.03,0.03,-0.03,0.02,0.03,0.05,0.13,0.07,0.02,0.03,0.17,0.22,-0.04,-0.02,0.01,0.02,0.0,0.2,0.13,0.12,0.0,0.04,0.13,0.03
1994-10-01,0.11,0.33,0.03,0.02,-0.01,0.02,0.01,0.03,0.01,0.49,0.01,0.0,0.11,0.04,0.06,-0.01,0.53,0.48,0.14,0.17,0.03,0.02,0.02,0.57,0.53,0.07,0.0,0.12,0.13,0.03
1994-11-01,0.0,0.09,-0.14,0.0,0.02,0.0,-0.01,-0.01,-0.07,0.03,0.03,0.05,0.05,0.04,-0.03,0.03,0.14,0.28,0.09,-0.06,-0.01,0.0,-0.05,0.21,0.17,0.08,0.03,0.02,0.05,0.03
1994-12-01,0.03,-0.08,0.1,-0.01,0.06,-0.02,0.03,0.03,0.11,0.12,-0.02,0.02,0.16,0.01,0.01,-0.01,0.24,0.15,-0.13,0.19,0.02,0.07,0.03,0.18,0.17,0.15,0.01,0.0,0.15,0.01
1995-01-01,0.0,-0.19,-0.02,0.05,0.0,0.07,-0.01,0.0,-0.01,-0.09,-0.02,-0.01,0.03,0.06,0.06,-0.07,-0.1,-0.15,-0.19,0.1,-0.01,0.04,-0.06,-0.06,-0.13,0.03,0.03,0.02,0.09,0.03
1995-02-01,-0.09,-0.22,0.16,-0.05,0.05,-0.13,-0.1,-0.05,0.05,-0.47,-0.02,0.07,0.33,0.04,0.14,0.03,-0.26,-0.29,-0.08,-0.25,-0.03,-0.08,0.14,-0.22,-0.25,0.14,0.03,-0.06,0.28,-0.01
1995-03-01,0.07,0.27,-0.21,-0.01,0.05,0.02,0.04,0.0,-0.03,0.4,0.04,0.08,0.14,0.05,-0.13,0.04,0.45,0.63,0.19,0.13,0.0,0.06,0.05,0.71,0.66,0.26,0.05,0.07,0.13,0.0
1995-04-01,-0.02,-0.29,0.18,0.04,0.03,-0.06,0.03,0.01,0.0,-0.34,-0.01,-0.05,0.14,0.04,0.22,-0.05,-0.09,-0.2,-0.29,-0.05,0.01,0.04,-0.11,-0.28,-0.32,-0.04,-0.01,-0.02,0.17,0.02
1995-05-01,0.05,0.28,0.07,0.0,0.04,0.07,-0.01,0.05,0.02,0.46,0.04,0.07,0.27,0.04,0.09,0.04,0.7,0.56,0.11,0.18,0.04,0.04,-0.01,0.58,0.55,0.18,0.06,0.08,0.26,0.02
1995-06-01,0.06,0.39,0.0,0.01,0.01,0.0,-0.02,0.02,0.02,0.51,0.0,-0.01,0.28,0.04,0.02,-0.01,0.59,0.59,0.32,0.12,-0.04,0.04,0.22,0.8,0.76,0.27,0.04,0.09,0.3,0.02
1995-07-01,0.05,-0.23,0.07,0.0,0.04,-0.03,0.01,0.02,-0.04,-0.28,-0.02,0.02,0.01,0.03,0.14,-0.01,-0.05,-0.1,-0.29,-0.05,0.02,-0.03,-0.2,-0.31,-0.34,-0.13,-0.02,0.03,0.0,0.01
1995-08-01,-0.1,0.28,0.07,-0.01,-0.02,0.0,0.03,-0.02,-0.01,0.17,0.04,0.07,0.33,0.03,0.11,0.05,0.46,0.39,0.24,-0.11,-0.01,-0.01,0.05,0.42,0.39,0.21,0.04,0.07,0.32,0.05
1995-09-01,0.14,0.14,-0.21,0.03,0.06,0.01,-0.01,0.02,-0.01,0.35,0.01,0.0,-0.15,0.03,-0.17,-0.02,0.26,0.46,0.03,0.21,0.02,0.07,-0.04,0.44,0.41,0.05,0.0,0.07,-0.12,0.02
1995-10-01,-0.14,-0.26,-0.07,0.01,-0.05,-0.02,-0.02,-0.02,-0.01,-0.46,0.03,0.04,0.06,0.03,-0.02,0.02,-0.44,-0.35,-0.21,-0.2,-0.01,-0.03,0.07,-0.3,-0.33,0.1,0.02,-0.01,0.07,0.02
1995-11-01,0.11,0.28,0.22,0.01,0.04,0.03,0.0,0.07,0.05,0.54,0.0,-0.02,0.29,0.03,0.2,-0.02,0.8,0.55,0.18,0.25,0.03,0.06,0.0,0.59,0.56,0.1,0.05,0.0,0.3,0.03
1995-12-01,0.02,0.32,-0.03,0.02,0.07,0.1,0.01,0.0,-0.02,0.47,0.05,0.05,0.15,0.02,0.0,0.03,0.68,0.61,0.25,0.15,0.0,0.05,-0.01,0.57,0.55,0.16,-0.01,0.07,0.16,0.02
1996-01-01,-0.09,-0.44,0.04,0.02,0.02,-0.03,-0.04,-0.11,0.02,-0.61,0.0,0.01,0.14,0.03,0.05,-0.02,-0.58,-0.59,-0.32,-0.17,-0.02,-0.07,0.1,-0.46,-0.49,0.11,-0.02,0.0,0.16,0.03
1996-02-01,0.12,0.36,0.06,0.05,0.04,-0.02,0.02,0.08,-0.04,0.48,-0.04,-0.13,0.23,0.02,0.12,-0.09,0.59,0.55,0.23,0.13,0.04,0.06,0.11,0.73,0.71,0.17,0.01,0.01,0.29,0.06
1996-03-01,-0.03,0.13,0.06,0.0,0.07,0.02,0.06,0.04,0.1,0.27,0.09,0.15,0.22,0.02,-0.02,0.1,0.56,0.48,0.0,0.14,0.04,0.05,-0.09,0.4,0.38,0.24,0.04,0.05,0.22,0.01
1996-04-01,0.08,0.22,-0.1,-0.01,-0.07,0.04,-0.02,0.03,-0.05,0.33,0.03,0.07,0.05,0.03,-0.01,0.04,0.35,0.41,0.12,0.11,-0.01,0.05,0.08,0.43,0.4,0.06,-0.01,0.08,0.04,0.02
1996-05-01,0.0,0.07,0.03,0.01,0.05,-0.01,0.01,0.03,0.0,0.06,0.0,-0.01,0.07,0.02,0.05,-0.01,0.22,0.2,-0.07,-0.01,0.04,0.0,-0.08,0.11,0.1,0.03,0.01,0.07,0.07,0.04
1996-06-01,0.05,-0.19,-0.01,0.04,-0.01,0.01,-0.02,-0.01,0.05,0.0,0.09,0.07,0.08,0.02,-0.03,0.05,0.0,0.0,-0.19,0.19,-0.02,0.09,0.05,0.12,0.09,0.15,0.04,0.02,0.12,-0.03
1996-07-01,-0.01,0.07,-0.14,-0.01,-0.05,-0.01,0.01,-0.01,-0.01,0.07,-0.03,-0.03,0.15,0.03,-0.1,-0.02,0.04,0.19,0.07,0.0,-0.01,0.03,0.2,0.36,0.33,0.24,0.07,0.01,0.14,0.04
1996-08-01,0.08,0.17,0.11,-0.01,0.0,-0.02,-0.01,-0.01,0.0,0.25,0.02,0.03,0.1,0.02,0.14,0.03,0.38,0.29,0.1,0.08,0.02,0.01,-0.01,0.25,0.23,-0.04,-0.06,0.06,0.1,0.02
1996-09-01,0.0,0.04,-0.15,-0.02,0.07,0.0,0.02,0.03,-0.05,0.01,0.03,0.06,0.13,0.02,-0.07,0.05,0.08,0.23,0.0,-0.03,0.01,0.03,0.02,0.28,0.26,0.19,0.0,0.01,0.12,0.03
1996-10-01,0.03,0.1,0.13,-0.01,-0.02,0.03,0.02,0.03,0.04,0.27,0.05,0.07,0.04,0.03,0.12,0.06,0.55,0.39,0.02,0.17,0.01,0.08,-0.19,0.14,0.11,-0.1,0.01,0.04,0.02,0.02
1996-11-01,-0.05,0.1,0.04,-0.03,0.05,0.01,0.04,0.02,0.0,0.08,0.01,0.03,0.19,0.02,0.07,0.04,0.29,0.24,0.05,-0.02,0.0,0.03,0.03,0.2,0.18,0.1,0.01,0.03,0.16,-0.03
1996-12-01,0.02,-0.02,-0.08,-0.05,0.04,0.02,-0.02,0.02,-0.02,0.07,0.05,0.12,0.38,0.02,-0.03,0.1,0.34,0.39,-0.13,0.08,0.04,0.06,0.11,0.45,0.43,0.36,0.02,0.06,0.33,0.13
1997-01-01,-0.02,0.29,0.04,-0.04,0.07,0.03,0.06,-0.04,-0.02,0.21,-0.06,-0.01,0.31,0.04,0.1,-0.02,0.32,0.26,0.37,-0.08,-0.03,-0.06,0.1,0.41,0.37,0.16,-0.02,-0.01,0.26,0.01
1997-02-01,0.04,-0.04,-0.01,-0.06,0.04,0.0,0.0,0.04,0.07,0.14,-0.06,0.0,0.13,0.04,-0.04,-0.01,0.17,0.19,-0.16,0.18,0.02,0.08,0.05,0.22,0.18,0.11,0.06,0.05,0.07,0.02
1997-03-01,0.0,0.17,-0.09,0.0,0.02,0.05,-0.01,0.0,0.03,0.33,0.0,-0.01,-0.06,0.04,-0.08,0.0,0.28,0.31,0.12,0.15,0.0,0.06,0.0,0.3,0.26,0.02,-0.02,0.05,-0.06,0.03
1997-04-01,-0.08,-0.16,0.2,0.0,0.0,-0.05,0.01,-0.02,-0.02,-0.36,0.01,0.03,0.36,0.04,0.26,0.02,-0.08,-0.23,-0.2,-0.21,0.0,-0.05,0.05,-0.15,-0.19,0.1,0.01,0.05,0.36,0.0
1997-05-01,0.0,-0.1,-0.08,0.0,0.11,-0.05,-0.01,0.0,-0.01,-0.13,0.03,0.05,0.19,0.04,-0.03,0.03,0.03,0.15,-0.06,-0.03,-0.04,0.03,0.05,0.19,0.15,0.22,0.02,0.01,0.19,0.01
1997-06-01,0.08,0.24,-0.05,0.01,-0.02,0.01,0.02,0.03,0.05,0.47,0.03,0.04,0.02,0.04,-0.06,0.02,0.48,0.52,0.11,0.23,0.06,0.08,0.04,0.53,0.49,0.09,-0.02,0.05,0.02,0.02
1997-07-01,0.05,0.28,0.11,-0.04,0.12,0.07,0.04,0.03,0.0,0.46,0.01,0.07,0.52,0.04,0.15,0.05,0.89,0.71,0.18,0.18,0.01,0.06,0.08,0.76,0.72,0.33,0.02,0.06,0.48,0.03
1997-08-01,0.07,0.34,-0.11,0.04,0.09,-0.02,0.03,0.02,-0.04,0.39,0.05,0.04,0.18,0.04,-0.02,0.01,0.51,0.64,0.3,0.06,-0.01,0.04,0.03,0.74,0.7,0.24,0.01,0.03,0.21,-0.01
1997-09-01,-0.03,-0.21,0.06,0.01,0.01,0.02,-0.02,0.01,0.01,-0.17,0.01,0.02,0.18,0.04,0.1,0.0,0.01,-0.06,-0.3,0.04,0.04,0.04,0.05,-0.06,-0.1,0.1,-0.01,0.04,0.19,0.03
1997-10-01,0.03,0.09,0.2,-0.03,0.1,0.0,-0.04,0.0,-0.02,0.1,0.01,0.06,0.44,0.04,0.26,0.03,0.49,0.29,0.07,0.01,0.0,0.01,0.06,0.32,0.28,0.15,0.03,0.02,0.41,-0.03
1997-11-01,0.03,0.34,-0.16,0.03,-0.09,0.02,-0.03,0.03,0.08,0.54,0.05,0.05,-0.16,0.04,-0.19,0.02,0.3,0.44,0.22,0.19,0.03,0.06,0.1,0.54,0.5,0.06,0.0,0.06,-0.13,0.01
1997-12-01,0.0,0.12,0.12,0.03,0.08,-0.06,0.07,0.0,-0.03,0.05,0.06,0.05,0.49,0.04,0.18,0.03,0.48,0.42,0.09,-0.07,0.0,0.01,0.04,0.51,0.47,0.34,0.02,0.03,0.52,0.05
1998-01-01,0.03,-0.2,-0.23,0.01,0.01,0.0,0.02,0.05,0.0,-0.11,0.06,0.09,0.01,0.04,-0.2,0.05,-0.13,0.1,-0.32,0.09,0.02,0.06,0.04,0.15,0.11,0.22,0.05,0.05,0.02,0.0
1998-02-01,0.08,0.15,0.15,0.02,0.11,0.03,0.01,0.03,-0.01,0.19,0.05,0.05,0.43,0.04,0.21,0.03,0.56,0.37,0.04,0.04,0.01,-0.06,0.07,0.47,0.42,0.25,-0.03,0.08,0.46,0.01
1998-03-01,0.01,0.03,0.1,0.03,0.07,0.02,0.02,0.0,0.04,0.13,0.04,0.02,0.28,0.04,0.1,0.0,0.31,0.19,0.02,0.1,0.01,0.03,0.07,0.32,0.28,0.21,0.0,0.01,0.31,0.0
1998-04-01,0.08,0.3,-0.09,0.01,0.09,0.02,0.04,0.01,0.02,0.45,0.01,0.01,0.07,0.04,-0.07,0.0,0.54,0.62,0.19,0.16,0.03,0.04,-0.05,0.61,0.57,0.15,0.01,0.06,0.08,0.04
1998-05-01,-0.05,0.45,0.11,0.02,0.01,0.02,0.01,0.03,-0.02,0.42,0.03,0.02,0.28,0.04,0.17,0.01,0.65,0.51,0.34,-0.03,0.0,0.02,0.06,0.59,0.55,0.13,-0.01,0.08,0.3,0.01
1998-06-01,0.0,-0.07,0.1,0.03,0.18,0.05,0.04,0.03,0.01,0.11,0.04,0.02,0.52,0.04,0.13,0.01,0.55,0.41,-0.17,0.18,0.04,0.13,0.1,0.52,0.48,0.42,0.01,0.03,0.55,0.03
1998-07-01,0.03,-0.04,-0.09,0.03,-0.04,0.01,-0.03,0.01,0.0,0.01,0.05,0.02,0.03,0.04,-0.05,0.02,-0.06,0.02,-0.17,0.05,0.01,0.0,0.08,0.14,0.1,0.11,0.03,0.1,0.06,0.02
1998-08-01,-0.08,0.31,0.02,0.02,0.07,-0.01,0.01,0.02,0.02,0.26,0.04,0.02,0.18,0.04,0.04,0.02,0.43,0.42,0.23,-0.05,0.01,0.02,0.02,0.44,0.4,0.16,0.02,0.04,0.2,-0.01
1998-09-01,0.03,0.31,0.01,0.03,0.11,0.05,0.05,0.03,0.0,0.42,0.04,0.01,0.29,0.04,0.05,0.01,0.67,0.62,0.24,0.11,-0.02,0.04,0.04,0.69,0.65,0.27,-0.01,0.05,0.32,0.04
1998-10-01,0.08,0.33,-0.14,0.03,-0.06,-0.02,0.03,0.03,-0.01,0.41,0.03,0.0,-0.1,0.04,-0.09,0.0,0.29,0.45,0.22,0.08,0.02,0.01,-0.01,0.5,0.45,0.03,0.03,0.06,-0.07,0.0
1998-11-01,0.02,0.01,-0.06,0.03,0.06,0.03,0.0,0.05,0.0,0.19,0.03,-0.01,0.05,0.04,-0.02,0.0,0.23,0.26,-0.07,0.18,0.02,0.13,0.0,0.3,0.26,0.11,0.0,0.01,0.08,0.02
1998-12-01,0.03,0.39,0.08,0.02,0.07,0.09,0.05,0.03,0.01,0.54,0.02,0.0,0.26,0.04,0.12,0.01,0.82,0.66,0.26,0.15,0.04,0.02,-0.03,0.65,0.61,0.16,0.01,0.07,0.28,0.05
1999-01-01,0.07,-0.47,0.06,0.0,0.11,0.0,-0.08,0.0,-0.01,-0.35,0.01,0.01,0.27,0.04,0.11,0.02,-0.12,-0.17,-0.49,0.13,0.01,0.07,0.1,-0.14,-0.18,0.15,0.0,0.0,0.26,0.01
1999-02-01,0.05,0.31,-0.1,0.0,-0.01,0.04,0.05,0.07,0.02,0.46,0.02,0.02,0.02,0.04,-0.08,0.03,0.48,0.54,0.09,0.15,0.02,0.03,-0.01,0.53,0.49,0.09,0.03,0.13,0.01,0.02
1999-03-01,0.05,0.1,0.12,0.01,0.05,0.02,-0.02,0.03,-0.01,0.19,0.03,0.01,0.28,0.04,0.17,0.02,0.39,0.25,0.03,0.09,0.02,0.02,0.06,0.34,0.3,0.12,0.03,0.02,0.29,-0.02
1999-04-01,-0.04,0.21,0.02,0.0,0.13,0.05,0.03,-0.03,0.03,0.24,0.01,0.02,0.36,0.04,0.03,0.0,0.48,0.42,0.22,0.03,-0.02,0.0,0.07,0.53,0.49,0.33,0.03,0.04,0.36,0.04
1999-05-01,0.03,0.26,0.0,0.01,0.02,0.02,0.0,0.06,0.02,0.39,0.01,0.01,0.06,0.04,0.02,0.0,0.44,0.41,0.12,0.13,0.02,0.05,0.01,0.43,0.39,0.05,-0.01,0.06,0.07,0.0
1999-06-01,0.01,0.23,0.08,0.01,0.03,-0.02,0.0,0.04,0.02,0.2,0.02,0.03,0.21,0.04,0.11,0.01,0.4,0.34,0.12,-0.03,0.03,-0.03,-0.02,0.36,0.32,0.11,0.02,0.05,0.22,0.04
1999-07-01,-0.02,-0.03,0.05,0.0,0.08,0.03,0.0,0.0,0.0,-0.12,0.03,0.05,0.28,0.04,0.09,0.02,0.15,0.07,-0.1,-0.09,0.03,-0.1,0.0,0.09,0.05,0.2,0.03,0.05,0.29,0.04
1999-08-01,0.04,0.13,-0.09,0.01,0.09,0.04,0.0,0.06,-0.06,0.31,0.03,0.04,0.21,0.04,0.01,0.02,0.49,0.54,0.02,0.18,-0.01,0.17,0.03,0.58,0.54,0.21,0.03,0.06,0.22,0.01
1999-09-01,0.0,0.09,-0.03,0.0,0.05,0.06,0.07,0.05,-0.02,0.22,0.02,0.04,0.28,0.04,0.02,0.02,0.44,0.41,-0.05,0.13,0.02,0.08,0.02,0.47,0.44,0.26,0.06,0.07,0.28,0.02
1999-10-01,-0.01,-0.11,0.04,0.0,0.03,-0.06,0.08,0.01,0.06,-0.08,0.04,0.05,0.3,0.04,0.01,0.03,0.15,0.17,-0.21,0.03,0.04,0.03,0.12,0.24,0.2,0.29,-0.01,0.05,0.3,0.01
1999-11-01,0.0,0.08,-0.23,0.03,0.22,0.04,0.03,0.02,-0.09,0.2,0.04,0.04,0.27,0.03,-0.11,0.02,0.37,0.56,0.05,0.12,0.02,0.16,0.05,0.68,0.64,0.4,0.02,0.0,0.29,0.02
1999-12-01,0.02,0.33,0.19,0.01,0.11,0.31,-0.01,0.05,0.11,0.96,0.02,0.02,0.22,0.03,0.11,0.01,1.16,0.66,0.1,0.63,0.07,0.18,0.01,0.7,0.66,0.13,-0.02,0.11,0.24,0.0
2000-01-01,-0.02,0.29,-0.1,0.04,0.11,-0.4,0.04,0.0,-0.13,-0.59,0.02,0.0,0.3,0.03,0.06,-0.02,-0.45,0.05,0.27,-0.88,-0.07,-0.33,0.11,0.26,0.22,0.29,-0.03,0.08,0.35,0.01
2000-02-01,0.07,0.37,-0.04,0.02,0.18,0.1,0.04,0.04,-0.02,0.54,0.02,0.04,0.39,0.04,0.02,0.01,0.83,0.77,0.26,0.17,0.04,0.02,0.03,0.89,0.85,0.39,0.04,0.04,0.4,0.05
2000-03-01,0.08,-0.14,-0.12,0.01,0.12,0.11,0.09,0.03,-0.01,0.2,0.04,0.06,0.28,0.04,-0.07,0.03,0.42,0.43,-0.23,0.34,-0.01,0.16,0.03,0.5,0.47,0.36,0.03,0.07,0.29,0.02
2000-04-01,-0.01,-0.32,0.17,-0.01,-0.06,0.01,-0.02,0.01,0.05,-0.22,0.02,0.06,0.2,0.04,0.16,0.03,0.03,-0.15,-0.35,0.1,0.01,0.05,0.08,-0.21,-0.25,0.03,0.01,0.0,0.19,-0.02
2000-05-01,0.05,0.09,0.12,0.01,-0.11,-0.03,0.0,0.04,0.04,0.19,0.03,0.06,0.18,0.04,0.12,0.02,0.35,0.26,0.06,0.09,0.04,0.04,0.07,0.29,0.24,0.07,-0.01,-0.04,0.19,0.05
2000-06-01,-0.03,-0.09,0.0,0.01,0.09,0.09,0.02,-0.01,-0.06,-0.1,0.04,0.07,0.31,0.04,0.1,0.03,0.19,0.1,-0.11,-0.01,0.0,-0.01,0.04,0.12,0.08,0.21,-0.01,0.02,0.32,0.01
2000-07-01,0.0,0.01,-0.08,0.06,-0.01,-0.04,0.0,0.01,0.01,-0.01,0.03,-0.02,0.02,0.04,-0.05,-0.03,-0.03,0.09,-0.01,-0.02,-0.01,0.01,0.05,0.19,0.14,0.12,0.05,0.02,0.08,-0.01
2000-08-01,0.05,0.19,0.1,0.02,0.03,-0.01,-0.03,0.03,0.03,0.32,0.04,0.05,0.17,0.05,0.11,0.01,0.44,0.34,0.12,0.13,-0.01,0.06,0.04,0.42,0.37,0.08,-0.04,0.04,0.19,0.01
2000-09-01,0.06,0.34,-0.01,0.02,0.02,0.03,0.08,0.01,-0.02,0.52,0.03,0.04,0.29,0.05,0.05,0.01,0.78,0.75,0.22,0.17,0.03,0.1,0.06,0.8,0.75,0.25,-0.01,0.08,0.31,0.03
2000-10-01,-0.04,-0.13,-0.08,0.04,0.01,0.06,-0.02,0.02,-0.03,-0.12,0.04,0.04,0.02,0.05,0.01,0.01,-0.09,-0.07,-0.1,0.01,-0.03,0.02,0.01,-0.04,-0.09,0.05,0.01,-0.02,0.06,-0.03
2000-11-01,0.03,-0.11,0.07,0.02,-0.06,-0.01,-0.02,-0.01,-0.04,-0.14,0.05,0.06,0.22,0.05,0.17,0.03,0.1,0.04,-0.1,-0.04,-0.01,-0.01,0.01,0.03,-0.03,0.07,0.02,0.02,0.24,0.05
2000-12-01,-0.01,0.01,0.34,0.01,0.09,0.03,-0.1,-0.03,0.11,0.24,0.02,0.06,0.21,0.05,0.29,0.02,0.59,0.22,0.0,0.22,0.03,0.1,-0.06,0.09,0.03,-0.07,-0.03,0.03,0.22,-0.04
2001-01-01,0.01,0.05,-0.34,-0.01,-0.1,0.01,0.16,0.1,-0.04,-0.07,0.04,0.09,0.1,0.06,-0.24,0.05,-0.07,0.26,-0.02,-0.13,-0.05,-0.11,0.09,0.35,0.29,0.34,0.07,0.03,0.1,0.03
2001-02-01,-0.06,0.37,-0.02,0.01,-0.13,-0.06,-0.06,-0.04,-0.02,0.23,0.03,0.05,-0.19,0.05,0.06,0.02,0.14,0.21,0.39,-0.14,0.03,0.0,-0.03,0.13,0.08,-0.23,-0.05,-0.01,-0.18,-0.02
2001-03-01,-0.1,-0.15,0.06,0.02,0.0,-0.03,-0.02,0.0,0.0,-0.29,0.05,0.06,0.18,0.05,0.11,0.03,-0.15,-0.18,-0.14,-0.14,-0.03,-0.01,0.05,-0.12,-0.17,0.09,0.01,0.02,0.2,-0.02
2001-04-01,0.13,-0.22,-0.18,0.03,-0.01,0.1,-0.04,0.03,0.02,0.02,0.03,0.04,-0.11,0.04,-0.16,0.0,-0.12,-0.04,-0.3,0.24,-0.01,-0.01,0.08,0.02,-0.02,0.07,-0.03,0.07,-0.08,0.01
2001-05-01,-0.01,0.16,-0.01,0.01,-0.04,0.03,0.03,0.02,-0.04,0.29,0.03,0.06,0.13,0.04,0.06,0.02,0.39,0.37,0.14,0.13,-0.01,0.14,0.03,0.41,0.38,0.08,0.01,0.01,0.14,-0.01
2001-06-01,-0.04,0.25,-0.11,0.01,-0.03,-0.05,0.0,0.01,-0.08,0.02,0.03,0.07,0.04,0.04,0.0,0.02,0.09,0.26,0.26,-0.24,-0.03,-0.07,0.03,0.23,0.19,0.05,-0.02,0.02,0.05,0.0
2001-07-01,0.04,-0.14,0.18,0.01,-0.09,-0.02,-0.01,0.02,0.15,0.12,0.06,0.08,0.08,0.02,0.05,0.04,0.18,0.01,-0.24,0.25,0.01,0.08,0.03,0.04,0.02,0.04,0.02,0.06,0.1,0.0
2001-08-01,0.06,0.31,-0.1,0.02,0.0,0.01,0.05,0.03,-0.07,0.37,0.05,0.07,0.18,0.01,-0.01,0.03,0.54,0.63,0.23,0.06,0.03,0.07,0.01,0.66,0.65,0.21,0.01,0.02,0.2,0.04
2001-09-01,-0.16,-0.42,0.03,0.03,0.03,0.04,-0.2,-0.08,0.02,-0.65,0.03,0.05,-0.66,0.01,0.01,0.0,-1.07,-1.14,-0.22,-0.22,-0.05,-0.13,-0.15,-1.34,-1.35,-0.64,-0.1,-0.08,-0.63,-0.29
2001-10-01,0.12,1.81,0.07,0.02,0.02,-0.03,0.06,0.08,-0.01,2.07,0.05,0.08,0.49,0.0,0.08,0.03,2.38,2.34,1.58,0.27,0.03,0.18,0.12,2.53,2.53,0.42,0.03,0.12,0.51,0.1
2001-11-01,0.03,-0.5,-0.15,0.01,0.02,-0.01,0.01,0.06,0.05,-0.46,0.04,0.09,0.09,0.0,-0.2,0.03,-0.51,-0.35,-0.72,0.05,0.04,-0.02,0.11,-0.2,-0.2,0.3,0.03,0.11,0.1,0.02
2001-12-01,0.04,-0.56,0.06,0.02,0.01,0.07,0.12,0.05,-0.04,-0.49,0.07,0.11,0.36,-0.01,0.1,0.05,-0.2,-0.33,-0.67,0.06,0.04,0.0,0.03,-0.24,-0.24,0.28,0.01,0.03,0.38,-0.01
2002-01-01,0.02,0.25,-0.13,0.02,-0.03,-0.08,0.0,0.02,-0.02,0.27,0.06,0.11,-0.13,-0.02,-0.13,0.05,0.26,0.47,0.19,0.03,-0.01,0.11,-0.11,0.37,0.39,0.02,0.01,0.04,-0.11,0.02
2002-02-01,-0.01,0.26,0.08,0.01,0.0,0.01,0.03,0.03,0.05,0.27,0.04,0.08,0.12,-0.02,0.01,0.04,0.4,0.32,0.18,0.02,0.01,-0.03,0.0,0.31,0.33,0.12,0.0,0.03,0.13,0.01
2002-03-01,0.0,-0.1,0.11,0.03,-0.02,0.02,-0.03,0.01,-0.02,-0.1,0.05,0.06,0.05,-0.02,0.12,0.02,0.03,-0.1,-0.08,-0.01,0.0,0.0,-0.05,-0.16,-0.14,-0.04,-0.01,-0.02,0.08,-0.01
