Date,Goods-producing industries,Government,Manufacturing,Other services-producing industries,Private industries,Services-producing industries,"Trade, transportation, and utilities",Wages and salaries
2022-08-01,1769014.0,1633811.0,1050917.0,6132876.0,9642664.0,7873651.0,1740775.0,11276475.0
2022-09-01,1785704.0,1641393.0,1061291.0,6181289.0,9721447.0,7935743.0,1754454.0,11362840.0
2022-10-01,1783044.0,1650050.0,1057419.0,6150759.0,9683189.0,7900145.0,1749386.0,11333239.0
2022-11-01,1780147.0,1660394.0,1051271.0,6137266.0,9658399.0,7878252.0,1740987.0,11318793.0
2022-12-01,1775362.0,1666859.0,1042629.0,6142875.0,9656033.0,7880671.0,1737796.0,11322892.0
2023-01-01,1802695.0,1679792.0,1062471.0,6192204.0,9762542.0,7959847.0,1767643.0,11442334.0
2023-02-01,1801704.0,1688235.0,1057903.0,6212763.0,9792677.0,7990973.0,1778210.0,11480912.0
2023-03-01,1810611.0,1695424.0,1063240.0,6244308.0,9823402.0,8012791.0,1768483.0,11518826.0
2023-04-01,1826477.0,1702002.0,1072314.0,6267141.0,9872804.0,8046328.0,1779187.0,11574806.0
2023-05-01,1835359.0,1710654.0,1076748.0,6310367.0,9927470.0,8092111.0,1781744.0,11638124.0
2023-06-01,1847147.0,1722306.0,1086335.0,6342222.0,9987728.0,8140581.0,1798359.0,11710034.0
2023-07-01,1856208.0,1737819.0,1089942.0,6369222.0,10025767.0,8169559.0,1800337.0,11763586.0
2023-08-01,1863519.0,1751779.0,1092931.0,6399939.0,10072099.0,8208580.0,1808642.0,11823878.0
2023-09-01,1870985.0,1763345.0,1097221.0,6431128.0,10121042.0,8250057.0,1818929.0,11884387.0
2023-10-01,1876184.0,1772154.0,1097725.0,6437596.0,10130258.0,8254074.0,1816478.0,11902412.0
2023-11-01,1891473.0,1779491.0,1109997.0,6464888.0,10176504.0,8285030.0,1820142.0,11955995.0
2023-12-01,1884323.0,1790316.0,1100589.0,6497860.0,10217315.0,8332992.0,1835132.0,12007631.0
2024-01-01,1904026.0,1803580.0,1108875.0,6578639.0,10325442.0,8421416.0,1842777.0,12129022.0
2024-02-01,1929071.0,1815806.0,1123950.0,6653444.0,10447525.0,8518454.0,1865010.0,12263331.0
2024-03-01,1951719.0,1829323.0,1136662.0,6711797.0,10531194.0,8579475.0,1867678.0,12360517.0
2024-04-01,1920095.0,1835671.0,1112543.0,6702320.0,10485828.0,8565733.0,1863413.0,12321499.0
2024-05-01,1907443.0,1842875.0,1106207.0,6728477.0,10509369.0,8601926.0,1873449.0,12352244.0
2024-06-01,1904409.0,1851323.0,1102670.0,6725192.0,10504021.0,8599612.0,1874420.0,12355344.0
2024-07-01,1910082.0,1858974.0,1108124.0,6730466.0,10506532.0,8596450.0,1865984.0,12365505.0
2024-08-01,1920635.0,1866649.0,1112921.0,6748633.0,10539422.0,8618788.0,1870155.0,12406071.0
2024-09-01,1929085.0,1874116.0,1115360.0,6770066.0,10566524.0,8637439.0,1867373.0,12440640.0
2024-10-01,1926657.0,1886343.0,1110636.0,6801827.0,10611182.0,8684525.0,1882698.0,12497525.0
2024-11-01,1942198.0,1893830.0,1123576.0,6850427.0,10674062.0,8731864.0,1881437.0,12567892.0
2024-12-01,1945037.0,1902881.0,1123905.0,6871702.0,10709618.0,8764581.0,1892879.0,12612499.0
2025-01-01,1946903.0,1913360.0,1124053.0,6886298.0,10728705.0,8781802.0,1895503.0,12642064.0
2025-02-01,1959558.0,1920844.0,1134888.0,6911239.0,10777017.0,8817459.0,1906221.0,12697861.0
