Date,Change in private inventories,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,Energy goods and services,"Entertainment, literary, and artistic originals",Equipment,Farm,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Final sales of computers to domestic purchasers,Financial services and insurance,Fixed investment,Food,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic purchases excluding final sales of computers to domestic purchasers,Gross domestic purchases excluding food and energy,Gross investment,Gross private domestic investment,Health care,Household consumption expenditures,Housing and utilities,Industrial equipment,Information processing equipment,Intellectual property products,Motor vehicles and parts,National defense,Nondefense,Nondurable goods,Nonfarm,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
2010-04-01,0.01,-0.05,-0.01,0.16666666666666666,-0.23,-0.27,0.01,-0.09,0.0,0.26,-0.05,-0.04,0.34,-0.05,0.07,0.07,0.08,-0.08,-0.28,-0.48,0.59,1.03,1.19,0.03,-0.05,0.24,0.98,0.06,0.01,-0.07,0.04,-0.02,0.13,0.13,-0.25,0.0,0.02,-0.06,0.01,-0.04,0.02,0.16,0.45,0.06,-0.15,0.07,-0.07,0.93,-0.04,0.33,0.07,0.02,0.04
2010-07-01,0.02,-0.03,-0.01,0.10666666666666667,-0.2,0.15,0.01,-0.02,-0.01,0.13,0.02,-0.02,0.03,-0.01,0.02,0.02,0.06,-0.08,0.14,-0.01,0.39,0.94,0.75,0.023333333333333334,0.01,0.19,0.52,0.08,0.01,-0.09,-0.06,0.03,0.06,0.07,0.18,0.03,-0.01,-0.08,-0.01,0.07,0.06,0.12,0.52,0.04,-0.14,-0.04,0.0,0.53,-0.03,0.25,0.06,-0.01,0.0
2010-10-01,0.03,-0.02,-0.01,0.18999999999999997,-0.08,0.91,-0.01,-0.02,-0.04,0.27,0.04,-0.03,0.23,0.17,0.07,0.08,0.08,-0.06,0.92,0.96,0.66,2.59,1.58,0.03,0.2,0.18,0.7,0.08,0.02,-0.02,0.07,0.06,0.16,0.11,1.04,0.06,0.12,-0.01,0.04,-0.02,0.06,0.08,1.69,0.0,-0.11,0.1,0.05,0.74,-0.01,0.39,0.07,0.0,0.04
2011-01-01,0.03,0.04,-0.04,0.21333333333333335,0.01,0.93,0.0,-0.01,-0.03,0.29,0.06,-0.09,0.11,0.15,0.26,0.31,0.09,-0.01,0.89,1.34,0.77,3.26,1.98,0.036666666666666674,0.19,0.17,0.82,0.2,0.05,-0.02,0.12,0.09,0.24,0.06,1.34,0.06,0.13,0.01,0.05,-0.07,0.1,0.07,2.22,0.05,-0.14,0.1,0.02,0.87,0.01,0.47,0.03,0.03,0.13
2011-04-01,0.02,0.06,-0.03,0.25,0.07,0.98,0.0,0.07,0.0,0.29,0.0,-0.07,0.23,0.28,0.3,0.31,0.14,0.03,0.89,1.47,0.86,3.83,2.49,0.03666666666666667,0.3,0.27,1.14,0.24,0.04,-0.08,0.05,0.13,0.2,0.1,1.4,0.02,0.25,-0.05,0.04,0.04,0.14,0.13,2.61,0.07,-0.12,0.06,0.04,1.15,0.0,0.56,0.12,0.07,0.06
2011-07-01,0.01,0.15,-0.03,0.07333333333333335,-0.04,-0.06,-0.01,-0.03,0.0,0.11,0.0,-0.08,0.06,0.1,0.25,0.25,0.18,0.01,-0.1,0.29,0.34,1.74,1.47,0.04,0.11,0.19,0.92,0.28,0.03,-0.1,0.01,0.08,0.08,0.03,0.34,0.01,0.1,-0.06,-0.01,0.04,0.03,0.14,1.21,0.03,-0.12,0.03,0.0,0.92,-0.01,0.23,0.12,-0.01,0.03
2011-10-01,-0.03,0.09,-0.02,-0.060000000000000005,-0.11,-0.09,-0.01,0.02,0.0,-0.05,-0.02,-0.05,-0.02,0.13,0.14,0.14,0.08,-0.03,-0.04,0.19,-0.11,0.89,0.8,0.023333333333333334,0.1,0.16,0.68,0.21,0.01,-0.07,-0.04,0.02,-0.04,-0.01,0.3,-0.03,0.12,-0.05,0.01,0.08,0.12,0.12,0.85,0.06,-0.12,-0.01,0.0,0.67,-0.02,-0.06,0.14,0.01,0.07
2012-01-01,-0.05,0.06,0.0,0.18333333333333335,-0.04,0.16,0.01,0.06,0.0,0.11,0.03,-0.02,0.4,0.29,0.11,0.11,0.11,0.03,0.29,0.54,0.64,2.65,2.35,0.03333333333333333,0.24,0.2,1.17,0.16,0.03,-0.05,0.08,0.01,0.08,0.03,0.58,-0.05,0.31,-0.05,0.01,0.02,0.11,0.14,1.74,0.11,-0.08,0.1,-0.02,1.21,-0.03,0.54,0.17,0.06,0.06
2012-04-01,0.11,0.09,-0.01,-0.003333333333333332,-0.16,-0.36,0.0,-0.01,-0.01,0.07,-0.01,-0.04,0.16,0.18,0.02,0.03,0.14,-0.01,-0.29,-0.28,0.07,1.04,1.33,0.02666666666666667,0.3,0.21,0.92,0.2,0.02,-0.08,0.0,0.02,0.05,0.02,-0.12,0.12,0.14,-0.07,-0.05,0.05,0.04,0.13,0.63,0.04,-0.12,0.06,0.04,0.92,-0.07,0.0,0.16,0.01,0.04
2012-07-01,0.02,-0.03,0.0,0.09000000000000001,-0.16,0.07,0.01,0.07,-0.02,0.06,-0.02,-0.01,0.16,0.26,0.04,0.02,0.09,0.0,0.09,-0.01,0.32,1.39,1.26,0.02,0.28,0.22,0.8,0.23,0.01,-0.04,0.05,0.01,0.05,0.01,0.15,0.05,0.17,-0.04,-0.04,0.08,0.07,0.06,0.78,0.07,-0.12,0.06,0.09,0.78,-0.02,0.26,0.05,0.02,-0.03
2012-10-01,0.02,0.09,-0.01,0.19666666666666668,-0.09,0.37,0.0,0.08,0.0,0.04,0.08,-0.05,0.29,0.11,0.09,0.09,0.07,-0.02,0.32,0.4,0.59,2.27,1.75,0.0,0.12,0.1,1.03,0.34,0.02,-0.02,-0.07,0.04,0.04,0.0,0.49,0.02,0.0,-0.01,-0.01,0.02,-0.01,0.13,1.51,0.05,-0.1,-0.03,0.11,1.11,-0.04,0.55,-0.01,0.05,0.04
2013-01-01,-0.16,0.03,-0.01,0.15333333333333332,-0.07,-0.2,-0.01,-0.04,-0.01,-0.01,-0.04,-0.03,0.2,0.03,0.07,0.08,0.08,-0.02,-0.09,-0.1,0.5,1.36,1.46,0.01,-0.13,0.27,1.1,0.28,0.01,-0.05,-0.07,0.03,-0.06,0.04,-0.03,-0.15,-0.14,-0.04,0.0,-0.01,-0.06,0.19,0.96,0.04,-0.08,-0.04,0.18,1.05,-0.03,0.51,-0.03,0.02,0.04
2013-04-01,-0.01,-0.06,0.0,0.07333333333333333,-0.18,-0.53,-0.01,-0.06,-0.02,0.05,0.1,-0.03,0.34,0.21,0.01,0.02,0.12,-0.04,-0.61,-0.79,0.28,0.67,1.16,0.02,0.19,-0.04,0.85,0.36,-0.01,-0.1,0.04,-0.01,0.0,0.05,-0.6,0.01,0.05,-0.1,0.0,0.03,0.04,0.09,0.16,0.01,-0.13,0.07,0.16,0.95,-0.02,0.23,0.08,0.02,-0.03
2013-07-01,-0.02,0.04,0.0,0.13,-0.15,0.16,0.01,-0.04,0.01,0.1,0.01,-0.02,0.25,0.2,0.05,0.04,0.09,-0.07,0.15,0.12,0.45,1.76,1.53,0.02,0.18,0.15,0.98,0.26,-0.01,-0.05,0.01,0.04,0.05,0.05,0.26,-0.04,0.04,-0.05,-0.04,0.01,0.03,0.07,1.11,0.07,-0.09,0.04,0.16,0.99,-0.04,0.35,0.07,0.01,0.08
2013-10-01,-0.12,0.01,0.0,0.19333333333333336,-0.14,-0.02,0.0,-0.1,-0.06,0.43,-0.03,-0.02,0.36,0.37,-0.09,0.0,0.02,-0.05,-0.02,-0.13,0.68,1.94,2.03,0.03666666666666667,0.25,0.2,1.15,0.31,0.0,-0.11,0.09,0.04,0.2,0.23,0.01,-0.05,0.14,-0.1,-0.05,0.01,0.02,0.14,0.99,0.06,-0.07,0.12,0.23,1.12,-0.04,0.26,0.16,-0.01,0.05
2014-01-01,-0.04,0.01,-0.01,0.07,-0.23,0.35,0.01,-0.04,0.01,-0.07,0.06,-0.02,0.22,0.42,0.11,0.11,0.12,-0.05,0.21,0.14,0.27,1.91,1.43,0.023333333333333334,0.39,0.11,1.02,0.49,0.02,-0.08,0.04,-0.04,0.0,-0.07,0.37,-0.05,0.17,-0.07,-0.06,0.0,0.05,0.05,1.23,0.06,-0.08,0.04,0.25,1.08,-0.01,0.35,0.17,0.02,-0.02
2014-04-01,0.06,0.02,0.01,0.07,-0.18,-0.02,0.01,0.0,0.04,0.11,0.03,-0.01,0.26,0.13,0.26,0.22,0.17,-0.07,-0.07,0.1,0.25,1.63,1.39,0.01,0.19,0.13,1.06,0.35,0.01,-0.07,-0.06,-0.01,0.05,0.07,0.28,0.02,0.1,-0.08,-0.04,0.03,0.11,0.04,1.19,0.04,-0.06,-0.03,0.03,1.09,-0.04,0.14,0.16,0.04,0.06
2014-07-01,0.0,-0.01,0.0,0.10666666666666667,-0.1,-0.29,0.0,-0.03,0.02,0.13,0.02,-0.03,0.21,0.36,0.15,0.13,0.14,-0.02,-0.26,-0.17,0.36,1.47,1.58,0.013333333333333334,0.37,0.14,0.87,0.3,0.01,-0.08,-0.01,0.03,0.06,0.06,-0.07,-0.01,0.14,-0.08,-0.02,0.01,0.07,0.04,0.72,0.02,-0.09,0.02,0.22,0.89,-0.03,0.23,0.18,0.02,0.02
2014-10-01,0.05,-0.03,0.0,-0.003333333333333334,-0.21,-1.01,-0.01,0.0,0.01,0.03,0.17,-0.04,0.11,0.15,0.1,0.09,0.15,-0.04,-1.02,-1.08,0.0,-0.11,0.77,0.0033333333333333335,0.2,-0.01,0.56,0.26,-0.01,-0.09,-0.02,-0.02,0.01,0.03,-0.87,0.05,0.12,-0.09,-0.05,0.04,0.09,0.01,-0.35,0.0,-0.1,0.02,0.02,0.73,-0.03,-0.04,0.14,0.05,0.04
2015-01-01,-0.2,-0.06,0.0,-0.15,-0.2,-1.67,0.01,-0.02,-0.01,-0.05,0.03,-0.03,0.1,0.18,0.02,0.03,0.12,-0.05,-1.58,-1.76,-0.44,-1.59,0.02,0.0033333333333333335,-0.02,-0.04,0.55,0.32,-0.01,-0.08,0.11,-0.03,-0.03,-0.02,-1.56,-0.19,0.1,-0.07,-0.04,0.05,0.05,0.05,-1.17,0.05,-0.08,0.15,0.09,0.59,-0.05,-0.39,0.01,0.01,-0.03
2015-04-01,-0.06,-0.01,-0.01,0.10333333333333333,0.01,0.36,0.01,-0.05,0.0,0.05,0.06,-0.03,0.23,-0.01,-0.07,-0.06,0.06,0.01,0.43,0.44,0.32,1.59,1.27,0.0033333333333333327,-0.06,0.14,0.81,0.26,-0.01,-0.07,0.03,0.09,0.03,0.02,0.42,-0.06,-0.07,-0.06,-0.04,0.02,0.07,0.02,1.3,0.09,-0.04,0.07,0.07,0.87,-0.06,0.27,-0.05,0.01,0.0
2015-07-01,-0.02,0.0,-0.01,0.01,-0.17,-0.17,0.0,-0.11,-0.01,0.02,0.04,-0.03,0.16,0.04,0.09,0.1,0.1,-0.07,-0.13,-0.22,0.05,0.78,0.83,0.006666666666666667,0.02,0.14,0.85,0.33,0.0,-0.12,-0.02,-0.01,0.0,0.02,-0.05,-0.01,-0.08,-0.11,-0.03,0.0,-0.01,0.07,0.67,0.05,-0.07,-0.02,0.12,0.89,0.0,0.03,0.05,0.02,0.0
2015-10-01,-0.04,-0.02,-0.01,-0.06,-0.17,-0.79,0.01,-0.07,-0.01,-0.03,0.05,-0.02,0.05,-0.13,-0.03,-0.01,0.16,-0.04,-0.71,-0.87,-0.2,-0.55,0.24,-0.01,-0.17,0.06,0.61,0.26,-0.02,-0.12,-0.13,-0.07,-0.03,0.0,-0.7,-0.03,-0.22,-0.11,-0.04,0.03,0.04,0.08,-0.2,0.02,-0.02,-0.12,0.09,0.66,-0.03,-0.17,-0.02,0.04,-0.02
2016-01-01,-0.05,-0.03,-0.01,-0.11666666666666668,-0.14,-0.82,0.01,-0.1,0.01,-0.03,0.06,-0.04,0.31,-0.23,-0.06,-0.07,0.12,-0.02,-0.72,-0.88,-0.38,-0.5,0.34,-0.01,-0.28,0.09,0.95,0.27,-0.01,-0.09,-0.13,-0.02,-0.04,0.01,-0.75,-0.06,-0.29,-0.09,0.02,-0.01,0.08,0.03,0.12,0.07,-0.12,-0.12,0.06,1.01,-0.02,-0.35,-0.06,0.01,0.06
2016-04-01,0.04,0.04,0.0,0.12666666666666668,-0.09,0.54,0.02,-0.08,0.02,0.14,0.07,-0.01,0.36,0.22,-0.1,-0.12,0.09,-0.04,0.5,0.37,0.46,2.41,1.96,0.02666666666666667,0.26,0.16,1.24,0.39,0.0,-0.04,0.05,0.03,0.08,0.06,0.46,0.01,0.03,-0.04,0.03,-0.02,0.04,0.09,1.68,0.13,-0.1,0.07,0.19,1.31,-0.04,0.32,0.07,-0.02,0.03
2016-07-01,0.0,-0.02,0.0,0.07333333333333333,-0.29,0.0,-0.01,-0.06,0.01,0.1,0.04,-0.02,0.28,0.09,-0.1,-0.11,0.11,-0.09,-0.08,-0.33,0.23,1.25,1.33,0.0033333333333333335,0.09,0.22,1.2,0.46,0.01,-0.11,-0.05,-0.04,0.05,0.05,-0.04,-0.01,-0.12,-0.11,-0.05,0.01,0.17,0.07,0.9,0.05,-0.11,0.01,0.21,1.24,-0.05,0.13,-0.01,0.03,0.01
2016-10-01,0.01,0.03,-0.01,0.09000000000000001,-0.26,0.48,0.0,-0.03,0.0,0.13,0.08,-0.03,0.19,0.35,-0.06,-0.06,0.12,-0.04,0.44,0.19,0.33,1.92,1.48,0.02,0.36,0.17,0.93,0.43,0.0,-0.09,0.11,-0.06,0.06,0.07,0.45,0.01,0.16,-0.08,0.0,0.0,0.03,0.02,1.2,0.02,-0.15,0.13,0.19,1.01,-0.02,0.21,0.08,0.06,-0.01
2017-01-01,0.03,-0.03,0.01,0.15000000000000002,-0.02,0.41,0.01,0.05,0.0,0.12,0.08,0.0,0.2,0.23,0.05,0.05,0.09,0.02,0.38,0.45,0.51,2.3,1.85,0.02,0.26,0.12,1.01,0.37,0.02,-0.02,-0.03,-0.01,0.07,0.05,0.47,0.03,0.12,-0.03,-0.01,-0.01,0.06,0.03,1.54,0.13,-0.02,0.01,0.11,1.09,-0.05,0.39,0.1,0.05,0.07
2017-04-01,0.04,-0.04,0.0,0.03333333333333333,-0.17,-0.26,0.01,-0.01,0.0,0.08,0.03,-0.01,0.36,0.34,0.05,0.04,0.08,-0.07,-0.37,-0.52,0.16,1.07,1.27,0.016666666666666666,0.39,0.16,1.01,0.37,0.02,-0.04,0.07,-0.03,0.03,0.05,-0.36,0.04,0.16,-0.04,-0.01,0.01,0.01,-0.04,0.52,0.05,-0.06,0.07,0.19,1.04,-0.01,0.07,0.1,0.0,0.03
2017-07-01,0.01,-0.01,0.0,0.1366666666666667,-0.25,0.21,0.01,-0.02,0.0,0.11,0.03,0.0,0.23,0.23,0.01,0.02,0.04,-0.1,0.19,0.02,0.48,1.65,1.43,0.030000000000000002,0.24,0.12,0.87,0.37,0.01,-0.02,-0.01,-0.1,0.06,0.05,0.27,0.01,0.06,-0.02,-0.04,0.01,0.08,0.03,0.93,0.09,-0.01,0.07,0.17,0.9,-0.09,0.37,0.08,-0.01,-0.01
2017-10-01,0.04,-0.04,0.01,0.21666666666666667,-0.08,0.56,0.0,-0.02,0.0,0.18,-0.06,0.0,0.3,0.11,0.02,0.02,0.17,-0.04,0.53,0.39,0.72,2.45,1.86,0.02,0.15,0.29,1.25,0.37,0.02,-0.03,0.02,0.03,0.1,0.08,0.47,0.04,-0.01,-0.04,0.02,0.01,-0.05,0.02,1.58,0.04,-0.08,0.08,0.12,1.18,-0.06,0.54,-0.01,-0.02,0.06
2018-01-01,0.01,0.05,0.0,0.22666666666666666,-0.04,0.33,0.01,-0.03,0.0,0.24,0.07,-0.01,0.37,0.37,0.05,0.04,0.09,0.02,0.31,0.45,0.79,3.02,2.63,0.03333333333333333,0.37,0.18,1.33,0.37,0.03,-0.07,0.08,0.03,0.14,0.1,0.49,0.01,0.03,-0.07,-0.01,-0.01,0.09,0.21,1.85,0.07,-0.08,0.13,0.34,1.4,-0.05,0.55,-0.02,0.02,0.03
2018-04-01,-0.02,0.09,0.0,0.15666666666666668,-0.07,0.16,0.01,-0.01,-0.04,0.18,0.03,0.0,0.24,0.35,-0.05,-0.01,0.15,0.04,0.16,0.22,0.61,2.33,2.22,0.04,0.32,0.26,1.14,0.34,0.03,-0.07,0.04,-0.01,0.11,0.07,0.29,0.01,0.08,-0.06,-0.02,0.02,0.05,0.07,1.39,0.04,-0.08,0.06,0.27,1.17,-0.02,0.43,0.06,0.01,0.05
2018-07-01,0.01,-0.14,0.0,0.1466666666666667,-0.13,0.1,0.01,0.09,0.0,0.13,0.04,-0.01,0.22,0.27,0.04,0.04,0.05,-0.05,0.13,-0.14,0.52,1.7,1.55,0.023333333333333334,0.27,0.13,1.0,0.31,0.03,-0.03,-0.03,0.01,0.08,0.05,-0.01,0.01,0.12,-0.04,-0.05,0.06,-0.04,0.14,0.9,0.07,-0.04,0.01,0.15,1.04,-0.04,0.38,0.05,0.04,0.07
2018-10-01,-0.05,0.02,-0.01,0.09333333333333334,-0.03,-0.16,-0.01,-0.04,-0.03,0.19,0.08,-0.02,0.18,0.13,0.03,0.06,0.09,0.05,-0.18,-0.15,0.38,1.5,1.62,0.03333333333333333,0.08,0.24,1.1,0.39,0.02,-0.08,-0.09,0.04,0.07,0.12,-0.12,-0.02,0.04,-0.07,-0.06,0.04,-0.03,0.06,1.02,0.04,-0.05,-0.01,0.09,1.18,-0.07,0.19,0.18,-0.02,0.1
2019-01-01,-0.04,-0.04,-0.01,-0.006666666666666672,0.07,-0.53,0.01,0.04,-0.03,0.25,0.07,-0.02,-0.01,0.35,0.11,0.15,0.22,0.06,-0.54,-0.33,0.04,0.95,1.36,0.02,0.31,0.15,0.85,0.35,0.02,-0.04,0.09,0.1,0.02,0.23,-0.41,0.0,0.26,-0.04,-0.03,0.05,0.03,0.08,0.58,0.06,-0.05,0.1,0.09,0.91,-0.02,-0.2,0.13,0.01,0.0
2019-04-01,-0.03,-0.02,-0.03,0.03,-0.14,0.5,0.02,0.01,0.0,-0.17,0.02,-0.06,0.27,0.29,-0.04,-0.04,0.15,-0.01,0.56,0.41,0.16,1.96,1.44,0.023333333333333334,0.25,0.22,1.07,0.37,0.01,-0.07,0.08,-0.04,0.06,-0.23,0.54,-0.03,0.23,-0.04,0.05,0.01,0.05,-0.02,1.49,0.05,-0.13,0.05,0.05,1.08,0.02,0.32,0.14,0.07,0.03
2019-07-01,-0.01,0.04,-0.02,0.049999999999999996,-0.17,-0.23,0.0,-0.04,-0.01,0.02,0.08,-0.01,0.11,0.14,-0.01,0.01,0.09,-0.01,-0.22,-0.29,0.19,0.96,1.18,0.01,0.13,0.19,0.83,0.33,0.01,-0.06,-0.02,-0.04,0.04,-0.01,-0.12,0.0,0.03,-0.04,-0.02,0.02,0.05,0.08,0.62,0.03,-0.1,0.0,0.12,0.91,-0.02,0.17,0.09,-0.01,0.01
2019-10-01,0.0,-0.1,-0.03,0.10333333333333333,-0.13,0.17,0.0,-0.08,0.0,0.09,0.01,-0.07,-0.04,-0.02,0.06,0.06,0.03,-0.06,0.15,0.11,0.34,1.39,1.09,0.006666666666666667,-0.02,0.29,0.88,0.31,0.01,-0.07,-0.14,0.03,0.07,0.03,0.24,0.0,-0.13,-0.04,-0.01,0.01,0.12,0.09,1.0,0.12,-0.08,-0.03,0.1,0.89,-0.12,0.25,0.1,-0.03,0.08
2020-01-01,0.12,-0.04,-0.01,0.19666666666666668,-0.07,-0.21,0.01,0.02,0.0,0.07,0.02,-0.02,0.14,0.24,0.17,0.16,0.13,0.03,-0.34,-0.24,0.62,1.76,1.78,0.006666666666666667,0.35,0.19,0.99,0.35,0.01,-0.02,0.06,0.05,0.04,0.04,-0.17,0.11,0.16,-0.02,-0.05,0.01,0.04,0.16,0.77,0.07,-0.1,0.12,0.08,1.01,-0.07,0.55,0.08,0.02,-0.04
2020-04-01,-0.13,-0.38,0.01,-0.02,-0.25,-1.39,0.02,0.03,0.0,0.02,-0.03,0.03,-0.33,0.25,0.7,0.7,-0.06,0.01,-1.29,-1.21,-0.06,-1.02,-0.31,0.003333333333333334,0.12,0.42,0.19,0.29,0.0,-0.03,0.24,-0.07,-0.03,0.05,-0.96,-0.13,0.23,-0.03,-0.03,0.01,0.01,0.02,-1.06,0.05,-0.17,0.23,0.02,0.16,-0.02,-0.07,-0.05,0.05,-0.18
2020-07-01,0.14,0.08,0.0,0.20666666666666667,0.32,0.62,-0.03,-0.08,0.0,0.16,0.03,-0.01,0.39,0.34,-0.07,-0.09,0.18,0.12,0.46,0.86,0.71,3.33,2.77,0.03,0.48,0.32,1.23,0.24,0.01,0.0,0.05,0.19,0.12,0.04,0.54,0.14,-0.03,0.0,-0.01,0.0,0.09,0.12,2.12,0.0,0.02,0.13,0.37,1.26,-0.05,0.56,-0.01,-0.09,0.0
2020-10-01,-0.01,0.02,-0.01,0.22,0.25,0.2,0.01,-0.14,-0.01,0.21,0.05,-0.03,0.16,0.4,0.04,0.02,0.14,0.06,0.13,0.31,0.75,2.46,2.19,0.02666666666666667,0.39,0.16,0.94,0.24,0.02,-0.02,0.25,0.26,0.12,0.09,0.06,0.0,0.09,-0.02,-0.05,0.0,-0.11,0.04,1.3,0.09,-0.02,0.24,0.3,0.99,0.0,0.54,-0.02,-0.13,0.1
2021-01-01,-0.12,0.07,0.02,0.3566666666666667,0.13,0.9,0.02,0.09,0.03,0.22,0.18,0.02,0.46,0.5,0.06,0.08,0.14,0.02,0.87,1.23,1.19,4.58,3.64,0.04,0.38,0.61,1.62,0.27,0.05,0.0,-0.16,0.0,0.17,0.05,1.09,-0.15,-0.03,-0.01,0.01,0.01,0.08,0.09,3.03,0.01,0.11,0.02,0.53,1.8,-0.2,0.97,0.03,0.03,0.04
2021-04-01,-0.21,0.1,0.01,0.31,1.12,0.56,0.02,-0.16,-0.04,0.3,0.24,0.07,0.49,0.7,0.09,0.19,0.33,0.18,0.44,1.95,1.16,5.8,5.22,0.07666666666666666,0.5,0.18,2.02,0.45,0.07,0.0,0.02,0.77,0.18,0.12,0.83,-0.16,0.04,-0.01,0.07,0.07,0.1,0.13,4.21,0.15,0.09,0.01,0.67,2.26,-0.01,0.86,0.17,-0.3,0.29
2021-07-01,-0.2,0.06,0.03,0.26333333333333336,0.77,0.41,0.02,0.24,0.0,0.32,0.23,0.06,0.33,1.2,0.36,0.37,0.48,0.14,0.4,1.65,1.01,5.72,5.0,0.07333333333333333,1.0,0.15,1.88,0.49,0.09,0.02,0.05,0.56,0.18,0.14,0.87,-0.2,0.53,-0.01,0.04,0.09,0.05,0.18,3.76,0.11,0.04,0.07,0.67,2.11,-0.03,0.69,0.23,0.05,0.14
2021-10-01,-0.01,0.15,0.01,0.29,0.75,0.83,0.01,0.25,0.0,0.33,0.3,0.0,0.26,1.39,0.47,0.47,0.37,0.19,0.73,2.33,1.17,7.03,5.72,0.09999999999999999,1.38,0.17,1.85,0.67,0.08,0.0,0.03,0.53,0.19,0.14,1.58,-0.01,0.82,-0.01,0.0,0.13,0.23,0.17,4.47,0.14,0.03,0.04,0.57,2.15,-0.03,0.85,0.55,0.04,0.07
2022-01-01,0.07,0.15,0.05,0.36000000000000004,0.7,0.96,0.03,0.36,0.01,0.42,0.13,0.06,0.32,1.65,0.6,0.57,0.28,0.27,0.82,2.62,1.4,8.14,6.65,0.10666666666666667,1.73,0.44,2.32,0.72,0.12,0.09,0.07,0.37,0.3,0.12,1.92,0.07,0.85,0.04,0.02,0.14,0.37,0.22,5.07,0.14,0.04,0.14,0.8,2.46,-0.1,0.99,0.41,0.01,0.21
2022-04-01,-0.04,0.05,0.02,0.5233333333333333,0.1,1.42,0.03,0.43,-0.02,0.47,0.22,0.0,0.17,1.67,0.7,0.72,0.34,0.13,1.17,2.32,1.91,8.55,6.43,0.11333333333333333,1.63,0.15,2.45,0.96,0.1,0.02,0.13,0.01,0.32,0.14,2.23,-0.02,1.0,0.0,0.0,0.15,0.28,0.2,5.0,0.12,-0.04,0.08,0.67,2.67,0.01,1.45,0.45,0.15,0.52
2022-07-01,0.01,0.05,0.0,0.06,0.22,-0.47,0.02,0.31,0.0,0.33,0.17,-0.02,0.17,1.2,0.65,0.64,0.28,0.06,-0.71,0.57,0.4,4.76,4.57,0.07666666666666667,1.21,0.35,2.4,1.09,0.05,0.01,0.07,0.1,0.14,0.19,0.35,0.01,0.83,0.01,0.05,0.14,0.37,0.24,3.14,0.11,0.01,0.02,0.37,2.57,0.03,0.07,0.45,0.11,0.16
2022-10-01,-0.09,0.03,0.02,0.08666666666666667,-0.1,-0.42,0.01,0.29,0.0,0.26,0.23,-0.01,0.27,0.67,0.33,0.33,0.43,-0.04,-0.37,0.07,0.39,3.64,3.73,0.04,0.57,0.2,2.38,0.88,0.03,0.03,-0.08,-0.01,0.13,0.13,0.17,-0.09,0.45,0.01,0.03,0.07,0.18,0.27,2.68,0.16,-0.09,0.05,0.22,2.61,-0.14,0.13,0.23,0.16,0.18
2023-01-01,-0.02,0.08,0.01,-0.02,-0.03,-0.4,0.03,0.34,0.11,0.27,0.2,0.0,0.17,0.61,0.31,0.21,0.34,0.04,-0.36,0.18,0.06,3.29,3.37,0.04,0.59,0.19,2.25,0.9,0.07,0.07,0.21,-0.08,0.13,0.15,0.21,-0.13,0.74,0.05,0.04,0.06,0.29,0.25,2.64,0.2,-0.02,0.03,-0.13,2.46,0.15,-0.21,0.18,0.15,0.2
2023-04-01,-0.22,0.06,-0.02,-0.056666666666666664,-0.02,-0.32,0.03,0.01,-0.21,0.22,0.1,-0.04,0.23,-0.02,-0.18,0.03,0.24,-0.09,-0.17,0.13,-0.16,1.6,2.06,0.0033333333333333335,-0.23,0.36,1.72,0.55,0.03,0.01,0.05,0.16,0.15,0.07,0.15,-0.01,0.04,0.03,0.02,0.03,0.23,0.3,1.95,0.06,-0.1,0.08,-0.05,1.82,-0.05,-0.38,-0.03,-0.06,-0.02
2023-07-01,0.0,0.03,-0.01,0.20333333333333334,-0.32,0.31,0.0,0.13,0.0,0.24,0.15,-0.03,0.26,0.25,0.1,0.09,0.14,-0.05,0.31,0.12,0.66,2.74,2.31,0.013333333333333334,0.26,0.21,1.53,0.62,0.02,0.01,0.06,-0.1,0.16,0.08,0.44,0.0,0.07,0.01,-0.01,0.03,0.01,0.08,1.81,0.13,-0.17,0.09,0.18,1.69,-0.02,0.42,-0.12,0.07,0.1
2023-10-01,-0.03,-0.05,0.0,0.06,-0.24,-0.15,0.03,0.06,0.0,0.24,0.07,-0.02,0.01,0.4,0.06,0.07,0.16,-0.08,-0.21,-0.33,0.23,1.71,1.8,0.016666666666666666,0.37,0.29,1.36,0.64,0.01,0.01,0.06,-0.03,0.17,0.07,-0.09,-0.02,0.23,0.0,-0.02,0.01,0.1,0.06,1.1,0.11,-0.11,0.05,0.17,1.43,-0.02,-0.01,0.11,0.04,0.1
2024-01-01,0.0,-0.01,0.01,0.18333333333333335,-0.03,-0.03,0.03,0.19,0.01,0.22,0.07,0.02,0.5,0.16,0.12,0.11,0.2,-0.01,-0.14,-0.1,0.62,3.01,2.95,0.02,0.16,0.42,2.28,0.72,0.05,0.06,0.06,-0.06,0.13,0.09,-0.07,-0.01,0.18,0.05,-0.04,0.03,-0.02,0.24,2.25,0.14,0.08,0.06,-0.02,2.36,-0.03,0.4,-0.06,0.05,0.06
